subject_nr,cs_filename_usmem,valmem_response_angenehm,valmem_response_unangenehm,valmem_response_neu,usmem_option_1,usmem_option_2,usmem_option_3,usmem_option_4,usmem_option_5,usmem_option_6,usmem_resp1,usmem_resp2,usmem_resp3,usmem_resp4,usmem_resp5,usmem_resp6,time_valmem_form,time_valmem_delay,time_usmem_form,time_usmem_delay
60,cs25.bmp,no,no,yes,2080.jpg,2341.jpg,2340.JPG,1463.jpg,4626.jpg,2058.jpg,no,no,no,yes,no,no,2161720,2170973,2171223,2182214
60,cs26.bmp,yes,no,no,9320.jpg,9340.JPG,9561.jpg,2205.jpg,9432.jpg,9430.JPG,no,no,yes,no,no,no,2183289,2186605,2186855,2193406
60,cs22.bmp,no,yes,no,2750.jpg,2053.JPG,9331.jpg,9520.JPG,9041.jpg,6311.jpg,no,no,yes,no,no,no,2194353,2203805,2204055,2216062
60,cs3.bmp,yes,no,no,7187.jpg,7830.jpg,8211.jpg,7090.jpg,7000.jpg,5740.jpg,no,no,no,yes,no,no,2217015,2221525,2221775,2226613
60,cs2.bmp,no,no,yes,7000.jpg,7640.jpg,7503.JPG,5535.jpg,2580.jpg,2372.jpg,no,no,no,no,no,yes,2227561,2229806,2230056,2235565
60,cs23.bmp,no,no,yes,2071.jpg,2260.JPG,5831.jpg,2340.JPG,2058.jpg,7502.jpg,no,no,no,yes,no,no,2236520,2239373,2239623,2243925
60,cs13.bmp,no,yes,no,2660.jpg,1710.JPG,2040.jpg,2058.jpg,2260.JPG,7330.JPG,no,no,no,no,no,yes,2244871,2247094,2247344,2253397
60,cs10.bmp,yes,no,no,2057.jpg,4626.jpg,2070.jpg,1460.JPG,1710.JPG,2150.JPG,yes,no,no,no,no,no,2254352,2256493,2256743,2262894
60,cs9.bmp,no,yes,no,2455.jpg,9220.jpg,2276.jpg,9265.jpg,9290.jpg,2750.jpg,no,no,yes,no,no,no,2263840,2265510,2265760,2272861
60,cs21.bmp,no,yes,no,9280.jpg,9290.jpg,2900.1.jpg,9520.JPG,9340.JPG,9320.jpg,no,no,yes,no,no,no,2273839,2276861,2277111,2283446
60,cs14.bmp,no,no,yes,6311.jpg,9330.jpg,2141.jpg,9290.jpg,2750.jpg,9432.jpg,no,no,no,no,no,yes,2284393,2287389,2287639,2293397
60,cs18.bmp,no,no,yes,2141.jpg,9415.jpg,9435.jpg,9220.jpg,2053.JPG,3181.jpg,no,no,yes,no,no,no,2294361,2296797,2297047,2302422
60,cs1.bmp,no,yes,no,9041.jpg,9290.jpg,9007.jpg,9430.JPG,7359.jpg,6311.jpg,no,no,no,yes,no,no,2303407,2310141,2310391,2313213
60,cs16.bmp,no,yes,no,2750.jpg,9041.jpg,9180.JPG,9830.jpg,9561.jpg,6831.jpg,no,no,no,yes,no,no,2314157,2316566,2316816,2325453
60,cs19.bmp,no,no,yes,5395.jpg,1313.jpg,2580.jpg,4631.JPG,7504.jpg,7080.jpg,no,no,yes,no,no,no,2326397,2328669,2328919,2333366
60,cs20.bmp,no,yes,no,2455.jpg,9220.jpg,9290.jpg,9180.JPG,9265.jpg,9520.JPG,no,no,no,yes,no,no,2334328,2336854,2337104,2342853
60,cs7.bmp,no,yes,no,2660.jpg,1710.JPG,7330.JPG,8540.JPG,2080.jpg,1920.JPG,no,yes,no,no,no,no,2343798,2353166,2353416,2357205
60,cs8.bmp,yes,no,no,2395.jpg,8461.jpg,2216.jpg,5910.JPG,1750.JPG,2080.jpg,no,yes,no,no,no,no,2358147,2359677,2359927,2366325
60,cs12.bmp,yes,no,no,2635.jpg,7233.jpg,2620.jpg,2372.jpg,1313.jpg,2487.jpg,no,no,yes,no,no,no,2367277,2369086,2369336,2373446
60,cs15.bmp,no,yes,no,3181.jpg,9000.jpg,9220.jpg,9330.jpg,9432.jpg,2141.jpg,no,no,no,no,yes,no,2374404,2376429,2376679,2384734
60,cs4.bmp,yes,no,no,2070.jpg,1460.JPG,7502.jpg,2071.jpg,1721.jpg,4626.jpg,yes,no,no,no,no,no,2385676,2388422,2388672,2394125
60,cs29.bmp,no,no,yes,2070.jpg,2091.jpg,1750.JPG,2550.jpg,5831.jpg,2080.jpg,no,yes,no,no,no,no,2395083,2396565,2396815,2401405
60,cs5.bmp,no,no,yes,9290.jpg,9220.jpg,6311.jpg,2276.jpg,9430.JPG,3181.jpg,no,no,no,no,yes,no,2402356,2403774,2404024,2407918
60,cs6.bmp,no,no,yes,7330.JPG,2340.JPG,1750.JPG,2260.JPG,8461.jpg,2550.jpg,no,no,no,no,yes,no,2408864,2411133,2411383,2414477
60,cs24.bmp,no,no,yes,7830.jpg,5510.jpg,2220.jpg,5455.jpg,2580.jpg,7550.jpg,no,no,no,no,no,yes,2415424,2419605,2419855,2423734
60,cs27.bmp,yes,no,no,5920.JPG,7620.JPG,2580.jpg,1121.jpg,1616.jpg,2575.jpg,no,no,no,yes,no,no,2424686,2426438,2426688,2431949
60,cs17.bmp,yes,no,no,9520.JPG,9180.JPG,3160.JPG,2205.jpg,3220.JPG,7359.jpg,no,no,no,no,yes,no,2432902,2435989,2436239,2442574
60,cs30.bmp,yes,no,no,2550.jpg,1463.jpg,8461.jpg,2395.jpg,8420.JPG,2216.jpg,no,no,no,no,no,yes,2443525,2445765,2446015,2448325
60,cs11.bmp,no,yes,no,5831.jpg,1999.jpg,8420.JPG,8540.JPG,5910.JPG,2071.jpg,no,no,no,no,yes,no,2449273,2454613,2454863,2461206
60,cs28.bmp,yes,no,no,1440.jpg,2341.jpg,1710.JPG,1721.jpg,2260.JPG,2550.jpg,no,yes,no,no,no,no,2462152,2464861,2465111,2468981
