subject_nr,cs_filename_usmem,valmem_response_angenehm,valmem_response_unangenehm,valmem_response_neu,usmem_option_1,usmem_option_2,usmem_option_3,usmem_option_4,usmem_option_5,usmem_option_6,usmem_resp1,usmem_resp2,usmem_resp3,usmem_resp4,usmem_resp5,usmem_resp6,time_valmem_form,time_valmem_delay,time_usmem_form,time_usmem_delay
23,cs12.bmp,no,no,yes,5740.jpg,1313.jpg,5455.jpg,7004.jpg,2372.jpg,7640.jpg,no,no,no,no,no,yes,1965637,1970143,1970393,1979097
23,cs29.bmp,yes,no,no,5831.jpg,2050.jpg,2341.jpg,7330.JPG,2070.jpg,2058.jpg,no,no,yes,no,no,no,1980160,1985685,1985935,1988361
23,cs23.bmp,no,yes,no,4626.jpg,1460.JPG,1920.JPG,2071.jpg,2550.jpg,1463.jpg,no,yes,no,no,no,no,1989309,1992825,1993075,2001021
23,cs9.bmp,no,yes,no,9830.jpg,6311.jpg,9320.jpg,2276.jpg,3160.JPG,3181.jpg,no,no,yes,no,no,no,2001965,2004048,2004298,2006999
23,cs24.bmp,no,no,yes,2620.jpg,5535.jpg,7004.jpg,2575.jpg,7550.jpg,7233.jpg,no,yes,no,no,no,no,2007954,2017354,2017604,2025715
23,cs5.bmp,yes,no,no,2080.jpg,7502.jpg,1440.jpg,2150.JPG,1999.jpg,2050.jpg,no,no,no,no,yes,no,2026658,2028410,2028660,2034430
23,cs22.bmp,yes,no,no,9320.jpg,3181.jpg,7359.jpg,2141.jpg,9330.jpg,9041.jpg,no,no,yes,no,no,no,2035377,2037390,2037640,2045849
23,cs1.bmp,yes,no,no,2311.jpg,1460.JPG,7502.jpg,1440.jpg,2395.jpg,7330.JPG,no,yes,no,no,no,no,2046799,2050118,2050368,2058241
23,cs17.bmp,no,no,yes,2580.jpg,1935.jpg,5740.jpg,2220.jpg,7550.jpg,5510.jpg,no,yes,no,no,no,no,2059193,2061233,2061483,2065813
23,cs20.bmp,no,no,yes,7211.jpg,1935.jpg,2372.jpg,5920.JPG,7504.jpg,7004.jpg,no,yes,no,no,no,no,2066769,2068542,2068792,2071918
23,cs28.bmp,no,yes,no,8420.JPG,2150.JPG,2070.jpg,2057.jpg,1460.JPG,4626.jpg,no,no,no,yes,no,no,2072877,2074359,2074609,2079885
23,cs4.bmp,yes,no,no,9342.jpg,9340.JPG,2205.jpg,9830.jpg,9561.jpg,9180.JPG,no,yes,no,no,no,no,2080870,2082598,2082848,2091442
23,cs6.bmp,no,yes,no,2276.jpg,9331.jpg,9041.jpg,6311.jpg,9180.JPG,9280.jpg,no,no,yes,no,no,no,2092391,2094158,2094408,2095660
23,cs21.bmp,yes,no,no,1440.jpg,2311.jpg,1460.JPG,8461.jpg,1750.JPG,2091.jpg,no,no,yes,no,no,no,2096613,2100103,2100353,2106066
23,cs25.bmp,yes,no,no,1710.JPG,2150.JPG,2209.jpg,5830.JPG,2395.jpg,2058.jpg,yes,no,no,no,no,no,2107013,2111779,2112029,2116857
23,cs14.bmp,yes,no,no,2091.jpg,1920.JPG,1999.jpg,1710.JPG,5910.JPG,7502.jpg,no,no,yes,no,no,no,2117802,2120254,2120504,2124070
23,cs18.bmp,yes,no,no,2080.jpg,5831.jpg,2340.JPG,1710.JPG,2091.jpg,2058.jpg,no,yes,no,no,no,no,2125014,2127094,2127344,2128744
23,cs3.bmp,yes,no,no,2091.jpg,2070.jpg,5830.JPG,2550.jpg,1721.jpg,1710.JPG,no,no,no,no,no,yes,2129697,2131057,2131307,2134727
23,cs8.bmp,yes,no,no,9342.jpg,9041.jpg,2053.JPG,9007.jpg,9561.jpg,9220.jpg,no,yes,no,no,no,no,2135682,2136872,2137122,2138155
23,cs10.bmp,no,yes,no,2209.jpg,8461.jpg,1440.jpg,1999.jpg,2040.jpg,1920.JPG,no,no,no,yes,no,no,2139108,2140938,2141188,2143860
23,cs7.bmp,no,yes,no,2455.jpg,9265.jpg,7359.jpg,9530.JPG,2900.1.jpg,6831.jpg,no,no,no,yes,no,no,2144804,2146398,2146648,2150530
23,cs26.bmp,yes,no,no,9000.jpg,9007.jpg,2141.jpg,9430.JPG,9432.jpg,3220.JPG,yes,no,no,no,no,no,2151474,2153111,2153361,2161692
23,cs15.bmp,yes,no,no,9330.jpg,9000.jpg,2205.jpg,9320.jpg,3160.JPG,9342.jpg,no,no,no,yes,no,no,2162638,2165000,2165250,2174754
23,cs19.bmp,no,yes,no,9220.jpg,9430.JPG,2205.jpg,9290.jpg,3220.JPG,2276.jpg,no,no,yes,no,no,no,2175697,2183919,2184169,2188854
23,cs27.bmp,yes,no,no,9041.jpg,7359.jpg,9220.jpg,2276.jpg,3181.jpg,9435.jpg,no,yes,no,no,no,no,2189805,2191416,2191666,2197019
23,cs13.bmp,yes,no,no,1920.JPG,2311.jpg,8540.JPG,1710.JPG,8461.jpg,7330.JPG,no,no,no,yes,no,no,2197974,2199534,2199784,2203770
23,cs11.bmp,no,yes,no,9520.JPG,3220.JPG,9415.jpg,9342.jpg,9280.jpg,3181.jpg,no,no,no,no,yes,no,2204723,2206200,2206450,2214907
23,cs30.bmp,yes,no,no,7830.jpg,5455.jpg,7620.JPG,4631.JPG,7090.jpg,7640.jpg,no,no,no,yes,no,no,2215850,2217201,2217451,2221625
23,cs2.bmp,yes,no,no,3160.JPG,3181.jpg,7359.jpg,9220.jpg,9320.jpg,9530.JPG,no,no,yes,no,no,no,2222569,2224148,2224398,2230008
