subject_nr,cs_filename_usmem,valmem_response_angenehm,valmem_response_unangenehm,valmem_response_neu,usmem_option_1,usmem_option_2,usmem_option_3,usmem_option_4,usmem_option_5,usmem_option_6,usmem_resp1,usmem_resp2,usmem_resp3,usmem_resp4,usmem_resp5,usmem_resp6,time_valmem_form,time_valmem_delay,time_usmem_form,time_usmem_delay
32,cs25.bmp,yes,no,no,2260.JPG,8540.JPG,2080.jpg,2058.jpg,7502.jpg,1999.jpg,no,no,no,yes,no,no,1633175,1640830,1641080,1648030
32,cs19.bmp,no,yes,no,5920.JPG,5535.jpg,7233.jpg,1616.jpg,7503.JPG,7820.jpg,no,no,no,no,no,yes,1649147,1652837,1653087,1660982
32,cs27.bmp,yes,no,no,9432.jpg,2141.jpg,9220.jpg,9007.jpg,9342.jpg,6831.jpg,no,no,no,no,yes,no,1661990,1669845,1670095,1675590
32,cs15.bmp,yes,no,no,9041.jpg,9530.JPG,3181.jpg,9342.jpg,9180.JPG,9000.jpg,no,no,yes,no,no,no,1676597,1681662,1681912,1686877
32,cs3.bmp,no,yes,no,2341.jpg,2209.jpg,2091.jpg,1440.jpg,2550.jpg,5910.JPG,yes,no,no,no,no,no,1687884,1695126,1695376,1700925
32,cs28.bmp,yes,no,no,8461.jpg,2345.jpg,2058.jpg,1999.jpg,5830.JPG,2080.jpg,no,no,no,no,no,yes,1701926,1704677,1704927,1709021
32,cs30.bmp,yes,no,no,9265.jpg,9340.JPG,2205.jpg,9430.JPG,9041.jpg,9331.jpg,yes,no,no,no,no,no,1710031,1713006,1713256,1717294
32,cs2.bmp,no,yes,no,2276.jpg,9041.jpg,6831.jpg,9220.jpg,9435.jpg,2750.jpg,no,no,yes,no,no,no,1718298,1728582,1728832,1733838
32,cs11.bmp,yes,no,no,9520.JPG,9331.jpg,3300.jpg,3181.jpg,2141.jpg,7359.jpg,yes,no,no,no,no,no,1734846,1737893,1738143,1741149
32,cs1.bmp,yes,no,no,9290.jpg,2900.1.jpg,9432.jpg,9611.jpg,3300.jpg,9561.jpg,no,yes,no,no,no,no,1742160,1748454,1748704,1750710
32,cs17.bmp,yes,no,no,4626.jpg,2150.JPG,1440.jpg,2050.jpg,2660.jpg,2340.JPG,yes,no,no,no,no,no,1751726,1755061,1755311,1759501
32,cs6.bmp,no,yes,no,9415.jpg,6831.jpg,9180.JPG,9340.JPG,9342.jpg,3181.jpg,no,no,no,no,yes,no,1760521,1762782,1763032,1768670
32,cs12.bmp,yes,no,no,9320.jpg,9611.jpg,3300.jpg,9007.jpg,6831.jpg,9265.jpg,no,no,no,yes,no,no,1769706,1771829,1772079,1775365
32,cs13.bmp,no,no,yes,3160.JPG,6311.jpg,9265.jpg,3220.JPG,9330.jpg,9830.jpg,no,no,no,yes,no,no,1776372,1780366,1780616,1784782
32,cs16.bmp,no,no,yes,7830.jpg,5740.jpg,7080.jpg,2575.jpg,2580.jpg,7503.JPG,no,no,yes,no,no,no,1785796,1787286,1787536,1791965
32,cs5.bmp,no,no,yes,4631.JPG,5740.jpg,7830.jpg,7620.JPG,2372.jpg,3550.2.jpg,no,no,no,no,yes,no,1792969,1795301,1795551,1800326
32,cs8.bmp,yes,no,no,7502.jpg,5910.JPG,1721.jpg,2050.jpg,1750.JPG,8540.JPG,no,no,no,no,no,yes,1801333,1803022,1803272,1807437
32,cs29.bmp,no,yes,no,2040.jpg,2050.jpg,7330.JPG,8461.jpg,1721.jpg,1440.jpg,no,no,no,no,yes,no,1808447,1810581,1810831,1812797
32,cs21.bmp,no,no,yes,1121.jpg,4631.JPG,5455.jpg,7004.jpg,7187.jpg,7211.jpg,no,no,no,no,no,yes,1813813,1815558,1815808,1817598
32,cs18.bmp,yes,no,no,2340.JPG,2260.JPG,5830.JPG,8461.jpg,2091.jpg,2080.jpg,no,no,no,no,no,yes,1818616,1821134,1821384,1823854
32,cs9.bmp,no,yes,no,2395.jpg,2071.jpg,2080.jpg,2050.jpg,5830.JPG,1920.JPG,no,yes,no,no,no,no,1824866,1826645,1826895,1838526
32,cs10.bmp,no,yes,no,7550.jpg,5731.jpg,7187.jpg,7504.jpg,1313.jpg,5395.jpg,no,yes,no,no,no,no,1839531,1841765,1842015,1845093
