subject_nr,blocknr,trialnr,cs_filename,usval,cs_duration,us_filename,us_duration,premask_filename,premask_duration,postmask_filename,postmask_duration,vis_option_6,vis_option_5,vis_option_4,vis_option_3,vis_option_2,vis_option_1,vis_option_6_resp,vis_option_5_resp,vis_option_4_resp,vis_option_3_resp,vis_option_2_resp,vis_option_1_resp,time_gesehen_form,time_trial_logger
21,1,0,cs29.bmp,neg,30,3181.jpg,1000,maske_1.bmp,500,maske_10.bmp,970,cs11.bmp,cs14.bmp,cs20.bmp,cs27.bmp,cs16.bmp,cs29.bmp,no,no,yes,no,no,no,389873,397400
21,1,1,cs28.bmp,neu,30,2635.jpg,1000,maske_11.bmp,500,maske_3.bmp,970,2635.jpg,5535.jpg,7620.JPG,5510.jpg,7080.jpg,5395.jpg,no,no,no,yes,no,no,399983,406960
21,1,2,cs16.bmp,neg,30,9007.jpg,1000,maske_6.bmp,500,maske_12.bmp,970,cs13.bmp,cs14.bmp,cs23.bmp,cs29.bmp,cs4.bmp,cs16.bmp,no,yes,no,no,no,no,409392,411775
21,1,3,cs15.bmp,pos,900,2345.jpg,1000,maske_5.bmp,500,maske_9.bmp,100,cs12.bmp,cs5.bmp,cs2.bmp,cs15.bmp,cs9.bmp,cs3.bmp,no,no,no,yes,no,no,414222,415864
21,1,4,cs19.bmp,neu,900,7233.jpg,1000,maske_1.bmp,500,maske_11.bmp,100,1313.jpg,7090.jpg,7620.JPG,5510.jpg,7233.jpg,2372.jpg,yes,no,no,no,no,no,418302,436416
21,1,5,cs10.bmp,neg,30,2276.jpg,1000,maske_11.bmp,500,maske_9.bmp,970,cs29.bmp,cs20.bmp,cs11.bmp,cs10.bmp,cs25.bmp,cs4.bmp,no,no,no,yes,no,no,438851,444335
21,1,6,cs30.bmp,neg,900,9290.jpg,1000,maske_4.bmp,500,maske_3.bmp,100,cs13.bmp,cs30.bmp,cs29.bmp,cs16.bmp,cs23.bmp,cs14.bmp,no,yes,no,no,no,no,446770,448600
21,1,7,cs2.bmp,pos,30,1463.jpg,1000,maske_10.bmp,500,maske_5.bmp,970,cs15.bmp,cs2.bmp,cs8.bmp,cs24.bmp,cs12.bmp,cs22.bmp,no,yes,no,no,no,no,451041,464095
21,1,8,cs16.bmp,neg,30,9611.jpg,1000,maske_5.bmp,500,maske_9.bmp,970,cs10.bmp,cs14.bmp,cs23.bmp,cs25.bmp,cs16.bmp,cs4.bmp,no,no,no,no,yes,no,466531,472272
21,1,9,cs3.bmp,pos,30,2209.jpg,1000,maske_3.bmp,500,maske_1.bmp,970,cs3.bmp,cs17.bmp,cs12.bmp,cs26.bmp,cs8.bmp,cs2.bmp,yes,no,no,no,no,no,474720,485536
21,1,10,cs26.bmp,pos,30,4626.jpg,1000,maske_5.bmp,500,maske_6.bmp,970,cs26.bmp,cs15.bmp,cs3.bmp,cs22.bmp,cs9.bmp,cs21.bmp,no,no,no,no,no,yes,487990,497591
21,1,11,cs24.bmp,pos,30,2550.jpg,1000,maske_12.bmp,500,maske_3.bmp,970,cs15.bmp,cs24.bmp,cs2.bmp,cs22.bmp,cs5.bmp,cs12.bmp,no,no,no,no,yes,no,500029,504992
21,1,12,cs9.bmp,pos,900,8420.JPG,1000,maske_4.bmp,500,maske_1.bmp,100,cs2.bmp,cs22.bmp,cs5.bmp,cs3.bmp,cs21.bmp,cs9.bmp,no,no,no,no,no,yes,507439,509336
21,1,13,cs14.bmp,neg,30,9320.jpg,1000,maske_7.bmp,500,maske_5.bmp,970,cs23.bmp,cs30.bmp,cs16.bmp,cs20.bmp,cs25.bmp,cs14.bmp,no,no,no,no,no,yes,511779,515167
