subject_nr,cs_filename_usmem,valmem_response_angenehm,valmem_response_unangenehm,valmem_response_neu,usmem_option_1,usmem_option_2,usmem_option_3,usmem_option_4,usmem_option_5,usmem_option_6,usmem_resp1,usmem_resp2,usmem_resp3,usmem_resp4,usmem_resp5,usmem_resp6,time_valmem_form,time_valmem_delay,time_usmem_form,time_usmem_delay
5,cs21.bmp,yes,no,no,7502.jpg,2345.jpg,2070.jpg,1710.JPG,2311.jpg,2080.jpg,no,no,no,yes,no,no,1983321,1991709,1991959,2002053
5,cs2.bmp,no,yes,no,2205.jpg,3300.jpg,9320.jpg,9520.JPG,2276.jpg,2141.jpg,no,no,no,yes,no,no,2003121,2008253,2008503,2015630
5,cs9.bmp,no,yes,no,7359.jpg,2276.jpg,9220.jpg,9007.jpg,9290.jpg,6311.jpg,no,no,no,no,yes,no,2016575,2018885,2019135,2030925
5,cs6.bmp,no,yes,no,2141.jpg,9265.jpg,9280.jpg,9432.jpg,9342.jpg,9180.JPG,no,no,yes,no,no,no,2031871,2035797,2036047,2039853
5,cs18.bmp,yes,no,no,9430.JPG,9331.jpg,2455.jpg,2141.jpg,9220.jpg,9280.jpg,no,yes,no,no,no,no,2040797,2045277,2045527,2049182
5,cs20.bmp,yes,no,no,2040.jpg,1920.JPG,1710.JPG,2057.jpg,2345.jpg,1463.jpg,no,no,no,no,no,yes,2050130,2054917,2055167,2058597
5,cs25.bmp,no,no,yes,7503.JPG,8211.jpg,7490.jpg,7000.jpg,2580.jpg,3550.2.jpg,no,no,no,no,no,yes,2059540,2062509,2062759,2073677
5,cs26.bmp,no,yes,no,9340.JPG,3300.jpg,9180.JPG,9265.jpg,9435.jpg,9561.jpg,no,no,no,yes,no,no,2074623,2077989,2078239,2094293
5,cs4.bmp,no,yes,no,9830.jpg,9430.JPG,7359.jpg,9331.jpg,9007.jpg,9320.jpg,yes,no,no,no,no,no,2095247,2098189,2098439,2102398
5,cs22.bmp,yes,no,no,7187.jpg,2620.jpg,2220.jpg,2372.jpg,7090.jpg,7550.jpg,no,no,yes,no,no,no,2103344,2110445,2110695,2118477
5,cs7.bmp,no,yes,no,9041.jpg,9561.jpg,9180.JPG,9342.jpg,2900.1.jpg,9432.jpg,no,no,no,no,yes,no,2119425,2121469,2121719,2129205
5,cs19.bmp,no,no,yes,7004.jpg,1121.jpg,7187.jpg,2487.jpg,1935.jpg,2220.jpg,no,no,yes,no,no,no,2130164,2132085,2132335,2139110
5,cs30.bmp,yes,no,no,2091.jpg,4626.jpg,5910.JPG,1750.JPG,2080.jpg,1460.JPG,yes,no,no,no,no,no,2140091,2142333,2142583,2149885
5,cs23.bmp,yes,no,no,2050.jpg,2209.jpg,2550.jpg,2091.jpg,2058.jpg,2080.jpg,no,no,no,yes,no,no,2150837,2153005,2153255,2158509
5,cs1.bmp,yes,no,no,8461.jpg,2050.jpg,2150.JPG,2080.jpg,1440.jpg,2341.jpg,no,no,yes,no,no,no,2159459,2164517,2164767,2168285
5,cs17.bmp,yes,no,no,1440.jpg,4626.jpg,2150.JPG,2550.jpg,2395.jpg,2209.jpg,no,no,no,no,yes,no,2169236,2172246,2172496,2176477
5,cs24.bmp,no,yes,no,2276.jpg,3181.jpg,3300.jpg,2455.jpg,2141.jpg,9000.jpg,no,no,yes,no,no,no,2177425,2182685,2182935,2194013
5,cs29.bmp,yes,no,no,7330.JPG,2550.jpg,2080.jpg,8420.JPG,2057.jpg,1750.JPG,no,no,yes,no,no,no,2194967,2197549,2197799,2204005
5,cs3.bmp,no,yes,no,7490.jpg,7080.jpg,5455.jpg,2580.jpg,5510.jpg,2220.jpg,no,no,no,no,no,yes,2204956,2206790,2207040,2213621
5,cs13.bmp,no,yes,no,9265.jpg,9342.jpg,2053.JPG,9530.JPG,3300.jpg,9007.jpg,no,no,no,no,yes,no,2214577,2225822,2226072,2235493
5,cs28.bmp,no,yes,no,9041.jpg,2750.jpg,9561.jpg,9290.jpg,6311.jpg,3160.JPG,no,no,no,no,yes,no,2236438,2238117,2238367,2239765
5,cs10.bmp,no,no,yes,1935.jpg,1121.jpg,7830.jpg,1616.jpg,2575.jpg,7504.jpg,no,no,no,no,yes,no,2240711,2242766,2243016,2250205
5,cs16.bmp,no,yes,no,2150.JPG,2260.JPG,2058.jpg,2070.jpg,8461.jpg,5910.JPG,no,no,yes,no,no,no,2251156,2253597,2253847,2264989
5,cs8.bmp,no,yes,no,9340.JPG,9180.JPG,9432.jpg,9000.jpg,9435.jpg,9561.jpg,no,no,no,no,no,yes,2265933,2267629,2267879,2272413
5,cs12.bmp,yes,no,no,2070.jpg,8420.JPG,4626.jpg,2050.jpg,1440.jpg,2216.jpg,no,no,no,no,no,yes,2273357,2275453,2275703,2288469
5,cs5.bmp,no,yes,no,7330.JPG,1463.jpg,2080.jpg,2660.jpg,5910.JPG,2216.jpg,no,yes,no,no,no,no,2289419,2291853,2292103,2301813
5,cs14.bmp,yes,no,no,2071.jpg,2040.jpg,2311.jpg,2550.jpg,1721.jpg,8420.JPG,yes,no,no,no,no,no,2302764,2305709,2305959,2309205
5,cs27.bmp,no,yes,no,9007.jpg,2455.jpg,9830.jpg,9340.JPG,3220.JPG,7359.jpg,no,no,no,no,no,yes,2310158,2312958,2313208,2316709
5,cs15.bmp,no,yes,no,7502.jpg,2216.jpg,1750.JPG,8420.JPG,7330.JPG,2311.jpg,no,yes,no,no,no,no,2317653,2321365,2321615,2326557
5,cs11.bmp,no,no,yes,1121.jpg,5740.jpg,7233.jpg,7620.JPG,5731.jpg,4631.JPG,no,no,no,no,yes,no,2327510,2329318,2329568,2333709
