subject_nr,cs_filename_rating,eval_rating,time_ratings_form,time_ratings_delay
43,cs27.bmp,18,1441061,1444946
43,cs9.bmp,17,1445754,1448146
43,cs15.bmp,11,1448844,1452425
43,cs5.bmp,13,1453125,1457385
43,cs24.bmp,10,1458087,1460961
43,cs28.bmp,13,1461663,1463490
43,cs11.bmp,14,1464194,1466465
43,cs10.bmp,9,1467181,1469593
43,cs4.bmp,11,1470294,1471873
43,cs25.bmp,13,1472575,1474521
43,cs22.bmp,16,1475221,1477137
43,cs6.bmp,14,1477832,1480050
43,cs7.bmp,14,1480749,1482762
43,cs1.bmp,15,1483455,1485345
43,cs3.bmp,15,1486041,1487793
43,cs8.bmp,13,1488542,1490449
43,cs12.bmp,10,1491147,1493337
43,cs26.bmp,17,1494040,1498154
43,cs21.bmp,13,1498848,1500977
43,cs17.bmp,14,1501672,1503593
43,cs23.bmp,14,1504309,1505625
43,cs30.bmp,18,1506316,1508369
43,cs2.bmp,15,1509068,1511001
43,cs13.bmp,14,1511691,1513465
43,cs16.bmp,15,1514161,1515762
43,cs29.bmp,13,1516456,1518377
43,cs20.bmp,7,1519078,1522441
43,cs14.bmp,15,1523136,1524785
43,cs18.bmp,13,1525478,1527073
43,cs19.bmp,13,1527769,1529313
