subject_nr,learning_condition,memory_condition,condition_learning,condition_memory,trial_nr,cs_filename,us_valence,cs_dur_level,type,correct_us,us_opt_1,us_opt_2,us_opt_3,us_opt_4,us_opt_5,us_opt_6,im_opt_1,im_opt_2,im_opt_3,im_opt_4,im_opt_5,im_opt_6,im_opt_dk,time_im_form,time_im_blank
83,EC_only,normal,EC_only,normal,0,hiwawa,negative,30_40,paired_cs,6831.bmp,9561.bmp,2375.1.bmp,6831.bmp,9102.bmp,2710.bmp,3550.bmp,no,no,no,no,no,no,yes,2170510,2175479
83,EC_only,normal,EC_only,normal,1,stodeen,positive,50_60,paired_cs,8200.bmp,2900.2.bmp,2050.bmp,8200.bmp,2091.bmp,7330.bmp,2791.bmp,no,no,no,no,no,no,yes,2176542,2186524
83,EC_only,normal,EC_only,normal,2,uwimor,negative,30_40,distractor,none_correct,9404.bmp,2750.bmp,6555.bmp,9342.bmp,9220.bmp,2276.bmp,no,no,no,no,no,no,yes,2187585,2196082
83,EC_only,normal,EC_only,normal,3,polust,positive,70_80,paired_cs,7350.bmp,2208.bmp,8170.bmp,8200.bmp,7350.bmp,1463.bmp,8080.bmp,no,no,no,no,no,no,yes,2197142,2203351
83,EC_only,normal,EC_only,normal,4,fuhrrud,negative,90_10,paired_cs,9560.bmp,9560.bmp,9265.bmp,9404.bmp,9630.bmp,6311.bmp,9006.bmp,yes,no,no,no,no,no,no,2204411,2208872
83,EC_only,normal,EC_only,normal,5,umeuken,negative,90_10,paired_cs,9006.bmp,6555.bmp,9050.bmp,6020.bmp,9430.bmp,8485.bmp,9006.bmp,no,no,no,no,no,yes,no,2209932,2214955
83,EC_only,normal,EC_only,normal,6,molkate,negative,70_80,paired_cs,9500.bmp,9421.bmp,9500.bmp,3550.bmp,9561.bmp,9830.bmp,9265.bmp,no,no,no,no,yes,no,no,2216015,2229694
83,EC_only,normal,EC_only,normal,7,schese,positive,NA,neither,none_correct,2209.bmp,2660.bmp,2160.bmp,2070.bmp,5994.bmp,2150.bmp,no,no,no,no,no,no,yes,2230754,2233373
83,EC_only,normal,EC_only,normal,8,larnist,positive,NA,neither,none_correct,1440.bmp,5994.bmp,8370.bmp,2208.bmp,7470.bmp,4622.bmp,no,no,no,no,no,no,yes,2234433,2239847
83,EC_only,normal,EC_only,normal,9,fonstir,negative,NA,neither,none_correct,1525.bmp,2053.bmp,9220.bmp,6242.bmp,9331.bmp,9000.bmp,no,no,no,no,no,no,yes,2240910,2247333
