subject_nr,learning_condition,memory_condition,trial_nr,trial_type,cs_nr,block,blockhalf,cs_dur_level,filler,masking,us_valence,us_filename,cs_filename,mask,cs_duration,postmask_duration,us_duration,id_opt_1,id_opt_2,id_opt_3,id_opt_4,paired_opt_1,paired_opt_2,paired_opt_3,paired_opt_4,vf_neg,vf_pos,subj_1,subj_2,subj_3,subj_4,subj_5,subj_6,opt_1,opt_2,opt_3,opt_4,time_blank_show,time_fixation_dot_show,time_cs_us_show,time_postmask_show,time_us_show,time_valence_focus,time_subjective_rating,time_identification,time_logger
55,EC_subj_only,inclusion,0,subjective,cs23,1,first,90_10,no,no,positive,8190.bmp,jaciyn,NA,90,50,2360,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,no,no,no,no,no,NA,NA,NA,NA,215292,216195,216298,216391,216444,218804,223913,NA,229492
55,EC_subj_only,inclusion,1,subjective,cs22,1,first,90_10,no,no,negative,9630.bmp,molkate,NA,100,50,2350,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,no,yes,no,no,no,no,NA,NA,NA,NA,229657,230560,230663,230766,230819,233169,241954,NA,244432
55,EC_subj_only,inclusion,2,subjective,cs26,1,first,90_10,no,no,negative,9330.bmp,fonstir,NA,90,50,2360,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,no,no,no,yes,no,no,NA,NA,NA,NA,244592,245495,245598,245691,245744,248104,249792,NA,254271
55,EC_subj_only,inclusion,3,subjective,cs2,1,first,30_40,yes,yes,negative,9220.bmp,NA,maske_1.bmp,30,50,2420,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,no,no,yes,no,no,no,NA,NA,NA,NA,254403,255306,255409,255442,255495,257915,259751,NA,264886
55,EC_subj_only,inclusion,4,subjective,cs21,1,first,90_10,no,no,positive,2208.bmp,kumutoa,NA,90,50,2360,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,no,no,no,no,yes,no,NA,NA,NA,NA,265057,265960,266063,266156,266209,268569,273795,NA,280300
55,EC_subj_only,inclusion,5,subjective,cs18,1,first,70_80,no,yes,negative,9920.bmp,hilejin,maske_8.bmp,80,50,2370,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,no,no,yes,no,no,no,NA,NA,NA,NA,280464,281367,281471,281554,281607,283977,285290,NA,291632
55,EC_subj_only,inclusion,6,subjective,cs14,1,first,50_60,no,yes,negative,6020.bmp,polust,maske_2.bmp,50,50,2400,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,no,no,yes,no,no,no,NA,NA,NA,NA,291803,292706,292809,292862,292915,295315,296390,NA,299996
55,EC_subj_only,inclusion,7,subjective,cs5,1,first,30_40,no,yes,positive,2311.bmp,fuhrrud,maske_4.bmp,30,50,2420,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,no,no,yes,no,no,no,NA,NA,NA,NA,300133,301036,301139,301172,301225,303645,305559,NA,307801
55,EC_subj_only,inclusion,8,subjective,cs1,1,first,30_40,yes,yes,positive,1440.bmp,NA,maske_1.bmp,30,50,2420,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,no,no,yes,no,no,no,NA,NA,NA,NA,307922,308825,308928,308961,309014,311434,313124,NA,315809
55,EC_subj_only,inclusion,9,subjective,cs3,1,first,30_40,no,yes,positive,8496.bmp,pimuide,maske_12.bmp,40,50,2410,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,no,no,yes,no,no,no,NA,NA,NA,NA,315944,316848,316951,316994,317047,319457,320847,NA,322866
