subject_nr,learning_condition,memory_condition,condition_learning,condition_memory,trial_nr,cs_filename,us_valence,cs_dur_level,type,vm_pos,vm_neg,vm_dk,time_vm_form,time_vm_blank
8,EC_subj_obj,inclusion,EC_subj_obj,inclusion,0,sleshen,negative,50_60,paired_cs,no,no,yes,3533701,3544468
8,EC_subj_obj,inclusion,EC_subj_obj,inclusion,1,uhnong,NA,NA,neither,no,no,yes,3545487,3547831
8,EC_subj_obj,inclusion,EC_subj_obj,inclusion,2,kantekt,negative,90_10,paired_cs,no,no,yes,3548850,3553248
8,EC_subj_obj,inclusion,EC_subj_obj,inclusion,3,muoror,negative,50_60,paired_cs,no,no,yes,3554267,3555669
8,EC_subj_obj,inclusion,EC_subj_obj,inclusion,4,sebjukt,negative,30_40,paired_cs,no,no,yes,3556690,3557909
8,EC_subj_obj,inclusion,EC_subj_obj,inclusion,5,trupfan,NA,NA,neither,no,no,yes,3558928,3560332
8,EC_subj_obj,inclusion,EC_subj_obj,inclusion,6,frask,NA,NA,neither,no,no,yes,3561351,3562760
8,EC_subj_obj,inclusion,EC_subj_obj,inclusion,7,fonstir,positive,70_80,paired_cs,no,yes,no,3563779,3568561
8,EC_subj_obj,inclusion,EC_subj_obj,inclusion,8,schese,negative,50_60,paired_cs,no,no,yes,3569583,3573138
8,EC_subj_obj,inclusion,EC_subj_obj,inclusion,9,zofoll,negative,70_80,paired_cs,no,no,yes,3574157,3576030
8,EC_subj_obj,inclusion,EC_subj_obj,inclusion,10,novuui,positive,50_60,distractor,no,no,yes,3577049,3580432
8,EC_subj_obj,inclusion,EC_subj_obj,inclusion,11,emkruas,positive,30_40,paired_cs,no,no,yes,3581451,3583324
8,EC_subj_obj,inclusion,EC_subj_obj,inclusion,12,banzon,positive,30_40,paired_cs,no,no,yes,3584343,3588010
8,EC_subj_obj,inclusion,EC_subj_obj,inclusion,13,tewok,negative,90_10,paired_cs,no,yes,no,3589030,3592316
8,EC_subj_obj,inclusion,EC_subj_obj,inclusion,14,offukt,negative,50_60,distractor,no,no,yes,3593335,3596815
8,EC_subj_obj,inclusion,EC_subj_obj,inclusion,15,obacu,negative,30_40,paired_cs,no,no,yes,3597834,3600937
8,EC_subj_obj,inclusion,EC_subj_obj,inclusion,16,fuhrrud,positive,30_40,paired_cs,no,yes,no,3601957,3603743
8,EC_subj_obj,inclusion,EC_subj_obj,inclusion,17,botuyn,positive,90_10,distractor,no,no,yes,3604762,3606449
8,EC_subj_obj,inclusion,EC_subj_obj,inclusion,18,polust,negative,70_80,paired_cs,no,no,yes,3607468,3609251
8,EC_subj_obj,inclusion,EC_subj_obj,inclusion,19,noste,positive,50_60,paired_cs,no,no,yes,3610270,3614861
8,EC_subj_obj,inclusion,EC_subj_obj,inclusion,20,stodeen,positive,50_60,paired_cs,no,no,yes,3615880,3619817
8,EC_subj_obj,inclusion,EC_subj_obj,inclusion,21,ikzunt,NA,NA,neither,no,no,yes,3620837,3622528
8,EC_subj_obj,inclusion,EC_subj_obj,inclusion,22,kibono,positive,90_10,paired_cs,yes,no,no,3623548,3625427
8,EC_subj_obj,inclusion,EC_subj_obj,inclusion,23,hiwawa,positive,70_80,distractor,no,no,yes,3626446,3628144
8,EC_subj_obj,inclusion,EC_subj_obj,inclusion,24,uwimor,negative,90_10,distractor,no,no,yes,3629163,3630494
8,EC_subj_obj,inclusion,EC_subj_obj,inclusion,25,pimuide,NA,NA,neither,no,no,yes,3631513,3632817
8,EC_subj_obj,inclusion,EC_subj_obj,inclusion,26,furasti,negative,70_80,paired_cs,no,yes,no,3633836,3636461
8,EC_subj_obj,inclusion,EC_subj_obj,inclusion,27,godacht,negative,90_10,paired_cs,no,yes,no,3637480,3640106
8,EC_subj_obj,inclusion,EC_subj_obj,inclusion,28,larnist,negative,70_80,distractor,no,no,yes,3641126,3643476
8,EC_subj_obj,inclusion,EC_subj_obj,inclusion,29,botsy,positive,50_60,paired_cs,no,yes,no,3644499,3647026
8,EC_subj_obj,inclusion,EC_subj_obj,inclusion,30,jaciyn,negative,30_40,paired_cs,no,no,yes,3648046,3650582
8,EC_subj_obj,inclusion,EC_subj_obj,inclusion,31,laumens,positive,30_40,distractor,no,no,yes,3651601,3652732
8,EC_subj_obj,inclusion,EC_subj_obj,inclusion,32,hilejin,positive,90_10,paired_cs,yes,no,no,3653751,3656193
8,EC_subj_obj,inclusion,EC_subj_obj,inclusion,33,ampfong,positive,70_80,paired_cs,yes,no,no,3657217,3660870
8,EC_subj_obj,inclusion,EC_subj_obj,inclusion,34,yosud,negative,30_40,distractor,no,no,yes,3661890,3665167
8,EC_subj_obj,inclusion,EC_subj_obj,inclusion,35,imstind,NA,NA,neither,no,no,yes,3666186,3670018
8,EC_subj_obj,inclusion,EC_subj_obj,inclusion,36,misukor,NA,NA,neither,no,no,yes,3671037,3675072
8,EC_subj_obj,inclusion,EC_subj_obj,inclusion,37,gowann,NA,NA,neither,no,no,yes,3676091,3678434
8,EC_subj_obj,inclusion,EC_subj_obj,inclusion,38,virlog,positive,90_10,paired_cs,no,yes,no,3679453,3683297
8,EC_subj_obj,inclusion,EC_subj_obj,inclusion,39,ursitz,positive,70_80,paired_cs,no,yes,no,3684316,3686380
