subject_nr,learning_condition,memory_condition,condition_learning,condition_memory,trial_nr,cs_filename,us_valence,cs_dur_level,type,correct_us,us_opt_1,us_opt_2,us_opt_3,us_opt_4,us_opt_5,us_opt_6,im_opt_1,im_opt_2,im_opt_3,im_opt_4,im_opt_5,im_opt_6,im_opt_dk,time_im_form,time_im_blank
1,EC_subj_obj,exclusion,EC_subj_obj,exclusion,0,godacht,negative,70_80,paired_cs,9102.bmp,9265.bmp,9280.bmp,6831.bmp,9102.bmp,8485.bmp,9430.bmp,no,no,no,no,yes,no,no,4494338,4500771
1,EC_subj_obj,exclusion,EC_subj_obj,exclusion,1,stodeen,negative,90_10,distractor,9400.bmp,7380.bmp,9400.bmp,9500.bmp,9920.bmp,9830.bmp,9421.bmp,no,no,no,no,no,no,yes,4501796,4512654
1,EC_subj_obj,exclusion,EC_subj_obj,exclusion,2,hiwawa,negative,50_60,distractor,8485.bmp,8485.bmp,9102.bmp,6242.bmp,6530.bmp,1525.bmp,9520.bmp,no,no,no,no,no,no,yes,4513678,4517583
1,EC_subj_obj,exclusion,EC_subj_obj,exclusion,3,uwimor,positive,30_40,paired_cs,7330.bmp,7330.bmp,1440.bmp,5460.bmp,5830.bmp,2057.bmp,8420.bmp,no,no,no,no,yes,no,no,4518607,4526790
1,EC_subj_obj,exclusion,EC_subj_obj,exclusion,4,molkate,positive,90_10,paired_cs,4622.bmp,7580.bmp,2050.bmp,2208.bmp,8470.bmp,2040.bmp,4622.bmp,no,no,no,no,no,yes,no,4527814,4531443
1,EC_subj_obj,exclusion,EC_subj_obj,exclusion,5,trupfan,negative,90_10,paired_cs,9520.bmp,9340.bmp,9000.bmp,9560.bmp,6555.bmp,9520.bmp,3220.bmp,no,no,no,no,no,no,yes,4532467,4536474
1,EC_subj_obj,exclusion,EC_subj_obj,exclusion,6,sleshen,positive,30_40,paired_cs,2091.bmp,8370.bmp,4220.bmp,1440.bmp,2091.bmp,8170.bmp,7350.bmp,no,no,no,no,no,no,yes,4537501,4544665
1,EC_subj_obj,exclusion,EC_subj_obj,exclusion,7,frask,negative,70_80,paired_cs,9500.bmp,2750.bmp,9102.bmp,3160.bmp,9007.bmp,9500.bmp,9182.bmp,no,no,no,no,no,yes,no,4545689,4565844
1,EC_subj_obj,exclusion,EC_subj_obj,exclusion,8,noste,positive,NA,neither,none_correct,5994.bmp,7330.bmp,2070.bmp,8420.bmp,2050.bmp,8080.bmp,no,no,no,no,no,no,yes,4566868,4573749
1,EC_subj_obj,exclusion,EC_subj_obj,exclusion,9,laumens,negative,50_60,paired_cs,2710.bmp,9007.bmp,2710.bmp,9330.bmp,9280.bmp,9180.bmp,9050.bmp,no,no,no,no,no,no,yes,4574774,4583042
1,EC_subj_obj,exclusion,EC_subj_obj,exclusion,10,ampfong,positive,NA,neither,none_correct,8170.bmp,7470.bmp,5594.bmp,5910.bmp,2791.bmp,7580.bmp,no,no,no,no,no,no,yes,4584070,4587056
1,EC_subj_obj,exclusion,EC_subj_obj,exclusion,11,larnist,positive,70_80,paired_cs,2209.bmp,2209.bmp,4220.bmp,5831.bmp,2660.bmp,2091.bmp,1999.bmp,no,no,no,no,no,no,yes,4588080,4592645
1,EC_subj_obj,exclusion,EC_subj_obj,exclusion,12,kantekt,positive,30_40,distractor,8420.bmp,8200.bmp,2900.2.bmp,4606.bmp,1463.bmp,2340.bmp,8420.bmp,no,no,no,no,no,no,yes,4593669,4602957
1,EC_subj_obj,exclusion,EC_subj_obj,exclusion,13,botsy,positive,NA,neither,none_correct,8470.bmp,1999.bmp,2208.bmp,2660.bmp,5830.bmp,2150.bmp,no,no,no,no,no,no,yes,4603981,4606957
1,EC_subj_obj,exclusion,EC_subj_obj,exclusion,14,gowann,positive,NA,neither,none_correct,8190.bmp,2058.bmp,2080.bmp,2209.bmp,8200.bmp,1710.bmp,no,no,no,no,no,no,yes,4607985,4620755
1,EC_subj_obj,exclusion,EC_subj_obj,exclusion,15,botuyn,negative,90_10,paired_cs,2276.bmp,2276.bmp,9421.bmp,9404.bmp,9560.bmp,9500.bmp,9265.bmp,no,no,yes,no,no,no,no,4621780,4628488
1,EC_subj_obj,exclusion,EC_subj_obj,exclusion,16,sprong,positive,70_80,paired_cs,8370.bmp,5831.bmp,1650.bmp,8540.bmp,5994.bmp,8370.bmp,5910.bmp,no,no,no,no,yes,no,no,4629512,4633891
1,EC_subj_obj,exclusion,EC_subj_obj,exclusion,17,polust,positive,30_40,paired_cs,2150.bmp,8190.bmp,2057.bmp,1710.bmp,2040.bmp,2791.bmp,2150.bmp,no,no,no,no,no,no,yes,4634915,4638636
1,EC_subj_obj,exclusion,EC_subj_obj,exclusion,18,jaciyn,positive,50_60,distractor,1999.bmp,2150.bmp,1999.bmp,2550.bmp,1463.bmp,4622.bmp,8501.bmp,no,no,no,no,no,no,yes,4639665,4642926
1,EC_subj_obj,exclusion,EC_subj_obj,exclusion,19,fonstir,negative,30_40,paired_cs,9050.bmp,6570.1.bmp,9050.bmp,3220.bmp,9404.bmp,9330.bmp,9435.bmp,no,no,no,no,no,no,yes,4643951,4651041
1,EC_subj_obj,exclusion,EC_subj_obj,exclusion,20,plonim,negative,NA,neither,none_correct,6831.bmp,2276.bmp,9920.bmp,2900.bmp,6311.bmp,9830.bmp,no,no,no,no,no,no,yes,4652065,4660436
1,EC_subj_obj,exclusion,EC_subj_obj,exclusion,21,uhnong,positive,50_60,paired_cs,5629.bmp,2340.bmp,8540.bmp,8370.bmp,5629.bmp,8330.bmp,8080.bmp,no,no,no,no,no,no,yes,4661460,4667504
1,EC_subj_obj,exclusion,EC_subj_obj,exclusion,22,faloilo,positive,90_10,distractor,7350.bmp,5629.bmp,7350.bmp,2058.bmp,2071.bmp,8330.bmp,8080.bmp,no,yes,no,no,no,no,no,4668532,4672803
1,EC_subj_obj,exclusion,EC_subj_obj,exclusion,23,yosud,negative,90_10,paired_cs,2141.bmp,2141.bmp,9050.bmp,6020.bmp,6555.bmp,9561.bmp,2710.bmp,no,no,no,no,yes,no,no,4673827,4677737
1,EC_subj_obj,exclusion,EC_subj_obj,exclusion,24,ubajec,negative,50_60,paired_cs,9000.bmp,7380.bmp,8485.bmp,2375.1.bmp,9000.bmp,9435.bmp,6838.bmp,no,no,no,no,no,no,yes,4678761,4681748
1,EC_subj_obj,exclusion,EC_subj_obj,exclusion,25,emkruas,positive,70_80,paired_cs,8190.bmp,8496.bmp,2900.2.bmp,1710.bmp,7350.bmp,8190.bmp,2071.bmp,no,no,no,no,no,no,yes,4682772,4708686
1,EC_subj_obj,exclusion,EC_subj_obj,exclusion,26,furasti,positive,90_10,paired_cs,2160.bmp,2160.bmp,2550.bmp,8496.bmp,7470.bmp,2070.bmp,7230.bmp,yes,no,no,no,no,no,no,4709714,4716048
1,EC_subj_obj,exclusion,EC_subj_obj,exclusion,27,nalber,negative,70_80,paired_cs,9331.bmp,9006.bmp,9331.bmp,2276.bmp,6838.bmp,1525.bmp,9400.bmp,no,yes,no,no,no,no,no,4717072,4722655
1,EC_subj_obj,exclusion,EC_subj_obj,exclusion,28,doscho,negative,30_40,paired_cs,3550.bmp,9520.bmp,9630.bmp,9342.bmp,6242.bmp,9041.bmp,3550.bmp,no,no,no,no,no,no,yes,4723680,4738958
1,EC_subj_obj,exclusion,EC_subj_obj,exclusion,29,kibono,negative,70_80,distractor,6242.bmp,9430.bmp,6242.bmp,9006.bmp,2750.bmp,2053.bmp,6570.1.bmp,no,no,no,no,no,no,yes,4739982,4767601
1,EC_subj_obj,exclusion,EC_subj_obj,exclusion,30,permife,negative,NA,neither,none_correct,9630.bmp,1525.bmp,9561.bmp,3160.bmp,2900.bmp,9041.bmp,no,no,no,no,no,no,yes,4768630,4773662
1,EC_subj_obj,exclusion,EC_subj_obj,exclusion,31,hilejin,negative,30_40,paired_cs,9041.bmp,9007.bmp,9041.bmp,9220.bmp,9430.bmp,9561.bmp,9920.bmp,no,no,no,no,no,no,yes,4774686,4781278
1,EC_subj_obj,exclusion,EC_subj_obj,exclusion,32,muoror,positive,90_10,paired_cs,8540.bmp,8330.bmp,8540.bmp,2070.bmp,2080.bmp,5830.bmp,2208.bmp,no,yes,no,no,no,no,no,4782302,4787336
1,EC_subj_obj,exclusion,EC_subj_obj,exclusion,33,virlog,positive,50_60,paired_cs,5831.bmp,2160.bmp,7230.bmp,5629.bmp,5831.bmp,1650.bmp,4606.bmp,no,no,no,no,no,no,yes,4788360,4797678
1,EC_subj_obj,exclusion,EC_subj_obj,exclusion,34,umeuken,negative,NA,neither,none_correct,9342.bmp,9000.bmp,2710.bmp,2141.bmp,9331.bmp,9830.bmp,no,no,no,no,no,no,yes,4798706,4804651
1,EC_subj_obj,exclusion,EC_subj_obj,exclusion,35,obacu,positive,70_80,distractor,2791.bmp,2091.bmp,4622.bmp,8501.bmp,2791.bmp,2160.bmp,5594.bmp,no,no,no,no,no,no,yes,4805675,4814049
1,EC_subj_obj,exclusion,EC_subj_obj,exclusion,36,kiwehon,positive,50_60,paired_cs,4220.bmp,2209.bmp,7580.bmp,2080.bmp,4220.bmp,5460.bmp,7330.bmp,no,no,no,no,no,no,yes,4815073,4830758
1,EC_subj_obj,exclusion,EC_subj_obj,exclusion,37,pimuide,negative,NA,neither,none_correct,3550.bmp,9180.bmp,9330.bmp,6530.bmp,9331.bmp,2053.bmp,no,no,no,no,no,no,yes,4831782,4836066
1,EC_subj_obj,exclusion,EC_subj_obj,exclusion,38,novuui,negative,30_40,distractor,9280.bmp,2375.1.bmp,6311.bmp,9220.bmp,2900.bmp,9280.bmp,2141.bmp,no,no,no,no,no,no,yes,4837107,4840927
1,EC_subj_obj,exclusion,EC_subj_obj,exclusion,39,plistuk,negative,50_60,paired_cs,9220.bmp,9220.bmp,6020.bmp,9400.bmp,9182.bmp,3550.bmp,9340.bmp,no,no,no,no,no,no,yes,4841951,4846137
