subject_nr,learning_condition,memory_condition,trial_nr,trial_type,cs_nr,block,blockhalf,cs_dur_level,filler,masking,us_valence,us_filename,cs_filename,mask,cs_duration,postmask_duration,us_duration,id_opt_1,id_opt_2,id_opt_3,id_opt_4,paired_opt_1,paired_opt_2,paired_opt_3,paired_opt_4,vf_neg,vf_pos,subj_1,subj_2,subj_3,subj_4,subj_5,subj_6,opt_1,opt_2,opt_3,opt_4,time_blank_show,time_fixation_dot_show,time_cs_us_show,time_postmask_show,time_us_show,time_valence_focus,time_subjective_rating,time_identification,time_logger
39,EC_subj_only,inclusion,0,subjective,cs14,1,first,50_60,no,yes,negative,6838.bmp,emkruas,maske_7.bmp,50,50,2400,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,no,yes,no,no,no,no,NA,NA,NA,NA,172857,173761,173865,173919,173973,176373,179460,NA,185079
39,EC_subj_only,inclusion,1,subjective,cs2,1,first,30_40,yes,yes,negative,9180.bmp,NA,maske_1.bmp,30,50,2420,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,yes,no,no,no,no,no,NA,NA,NA,NA,185251,186155,186259,186293,186347,188767,190323,NA,192199
39,EC_subj_only,inclusion,2,subjective,cs21,1,first,90_10,no,no,positive,1440.bmp,offukt,NA,90,50,2360,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,no,no,no,no,no,yes,NA,NA,NA,NA,192388,193292,193396,193490,193544,195904,197596,NA,202646
39,EC_subj_only,inclusion,3,subjective,cs23,1,first,90_10,no,no,positive,8370.bmp,umeuken,NA,100,50,2350,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,no,no,yes,no,no,no,NA,NA,NA,NA,202841,203746,203850,203954,204008,206358,207796,NA,212031
39,EC_subj_only,inclusion,4,subjective,cs25,1,first,90_10,no,no,positive,2660.bmp,uwimor,NA,90,50,2360,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,no,no,no,yes,no,no,NA,NA,NA,NA,212222,213126,213230,213324,213378,215738,217859,NA,223192
39,EC_subj_only,inclusion,5,subjective,cs24,1,first,90_10,no,no,negative,7380.bmp,sleshen,NA,90,50,2360,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,no,no,no,no,yes,no,NA,NA,NA,NA,223371,224276,224380,224474,224528,226888,227833,NA,230136
39,EC_subj_only,inclusion,6,subjective,cs6,1,first,30_40,no,yes,negative,9041.bmp,tewok,maske_1.bmp,30,50,2420,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,yes,no,no,no,no,no,NA,NA,NA,NA,230311,231215,231319,231353,231407,233827,235027,NA,238649
39,EC_subj_only,inclusion,7,subjective,cs12,1,first,50_60,no,yes,negative,9560.bmp,ikzunt,maske_6.bmp,60,50,2390,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,no,no,no,no,no,NA,NA,NA,NA,238824,239728,239832,239896,239950,242340,243659,NA,245221
39,EC_subj_only,inclusion,8,subjective,cs18,1,first,70_80,no,yes,negative,3220.bmp,gowann,maske_11.bmp,70,50,2380,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,no,no,yes,no,no,no,NA,NA,NA,NA,245415,246319,246423,246497,246551,248931,249859,NA,252240
39,EC_subj_only,inclusion,9,subjective,cs7,1,first,30_40,no,yes,positive,8190.bmp,uhnong,maske_6.bmp,40,50,2410,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,no,no,no,no,no,NA,NA,NA,NA,252416,253320,253424,253468,253522,255932,257829,NA,260189
39,EC_subj_only,inclusion,10,subjective,cs22,1,first,90_10,no,no,negative,9561.bmp,doscho,NA,100,50,2350,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,no,no,no,no,no,yes,NA,NA,NA,NA,260364,261268,261372,261476,261530,263880,264638,NA,265410
39,EC_subj_only,inclusion,11,subjective,cs4,1,first,30_40,no,yes,negative,1525.bmp,fonstir,maske_7.bmp,30,50,2420,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,yes,no,no,no,no,no,NA,NA,NA,NA,265586,266490,266594,266628,266682,269102,269843,NA,271096
39,EC_subj_only,inclusion,12,subjective,cs19,1,first,70_80,no,yes,positive,4622.bmp,medan,maske_12.bmp,80,50,2370,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,no,no,no,yes,no,no,NA,NA,NA,NA,271275,272179,272283,272367,272421,274791,276162,NA,280193
39,EC_subj_only,inclusion,13,subjective,cs13,1,first,50_60,no,yes,positive,8330.bmp,pimuide,maske_4.bmp,60,50,2390,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,no,yes,no,no,no,no,NA,NA,NA,NA,280369,281274,281378,281442,281496,283886,284927,NA,287083
39,EC_subj_only,inclusion,14,subjective,cs20,1,first,70_80,no,yes,negative,2900.bmp,misukor,maske_8.bmp,80,50,2370,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,no,no,yes,no,no,no,NA,NA,NA,NA,287261,288165,288269,288353,288407,290777,291723,NA,294165
39,EC_subj_only,inclusion,15,subjective,cs5,1,first,30_40,no,yes,positive,5910.bmp,polust,maske_10.bmp,30,50,2420,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,no,no,no,no,no,NA,NA,NA,NA,294360,295264,295368,295402,295456,297876,298838,NA,299694
39,EC_subj_only,inclusion,16,subjective,cs11,1,first,50_60,no,yes,positive,5831.bmp,nalber,maske_12.bmp,60,50,2390,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,no,no,no,yes,no,no,NA,NA,NA,NA,299872,300776,300880,300944,300998,303388,304571,NA,307779
39,EC_subj_only,inclusion,17,subjective,cs1,1,first,30_40,yes,yes,positive,2080.bmp,NA,maske_9.bmp,30,50,2420,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,no,no,no,no,no,NA,NA,NA,NA,307954,308858,308962,308996,309050,311470,312483,NA,313681
39,EC_subj_only,inclusion,18,subjective,cs15,1,first,70_80,no,yes,positive,2311.bmp,schese,maske_2.bmp,70,50,2380,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,no,no,no,yes,no,no,NA,NA,NA,NA,313859,314763,314867,314941,314995,317375,318507,NA,322831
39,EC_subj_only,inclusion,19,subjective,cs9,1,first,50_60,no,yes,positive,7230.bmp,virlog,maske_6.bmp,60,50,2390,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,no,no,yes,no,no,no,NA,NA,NA,NA,323009,323913,324017,324081,324135,326525,328385,NA,331306
39,EC_subj_only,inclusion,20,subjective,cs17,1,first,70_80,no,yes,positive,5629.bmp,oesgubi,maske_10.bmp,70,50,2380,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,no,no,yes,no,no,no,NA,NA,NA,NA,331481,332386,332490,332564,332618,334998,336437,NA,337980
39,EC_subj_only,inclusion,21,subjective,cs16,1,first,70_80,no,yes,negative,9435.bmp,plistuk,maske_1.bmp,70,50,2380,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,no,no,yes,no,no,no,NA,NA,NA,NA,338161,339065,339169,339243,339297,341677,342315,NA,345705
39,EC_subj_only,inclusion,22,subjective,cs26,1,first,90_10,no,no,negative,6530.bmp,hilejin,NA,100,50,2350,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,no,no,no,no,yes,no,NA,NA,NA,NA,345881,346786,346890,346994,347048,349398,349851,NA,351076
39,EC_subj_only,inclusion,23,subjective,cs10,1,first,50_60,no,yes,negative,2750.bmp,jaciyn,maske_6.bmp,60,50,2390,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,no,yes,no,no,no,no,NA,NA,NA,NA,351252,352156,352260,352324,352378,354768,355339,NA,357721
39,EC_subj_only,inclusion,24,subjective,cs3,1,first,30_40,no,yes,positive,8420.bmp,plonim,maske_5.bmp,40,50,2410,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,no,no,no,no,no,NA,NA,NA,NA,357907,358811,358915,358959,359013,361423,362099,NA,364825
39,EC_subj_only,inclusion,25,subjective,cs8,1,first,30_40,no,yes,negative,9520.bmp,trupfan,maske_10.bmp,40,50,2410,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,yes,no,no,no,no,no,NA,NA,NA,NA,365012,365916,366020,366064,366118,368528,369167,NA,370020
39,EC_subj_only,inclusion,26,subjective,cs21,1,second,90_10,no,no,positive,8470.bmp,offukt,NA,90,50,2360,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,no,no,no,no,yes,no,NA,NA,NA,NA,370196,371100,371204,371298,371352,373712,374539,NA,377935
39,EC_subj_only,inclusion,27,subjective,cs4,1,second,30_40,no,yes,negative,1525.bmp,fonstir,maske_4.bmp,30,50,2420,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,yes,no,no,no,no,no,NA,NA,NA,NA,378111,379016,379120,379154,379208,381628,382811,NA,384031
39,EC_subj_only,inclusion,28,subjective,cs25,1,second,90_10,no,no,positive,7330.bmp,uwimor,NA,90,50,2360,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,no,yes,no,no,no,no,NA,NA,NA,NA,384220,385124,385228,385322,385376,387736,393917,NA,397115
39,EC_subj_only,inclusion,29,subjective,cs26,1,second,90_10,no,no,negative,6242.bmp,hilejin,NA,100,50,2350,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,no,no,no,no,no,yes,NA,NA,NA,NA,397289,398194,398298,398402,398456,400806,401579,NA,402716
39,EC_subj_only,inclusion,30,subjective,cs9,1,second,50_60,no,yes,positive,5994.bmp,virlog,maske_6.bmp,60,50,2390,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,no,no,yes,no,no,no,NA,NA,NA,NA,402892,403797,403901,403965,404019,406409,406930,NA,408547
39,EC_subj_only,inclusion,31,subjective,cs6,1,second,30_40,no,yes,negative,9041.bmp,tewok,maske_2.bmp,30,50,2420,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,yes,no,no,no,no,no,NA,NA,NA,NA,408723,409627,409731,409765,409819,412239,412809,NA,413818
39,EC_subj_only,inclusion,32,subjective,cs19,1,second,70_80,no,yes,positive,4606.bmp,medan,maske_9.bmp,80,50,2370,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,no,no,no,no,yes,no,NA,NA,NA,NA,413995,414900,415004,415088,415142,417512,418643,NA,419892
39,EC_subj_only,inclusion,33,subjective,cs7,1,second,30_40,no,yes,positive,8190.bmp,uhnong,maske_4.bmp,40,50,2410,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,no,no,no,no,no,NA,NA,NA,NA,420072,420976,421080,421124,421178,423588,425144,NA,426175
39,EC_subj_only,inclusion,34,subjective,cs10,1,second,50_60,no,yes,negative,2750.bmp,jaciyn,maske_7.bmp,60,50,2390,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,no,no,yes,no,no,no,NA,NA,NA,NA,426353,427257,427361,427425,427479,429869,430220,NA,435106
39,EC_subj_only,inclusion,35,subjective,cs24,1,second,90_10,no,no,negative,9000.bmp,sleshen,NA,90,50,2360,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,no,no,no,no,yes,no,NA,NA,NA,NA,435294,436198,436302,436396,436450,438810,439653,NA,440717
39,EC_subj_only,inclusion,36,subjective,cs23,1,second,90_10,no,no,positive,8501.bmp,umeuken,NA,100,50,2350,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,no,no,no,no,yes,no,NA,NA,NA,NA,440891,441795,441899,442003,442057,444407,445491,NA,446660
39,EC_subj_only,inclusion,37,subjective,cs1,1,second,30_40,yes,yes,positive,2080.bmp,NA,maske_10.bmp,30,50,2420,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,no,no,no,no,no,NA,NA,NA,NA,446834,447738,447842,447876,447930,450350,451127,NA,451977
39,EC_subj_only,inclusion,38,subjective,cs13,1,second,50_60,no,yes,positive,2040.bmp,pimuide,maske_5.bmp,60,50,2390,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,no,no,yes,no,no,no,NA,NA,NA,NA,452154,453058,453162,453226,453280,455670,456667,NA,457857
39,EC_subj_only,inclusion,39,subjective,cs14,1,second,50_60,no,yes,negative,6838.bmp,emkruas,maske_12.bmp,50,50,2400,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,no,yes,no,no,no,no,NA,NA,NA,NA,458033,458937,459041,459095,459149,461549,462203,NA,464437
39,EC_subj_only,inclusion,40,subjective,cs17,1,second,70_80,no,yes,positive,1463.bmp,oesgubi,maske_12.bmp,70,50,2380,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,no,no,no,yes,no,no,NA,NA,NA,NA,464630,465534,465638,465712,465766,468146,468921,NA,470015
39,EC_subj_only,inclusion,41,subjective,cs18,1,second,70_80,no,yes,negative,3220.bmp,gowann,maske_7.bmp,70,50,2380,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,no,no,no,yes,no,no,NA,NA,NA,NA,470192,471096,471200,471274,471328,473708,474670,NA,476551
39,EC_subj_only,inclusion,42,subjective,cs5,1,second,30_40,no,yes,positive,5910.bmp,polust,maske_5.bmp,30,50,2420,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,no,yes,no,no,no,no,NA,NA,NA,NA,476726,477630,477734,477768,477822,480242,481320,NA,482460
