subject_nr,learning_condition,memory_condition,condition_learning,condition_memory,trial_nr,cs_filename,us_valence,cs_dur_level,type,correct_us,us_opt_1,us_opt_2,us_opt_3,us_opt_4,us_opt_5,us_opt_6,im_opt_1,im_opt_2,im_opt_3,im_opt_4,im_opt_5,im_opt_6,im_opt_dk,time_im_form,time_im_blank
62,EC_subj_only,inclusion,EC_subj_only,inclusion,0,plonim,negative,30_40,paired_cs,9920.bmp,2375.1.bmp,6570.1.bmp,8485.bmp,9520.bmp,9920.bmp,9182.bmp,no,no,no,no,no,yes,no,3642878,3651699
62,EC_subj_only,inclusion,EC_subj_only,inclusion,1,trupfan,positive,90_10,distractor,none_correct,7230.bmp,2900.2.bmp,2311.bmp,8190.bmp,2208.bmp,4622.bmp,no,no,no,no,no,no,yes,3652724,3656631
62,EC_subj_only,inclusion,EC_subj_only,inclusion,2,fuhrrud,negative,50_60,distractor,none_correct,6831.bmp,9340.bmp,3550.bmp,9265.bmp,6555.bmp,2053.bmp,no,no,no,no,no,yes,no,3657656,3663226
62,EC_subj_only,inclusion,EC_subj_only,inclusion,3,jaciyn,negative,NA,neither,none_correct,2710.bmp,2750.bmp,9920.bmp,3300.bmp,6838.bmp,9102.bmp,no,no,no,no,no,yes,no,3664251,3668003
62,EC_subj_only,inclusion,EC_subj_only,inclusion,4,hiwawa,negative,70_80,paired_cs,2750.bmp,2141.bmp,2750.bmp,9331.bmp,9265.bmp,9432.bmp,9050.bmp,no,no,no,no,no,no,yes,3669040,3671338
62,EC_subj_only,inclusion,EC_subj_only,inclusion,5,sprong,negative,90_10,paired_cs,9280.bmp,9435.bmp,9006.bmp,6242.bmp,9500.bmp,9280.bmp,6311.bmp,no,no,no,no,yes,no,no,3672362,3676609
62,EC_subj_only,inclusion,EC_subj_only,inclusion,6,pimuide,negative,50_60,paired_cs,6020.bmp,3550.bmp,2750.bmp,8485.bmp,9041.bmp,1525.bmp,6020.bmp,no,yes,no,no,no,no,no,3677634,3683641
62,EC_subj_only,inclusion,EC_subj_only,inclusion,7,hilejin,negative,NA,neither,none_correct,1525.bmp,6530.bmp,9432.bmp,9830.bmp,3300.bmp,6838.bmp,no,no,no,no,no,no,yes,3684665,3686283
62,EC_subj_only,inclusion,EC_subj_only,inclusion,8,virlog,negative,30_40,distractor,none_correct,9560.bmp,9220.bmp,9331.bmp,9561.bmp,9404.bmp,9280.bmp,no,yes,no,no,no,no,no,3687312,3690200
62,EC_subj_only,inclusion,EC_subj_only,inclusion,9,permife,positive,NA,neither,none_correct,8501.bmp,2150.bmp,4220.bmp,8330.bmp,2900.2.bmp,8370.bmp,no,no,no,no,no,no,yes,3691224,3693523
62,EC_subj_only,inclusion,EC_subj_only,inclusion,10,noste,negative,50_60,paired_cs,6570.1.bmp,2900.bmp,3220.bmp,9330.bmp,9280.bmp,6570.1.bmp,2375.1.bmp,no,no,no,no,no,no,yes,3694547,3697254
62,EC_subj_only,inclusion,EC_subj_only,inclusion,11,uhnong,positive,50_60,paired_cs,2080.bmp,8080.bmp,1999.bmp,2160.bmp,2209.bmp,2080.bmp,5994.bmp,no,no,no,no,no,no,yes,3698278,3699889
62,EC_subj_only,inclusion,EC_subj_only,inclusion,12,plistuk,positive,50_60,distractor,none_correct,7330.bmp,2040.bmp,8501.bmp,2057.bmp,5460.bmp,1463.bmp,no,no,no,no,yes,no,no,3700913,3705588
62,EC_subj_only,inclusion,EC_subj_only,inclusion,13,uwimor,negative,NA,neither,none_correct,9000.bmp,9180.bmp,9404.bmp,9435.bmp,6530.bmp,6838.bmp,no,no,no,no,no,no,yes,3706612,3708054
62,EC_subj_only,inclusion,EC_subj_only,inclusion,14,zofoll,positive,70_80,paired_cs,8370.bmp,2340.bmp,2091.bmp,8170.bmp,8496.bmp,8370.bmp,2057.bmp,no,no,no,no,no,no,yes,3709078,3713575
62,EC_subj_only,inclusion,EC_subj_only,inclusion,15,kantekt,negative,30_40,paired_cs,9050.bmp,9000.bmp,9007.bmp,9630.bmp,3160.bmp,9050.bmp,9404.bmp,no,no,no,no,no,no,yes,3714599,3715959
62,EC_subj_only,inclusion,EC_subj_only,inclusion,16,laumens,negative,50_60,paired_cs,8485.bmp,9007.bmp,8485.bmp,9630.bmp,9520.bmp,6831.bmp,3160.bmp,no,no,no,no,no,no,yes,3716983,3720547
62,EC_subj_only,inclusion,EC_subj_only,inclusion,17,botsy,negative,90_10,paired_cs,2053.bmp,9182.bmp,9340.bmp,6242.bmp,9220.bmp,2053.bmp,9400.bmp,no,no,no,no,yes,no,no,3721571,3729625
62,EC_subj_only,inclusion,EC_subj_only,inclusion,18,stodeen,positive,70_80,paired_cs,5460.bmp,5460.bmp,8080.bmp,5994.bmp,2150.bmp,2900.2.bmp,7580.bmp,no,no,no,no,no,no,yes,3730649,3735572
62,EC_subj_only,inclusion,EC_subj_only,inclusion,19,yosud,positive,70_80,distractor,none_correct,1999.bmp,8330.bmp,2091.bmp,8420.bmp,2791.bmp,5831.bmp,no,no,no,no,no,yes,no,3736596,3740596
62,EC_subj_only,inclusion,EC_subj_only,inclusion,20,doscho,negative,70_80,distractor,none_correct,9180.bmp,2053.bmp,6555.bmp,2276.bmp,9006.bmp,2375.1.bmp,no,no,no,no,no,no,yes,3741620,3743240
62,EC_subj_only,inclusion,EC_subj_only,inclusion,21,kumutoa,positive,30_40,paired_cs,7230.bmp,7230.bmp,5830.bmp,2040.bmp,2791.bmp,1440.bmp,5629.bmp,no,no,no,no,no,yes,no,3744264,3747656
62,EC_subj_only,inclusion,EC_subj_only,inclusion,22,faloilo,negative,30_40,paired_cs,3550.bmp,9561.bmp,3550.bmp,9500.bmp,9102.bmp,9180.bmp,6020.bmp,no,no,no,no,no,yes,no,3748681,3750972
62,EC_subj_only,inclusion,EC_subj_only,inclusion,23,ampfong,negative,70_80,paired_cs,6831.bmp,6831.bmp,2276.bmp,9920.bmp,9560.bmp,2710.bmp,9830.bmp,no,no,no,no,no,no,yes,3751997,3754723
62,EC_subj_only,inclusion,EC_subj_only,inclusion,24,ikzunt,negative,NA,neither,none_correct,9342.bmp,9007.bmp,2900.bmp,9421.bmp,9041.bmp,9330.bmp,no,no,no,no,no,no,yes,3755748,3756769
62,EC_subj_only,inclusion,EC_subj_only,inclusion,25,godacht,positive,NA,neither,none_correct,8170.bmp,7470.bmp,2550.bmp,1463.bmp,5910.bmp,7330.bmp,no,no,no,no,no,no,yes,3757793,3760340
62,EC_subj_only,inclusion,EC_subj_only,inclusion,26,fonstir,positive,30_40,distractor,none_correct,2071.bmp,2057.bmp,8470.bmp,5831.bmp,7470.bmp,5460.bmp,no,no,no,no,no,no,yes,3761364,3762976
62,EC_subj_only,inclusion,EC_subj_only,inclusion,27,nalber,positive,NA,neither,none_correct,2208.bmp,7230.bmp,2071.bmp,2160.bmp,1650.bmp,2209.bmp,no,no,no,no,no,no,yes,3764000,3766880
62,EC_subj_only,inclusion,EC_subj_only,inclusion,28,larnist,negative,90_10,distractor,none_correct,6570.1.bmp,3300.bmp,6311.bmp,9342.bmp,9041.bmp,9421.bmp,no,no,no,no,no,no,yes,3767904,3770630
62,EC_subj_only,inclusion,EC_subj_only,inclusion,29,offukt,negative,70_80,paired_cs,1525.bmp,1525.bmp,6555.bmp,6020.bmp,2141.bmp,9400.bmp,3220.bmp,no,no,no,no,no,no,yes,3771654,3772839
62,EC_subj_only,inclusion,EC_subj_only,inclusion,30,frask,positive,50_60,paired_cs,8470.bmp,8470.bmp,1463.bmp,2660.bmp,7580.bmp,7350.bmp,5910.bmp,yes,no,no,no,no,no,no,3773863,3778199
62,EC_subj_only,inclusion,EC_subj_only,inclusion,31,umeuken,positive,50_60,paired_cs,7350.bmp,8470.bmp,5910.bmp,2058.bmp,8190.bmp,5594.bmp,7350.bmp,no,no,no,no,no,no,yes,3779223,3780926
62,EC_subj_only,inclusion,EC_subj_only,inclusion,32,misukor,positive,30_40,paired_cs,2070.bmp,5629.bmp,2080.bmp,4622.bmp,2660.bmp,2070.bmp,8370.bmp,no,no,no,no,no,no,yes,3781951,3783480
62,EC_subj_only,inclusion,EC_subj_only,inclusion,33,gowann,positive,70_80,paired_cs,5830.bmp,2208.bmp,5830.bmp,7330.bmp,8420.bmp,1710.bmp,8200.bmp,no,no,no,no,no,no,yes,3784505,3785608
62,EC_subj_only,inclusion,EC_subj_only,inclusion,34,botuyn,positive,90_10,paired_cs,8420.bmp,1710.bmp,4606.bmp,8200.bmp,2070.bmp,1650.bmp,8420.bmp,no,no,no,no,no,yes,no,3786632,3793013
62,EC_subj_only,inclusion,EC_subj_only,inclusion,35,banzon,positive,90_10,paired_cs,8540.bmp,2791.bmp,2550.bmp,8540.bmp,2340.bmp,4606.bmp,8170.bmp,no,yes,no,no,no,no,no,3794037,3799054
62,EC_subj_only,inclusion,EC_subj_only,inclusion,36,emkruas,negative,90_10,paired_cs,3160.bmp,9435.bmp,9050.bmp,9182.bmp,3160.bmp,9432.bmp,9265.bmp,no,no,no,no,no,no,yes,3800079,3801701
