subject_nr,learning_condition,memory_condition,condition_learning,condition_memory,trial_nr,cs_filename,us_valence,cs_dur_level,type,vm_pos,vm_neg,vm_dk,time_vm_form,time_vm_blank
72,EC_only,exclusion,EC_only,exclusion,0,kibono,positive,70_80,paired_cs,yes,no,no,1744639,1747635
72,EC_only,exclusion,EC_only,exclusion,1,uwimor,NA,NA,neither,no,yes,no,1748681,1749206
72,EC_only,exclusion,EC_only,exclusion,2,muoror,NA,NA,neither,no,yes,no,1750254,1750988
72,EC_only,exclusion,EC_only,exclusion,3,zofoll,NA,NA,neither,no,yes,no,1752035,1756558
72,EC_only,exclusion,EC_only,exclusion,4,noste,NA,NA,neither,no,yes,no,1757605,1758108
72,EC_only,exclusion,EC_only,exclusion,5,medan,positive,50_60,paired_cs,no,yes,no,1759154,1760974
72,EC_only,exclusion,EC_only,exclusion,6,misukor,negative,90_10,paired_cs,yes,no,no,1762020,1762831
72,EC_only,exclusion,EC_only,exclusion,7,laumens,negative,70_80,paired_cs,no,yes,no,1763879,1764668
72,EC_only,exclusion,EC_only,exclusion,8,kiwehon,negative,70_80,paired_cs,yes,no,no,1765714,1766988
72,EC_only,exclusion,EC_only,exclusion,9,ubajec,negative,50_60,paired_cs,no,yes,no,1768035,1768428
72,EC_only,exclusion,EC_only,exclusion,10,trupfan,NA,NA,neither,yes,no,no,1769474,1770637
72,EC_only,exclusion,EC_only,exclusion,11,kantekt,NA,NA,neither,no,yes,no,1771683,1772382
72,EC_only,exclusion,EC_only,exclusion,12,tewok,positive,70_80,paired_cs,yes,no,no,1773428,1774415
72,EC_only,exclusion,EC_only,exclusion,13,uhnong,positive,90_10,paired_cs,no,yes,no,1775462,1776096
72,EC_only,exclusion,EC_only,exclusion,14,permife,positive,30_40,paired_cs,yes,no,no,1777143,1777540
72,EC_only,exclusion,EC_only,exclusion,15,frask,negative,30_40,paired_cs,no,yes,no,1778587,1779266
72,EC_only,exclusion,EC_only,exclusion,16,fonstir,NA,NA,neither,yes,no,no,1780312,1780706
72,EC_only,exclusion,EC_only,exclusion,17,kumutoa,negative,90_10,paired_cs,yes,no,no,1781752,1782655
72,EC_only,exclusion,EC_only,exclusion,18,plonim,NA,NA,neither,yes,no,no,1783701,1785173
72,EC_only,exclusion,EC_only,exclusion,19,hiwawa,negative,70_80,paired_cs,yes,no,no,1786219,1786305
72,EC_only,exclusion,EC_only,exclusion,20,umeuken,negative,30_40,paired_cs,no,yes,no,1787352,1788882
72,EC_only,exclusion,EC_only,exclusion,21,emkruas,negative,50_60,paired_cs,yes,no,no,1789929,1791532
72,EC_only,exclusion,EC_only,exclusion,22,sprong,NA,NA,neither,yes,no,no,1792579,1792928
72,EC_only,exclusion,EC_only,exclusion,23,sleshen,positive,30_40,paired_cs,yes,no,no,1793975,1794213
72,EC_only,exclusion,EC_only,exclusion,24,banzon,NA,NA,neither,no,yes,no,1795259,1795436
72,EC_only,exclusion,EC_only,exclusion,25,ursitz,NA,NA,neither,no,yes,no,1796484,1796879
72,EC_only,exclusion,EC_only,exclusion,26,larnist,negative,50_60,paired_cs,yes,no,no,1797925,1798490
72,EC_only,exclusion,EC_only,exclusion,27,plistuk,positive,90_10,paired_cs,yes,no,no,1799536,1799909
72,EC_only,exclusion,EC_only,exclusion,28,obacu,negative,30_40,paired_cs,no,yes,no,1800955,1802177
72,EC_only,exclusion,EC_only,exclusion,29,schese,positive,50_60,paired_cs,no,yes,no,1803224,1805002
72,EC_only,exclusion,EC_only,exclusion,30,polust,NA,NA,neither,yes,no,no,1806049,1806572
72,EC_only,exclusion,EC_only,exclusion,31,hilejin,NA,NA,neither,no,yes,no,1807619,1808827
72,EC_only,exclusion,EC_only,exclusion,32,botuyn,positive,30_40,paired_cs,no,yes,no,1809873,1811498
72,EC_only,exclusion,EC_only,exclusion,33,imstind,positive,70_80,paired_cs,yes,no,no,1812545,1813177
72,EC_only,exclusion,EC_only,exclusion,34,furasti,NA,NA,neither,no,yes,no,1814225,1814685
72,EC_only,exclusion,EC_only,exclusion,35,doscho,positive,50_60,paired_cs,no,yes,no,1815731,1816105
72,EC_only,exclusion,EC_only,exclusion,36,offukt,NA,NA,neither,yes,no,no,1817151,1817808
72,EC_only,exclusion,EC_only,exclusion,37,yosud,negative,90_10,paired_cs,no,yes,no,1818854,1819642
72,EC_only,exclusion,EC_only,exclusion,38,molkate,positive,90_10,paired_cs,yes,no,no,1820689,1820908
72,EC_only,exclusion,EC_only,exclusion,39,gowann,NA,NA,neither,no,yes,no,1821954,1822457
