subject_nr,learning_condition,memory_condition,trial_nr,trial_type,cs_nr,block,blockhalf,cs_dur_level,filler,masking,us_valence,us_filename,cs_filename,mask,cs_duration,postmask_duration,us_duration,id_opt_1,id_opt_2,id_opt_3,id_opt_4,paired_opt_1,paired_opt_2,paired_opt_3,paired_opt_4,vf_neg,vf_pos,subj_1,subj_2,subj_3,subj_4,subj_5,subj_6,opt_1,opt_2,opt_3,opt_4,time_blank_show,time_fixation_dot_show,time_cs_us_show,time_postmask_show,time_us_show,time_valence_focus,time_subjective_rating,time_identification,time_logger
14,EC_subj_obj,exclusion,0,objective,cs16,1,first,70_80,no,yes,negative,9421.bmp,medan,maske_8.bmp,70,50,2380,zofoll,medan,botsy,tewok,other_cs,current_cs,other_cs,unpaired,no,yes,NA,NA,NA,NA,NA,NA,no,no,no,yes,265922,266825,266928,267002,267055,269435,NA,274469,282384
14,EC_subj_obj,exclusion,1,subjective,cs17,1,first,70_80,no,yes,positive,8330.bmp,godacht,maske_11.bmp,80,50,2370,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,no,yes,no,no,no,no,NA,NA,NA,NA,282552,283456,283560,283643,283696,286066,287825,NA,293608
14,EC_subj_obj,exclusion,2,objective,cs11,1,first,50_60,no,yes,positive,1650.bmp,fonstir,maske_10.bmp,60,50,2390,faloilo,ubajec,fonstir,novuui,unpaired,other_cs,current_cs,other_cs,yes,no,NA,NA,NA,NA,NA,NA,no,no,yes,no,293764,294667,294770,294833,294887,297278,NA,300955,304441
14,EC_subj_obj,exclusion,3,objective,cs13,1,first,50_60,no,yes,positive,4606.bmp,novuui,maske_5.bmp,60,50,2390,fonstir,faloilo,ubajec,novuui,other_cs,unpaired,other_cs,current_cs,no,yes,NA,NA,NA,NA,NA,NA,no,no,no,yes,304601,305504,305608,305671,305724,308115,NA,309273,318218
14,EC_subj_obj,exclusion,4,subjective,cs25,1,first,90_10,no,no,positive,2550.bmp,fuhrrud,NA,90,50,2360,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,no,no,no,no,yes,no,NA,NA,NA,NA,318379,319282,319386,319479,319533,321893,323199,NA,329911
14,EC_subj_obj,exclusion,5,objective,cs12,1,first,50_60,no,yes,negative,9404.bmp,pimuide,maske_9.bmp,60,50,2390,misukor,pimuide,ursitz,furasti,other_cs,current_cs,unpaired,other_cs,yes,no,NA,NA,NA,NA,NA,NA,no,no,yes,no,330057,330960,331064,331127,331180,333570,NA,334411,337725
14,EC_subj_obj,exclusion,6,subjective,cs8,1,first,30_40,no,yes,negative,9400.bmp,offukt,maske_4.bmp,30,50,2420,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,no,yes,no,no,no,no,NA,NA,NA,NA,337868,338772,338876,338909,338962,341383,342179,NA,347757
14,EC_subj_obj,exclusion,7,subjective,cs22,1,first,90_10,no,no,negative,9182.bmp,imstind,NA,100,50,2350,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,no,no,no,no,yes,no,NA,NA,NA,NA,347923,348826,348930,349034,349087,351437,353595,NA,358281
14,EC_subj_obj,exclusion,8,objective,cs23,1,first,90_10,no,no,positive,5460.bmp,kibono,NA,100,50,2350,kibono,permife,fuhrrud,virlog,current_cs,unpaired,other_cs,other_cs,no,yes,NA,NA,NA,NA,NA,NA,yes,no,no,no,358450,359354,359457,359560,359614,361964,NA,362962,364040
14,EC_subj_obj,exclusion,9,objective,cs15,1,first,70_80,no,yes,positive,1463.bmp,obacu,maske_12.bmp,70,50,2380,godacht,molkate,sprong,obacu,other_cs,other_cs,unpaired,current_cs,no,yes,NA,NA,NA,NA,NA,NA,no,no,no,yes,364215,365118,365222,365296,365350,367730,NA,368264,369525
