subject_nr,learning_condition,memory_condition,condition_learning,condition_memory,trial_nr,cs_filename,us_valence,cs_dur_level,type,vm_pos,vm_neg,vm_dk,time_vm_form,time_vm_blank
26,EC_subj_obj,normal,EC_subj_obj,normal,0,hilejin,negative,30_40,distractor,no,yes,no,3022048,3025150
26,EC_subj_obj,normal,EC_subj_obj,normal,1,zofoll,negative,50_60,paired_cs,no,yes,no,3026169,3027761
26,EC_subj_obj,normal,EC_subj_obj,normal,2,gowann,positive,50_60,paired_cs,yes,no,no,3028782,3029912
26,EC_subj_obj,normal,EC_subj_obj,normal,3,ikzunt,negative,90_10,paired_cs,no,yes,no,3030931,3033464
26,EC_subj_obj,normal,EC_subj_obj,normal,4,kantekt,negative,50_60,distractor,no,no,yes,3034483,3036271
26,EC_subj_obj,normal,EC_subj_obj,normal,5,doscho,negative,70_80,paired_cs,no,yes,no,3037291,3039550
26,EC_subj_obj,normal,EC_subj_obj,normal,6,jaciyn,negative,70_80,distractor,no,no,yes,3040569,3042163
26,EC_subj_obj,normal,EC_subj_obj,normal,7,frask,positive,50_60,paired_cs,yes,no,no,3043182,3047244
26,EC_subj_obj,normal,EC_subj_obj,normal,8,yosud,negative,50_60,paired_cs,no,yes,no,3048263,3050429
26,EC_subj_obj,normal,EC_subj_obj,normal,9,emkruas,positive,70_80,paired_cs,yes,no,no,3051448,3054463
26,EC_subj_obj,normal,EC_subj_obj,normal,10,fuhrrud,negative,30_40,paired_cs,no,yes,no,3055485,3056804
26,EC_subj_obj,normal,EC_subj_obj,normal,11,ubajec,positive,50_60,distractor,no,no,yes,3057823,3059327
26,EC_subj_obj,normal,EC_subj_obj,normal,12,kibono,positive,30_40,paired_cs,no,yes,no,3060346,3064206
26,EC_subj_obj,normal,EC_subj_obj,normal,13,stodeen,positive,90_10,paired_cs,yes,no,no,3065226,3067389
26,EC_subj_obj,normal,EC_subj_obj,normal,14,muoror,NA,NA,neither,no,no,yes,3068412,3070392
26,EC_subj_obj,normal,EC_subj_obj,normal,15,permife,NA,NA,neither,no,no,yes,3071411,3072911
26,EC_subj_obj,normal,EC_subj_obj,normal,16,furasti,positive,90_10,distractor,no,no,yes,3073931,3075156
26,EC_subj_obj,normal,EC_subj_obj,normal,17,imstind,positive,90_10,paired_cs,yes,no,no,3076175,3079187
26,EC_subj_obj,normal,EC_subj_obj,normal,18,sebjukt,positive,50_60,paired_cs,no,no,yes,3080206,3083501
26,EC_subj_obj,normal,EC_subj_obj,normal,19,virlog,positive,70_80,paired_cs,yes,no,no,3084520,3088280
26,EC_subj_obj,normal,EC_subj_obj,normal,20,noste,positive,30_40,distractor,yes,no,no,3089299,3090611
26,EC_subj_obj,normal,EC_subj_obj,normal,21,botsy,negative,30_40,paired_cs,no,yes,no,3091630,3093700
26,EC_subj_obj,normal,EC_subj_obj,normal,22,offukt,NA,NA,neither,no,no,yes,3094719,3096035
26,EC_subj_obj,normal,EC_subj_obj,normal,23,faloilo,NA,NA,neither,no,no,yes,3097058,3098374
26,EC_subj_obj,normal,EC_subj_obj,normal,24,hiwawa,NA,NA,neither,no,no,yes,3099393,3100520
26,EC_subj_obj,normal,EC_subj_obj,normal,25,godacht,positive,30_40,paired_cs,no,no,yes,3101539,3104080
26,EC_subj_obj,normal,EC_subj_obj,normal,26,ursitz,NA,NA,neither,no,no,yes,3105099,3106694
26,EC_subj_obj,normal,EC_subj_obj,normal,27,trupfan,negative,90_10,distractor,no,no,yes,3107717,3108659
26,EC_subj_obj,normal,EC_subj_obj,normal,28,banzon,negative,30_40,paired_cs,no,no,yes,3109678,3110429
26,EC_subj_obj,normal,EC_subj_obj,normal,29,sleshen,negative,70_80,paired_cs,no,yes,no,3111448,3112957
26,EC_subj_obj,normal,EC_subj_obj,normal,30,uhnong,negative,50_60,paired_cs,no,no,yes,3113976,3116511
26,EC_subj_obj,normal,EC_subj_obj,normal,31,medan,negative,90_10,paired_cs,no,yes,no,3117530,3118946
26,EC_subj_obj,normal,EC_subj_obj,normal,32,laumens,positive,30_40,paired_cs,yes,no,no,3119966,3121194
26,EC_subj_obj,normal,EC_subj_obj,normal,33,oesgubi,NA,NA,neither,no,no,yes,3122213,3123724
26,EC_subj_obj,normal,EC_subj_obj,normal,34,plistuk,NA,NA,neither,no,no,yes,3124743,3125686
26,EC_subj_obj,normal,EC_subj_obj,normal,35,kiwehon,positive,90_10,paired_cs,yes,no,no,3126705,3131882
26,EC_subj_obj,normal,EC_subj_obj,normal,36,nalber,negative,70_80,paired_cs,no,yes,no,3132902,3135725
26,EC_subj_obj,normal,EC_subj_obj,normal,37,obacu,positive,70_80,paired_cs,yes,no,no,3136745,3139283
26,EC_subj_obj,normal,EC_subj_obj,normal,38,kumutoa,negative,90_10,paired_cs,no,no,yes,3140303,3142278
26,EC_subj_obj,normal,EC_subj_obj,normal,39,pimuide,positive,70_80,distractor,no,no,yes,3143298,3144625
