subject_nr,learning_condition,memory_condition,condition_learning,condition_memory,trial_nr,cs_filename,us_valence,cs_dur_level,type,correct_us,us_opt_1,us_opt_2,us_opt_3,us_opt_4,us_opt_5,us_opt_6,im_opt_1,im_opt_2,im_opt_3,im_opt_4,im_opt_5,im_opt_6,im_opt_dk,time_im_form,time_im_blank
18,EC_only,exclusion,EC_only,exclusion,0,novuui,negative,50_60,paired_cs,9500.bmp,9400.bmp,9500.bmp,9007.bmp,2276.bmp,6838.bmp,6020.bmp,no,no,no,no,no,no,yes,2048111,2050974
18,EC_only,exclusion,EC_only,exclusion,1,ursitz,negative,30_40,paired_cs,6555.bmp,6555.bmp,6570.1.bmp,6311.bmp,7380.bmp,9330.bmp,6831.bmp,no,no,no,no,no,no,yes,2051999,2052339
18,EC_only,exclusion,EC_only,exclusion,2,fonstir,positive,30_40,paired_cs,2091.bmp,8370.bmp,8330.bmp,7580.bmp,2057.bmp,2091.bmp,8496.bmp,no,no,no,no,no,no,yes,2053363,2053618
18,EC_only,exclusion,EC_only,exclusion,3,hiwawa,negative,90_10,distractor,none_correct,1525.bmp,9560.bmp,3300.bmp,9432.bmp,6020.bmp,2900.bmp,no,no,no,no,no,no,yes,2054642,2054896
18,EC_only,exclusion,EC_only,exclusion,4,noste,negative,70_80,paired_cs,9421.bmp,6242.bmp,9421.bmp,6555.bmp,9520.bmp,9007.bmp,2053.bmp,no,no,no,no,no,no,yes,2055920,2056092
18,EC_only,exclusion,EC_only,exclusion,5,faloilo,positive,30_40,paired_cs,7580.bmp,2340.bmp,5994.bmp,2791.bmp,7580.bmp,8190.bmp,2311.bmp,no,no,no,no,no,no,yes,2057117,2057372
18,EC_only,exclusion,EC_only,exclusion,6,offukt,negative,70_80,paired_cs,1525.bmp,1525.bmp,9006.bmp,2276.bmp,9404.bmp,9331.bmp,2141.bmp,no,no,no,no,no,no,yes,2058396,2058733
18,EC_only,exclusion,EC_only,exclusion,7,virlog,positive,50_60,distractor,none_correct,7502.bmp,2050.bmp,4622.bmp,2040.bmp,2150.bmp,2058.bmp,no,no,no,no,no,no,yes,2059757,2059843
18,EC_only,exclusion,EC_only,exclusion,8,stodeen,negative,70_80,distractor,none_correct,9265.bmp,3300.bmp,9342.bmp,9102.bmp,6530.bmp,6570.1.bmp,no,no,no,no,no,no,yes,2060869,2061124
18,EC_only,exclusion,EC_only,exclusion,9,laumens,positive,NA,neither,none_correct,4606.bmp,2057.bmp,8080.bmp,1999.bmp,1463.bmp,5629.bmp,no,no,no,no,no,no,yes,2062148,2062402
18,EC_only,exclusion,EC_only,exclusion,10,muoror,negative,NA,neither,none_correct,8485.bmp,9180.bmp,2750.bmp,9432.bmp,2141.bmp,9400.bmp,no,no,no,no,no,no,yes,2063426,2063595
18,EC_only,exclusion,EC_only,exclusion,11,banzon,negative,90_10,paired_cs,6530.bmp,9182.bmp,9220.bmp,9430.bmp,9006.bmp,9000.bmp,6530.bmp,no,no,no,no,no,no,yes,2064620,2064876
18,EC_only,exclusion,EC_only,exclusion,12,tewok,positive,NA,neither,none_correct,5594.bmp,7580.bmp,2550.bmp,8170.bmp,2080.bmp,2071.bmp,no,no,no,no,no,no,yes,2065915,2066087
18,EC_only,exclusion,EC_only,exclusion,13,misukor,negative,70_80,paired_cs,9630.bmp,9330.bmp,6242.bmp,6311.bmp,2750.bmp,9630.bmp,2053.bmp,no,no,no,no,no,no,yes,2067111,2067449
18,EC_only,exclusion,EC_only,exclusion,14,jaciyn,positive,90_10,paired_cs,2058.bmp,2058.bmp,7350.bmp,4220.bmp,8470.bmp,1440.bmp,2900.2.bmp,no,no,no,no,no,no,yes,2068473,2068644
18,EC_only,exclusion,EC_only,exclusion,15,plistuk,negative,NA,neither,none_correct,9180.bmp,2276.bmp,6555.bmp,8485.bmp,9280.bmp,6530.bmp,no,no,no,no,no,no,yes,2069668,2069924
18,EC_only,exclusion,EC_only,exclusion,16,sebjukt,positive,NA,neither,none_correct,8370.bmp,1463.bmp,8540.bmp,1440.bmp,2791.bmp,8501.bmp,no,no,no,no,no,no,yes,2070951,2071207
18,EC_only,exclusion,EC_only,exclusion,17,schese,positive,NA,neither,none_correct,5629.bmp,1999.bmp,8080.bmp,2900.2.bmp,8501.bmp,8420.bmp,no,no,no,no,no,no,yes,2072231,2072486
18,EC_only,exclusion,EC_only,exclusion,18,plonim,positive,90_10,paired_cs,7470.bmp,2340.bmp,2209.bmp,8190.bmp,2550.bmp,1999.bmp,7470.bmp,no,no,no,no,no,no,yes,2073510,2073766
