subject_nr,learning_condition,memory_condition,condition_learning,condition_memory,trial_nr,cs_filename,us_valence,cs_dur_level,type,PD_practice_runs,PD_practice_correct,PD_pos,PD_neg,time_PD_form,time_PD_blank
51,EC_subj_obj,exclusion,EC_subj_obj,exclusion,0,larnist,positive,50_60,distractor,3,0,yes,no,3224159,3227543
51,EC_subj_obj,exclusion,EC_subj_obj,exclusion,1,plistuk,positive,50_60,paired_cs,3,0,yes,no,3228571,3233328
51,EC_subj_obj,exclusion,EC_subj_obj,exclusion,2,ampfong,positive,90_10,paired_cs,3,0,no,yes,3234359,3235483
51,EC_subj_obj,exclusion,EC_subj_obj,exclusion,3,doscho,positive,90_10,distractor,3,0,no,yes,3236512,3239390
51,EC_subj_obj,exclusion,EC_subj_obj,exclusion,4,novuui,negative,70_80,paired_cs,3,0,no,yes,3240418,3240918
51,EC_subj_obj,exclusion,EC_subj_obj,exclusion,5,laumens,negative,90_10,paired_cs,3,0,yes,no,3241946,3243318
51,EC_subj_obj,exclusion,EC_subj_obj,exclusion,6,kiwehon,NA,NA,neither,3,0,no,yes,3244349,3245243
51,EC_subj_obj,exclusion,EC_subj_obj,exclusion,7,furasti,NA,NA,neither,3,0,no,yes,3246271,3247271
51,EC_subj_obj,exclusion,EC_subj_obj,exclusion,8,pimuide,negative,90_10,paired_cs,3,0,yes,no,3248299,3253018
51,EC_subj_obj,exclusion,EC_subj_obj,exclusion,9,banzon,positive,90_10,paired_cs,3,0,yes,no,3254046,3255315
51,EC_subj_obj,exclusion,EC_subj_obj,exclusion,10,fuhrrud,NA,NA,neither,3,0,no,yes,3256344,3257339
51,EC_subj_obj,exclusion,EC_subj_obj,exclusion,11,tewok,negative,30_40,paired_cs,3,0,yes,no,3258367,3259237
51,EC_subj_obj,exclusion,EC_subj_obj,exclusion,12,imstind,negative,30_40,distractor,3,0,yes,no,3260265,3260763
51,EC_subj_obj,exclusion,EC_subj_obj,exclusion,13,obacu,negative,50_60,paired_cs,3,0,no,yes,3261861,3262738
51,EC_subj_obj,exclusion,EC_subj_obj,exclusion,14,noste,negative,50_60,paired_cs,3,0,yes,no,3263767,3264515
51,EC_subj_obj,exclusion,EC_subj_obj,exclusion,15,stodeen,positive,30_40,distractor,3,0,no,yes,3265544,3266665
51,EC_subj_obj,exclusion,EC_subj_obj,exclusion,16,botuyn,NA,NA,neither,3,0,yes,no,3267693,3268565
51,EC_subj_obj,exclusion,EC_subj_obj,exclusion,17,schese,NA,NA,neither,3,0,no,yes,3269593,3271705
51,EC_subj_obj,exclusion,EC_subj_obj,exclusion,18,medan,negative,50_60,paired_cs,3,0,no,yes,3272734,3276457
51,EC_subj_obj,exclusion,EC_subj_obj,exclusion,19,godacht,NA,NA,neither,3,0,yes,no,3277485,3282318
51,EC_subj_obj,exclusion,EC_subj_obj,exclusion,20,kibono,positive,30_40,paired_cs,3,0,no,yes,3283346,3284957
51,EC_subj_obj,exclusion,EC_subj_obj,exclusion,21,uwimor,positive,70_80,paired_cs,3,0,yes,no,3285985,3287483
51,EC_subj_obj,exclusion,EC_subj_obj,exclusion,22,trupfan,negative,90_10,paired_cs,3,0,no,yes,3288511,3289878
51,EC_subj_obj,exclusion,EC_subj_obj,exclusion,23,plonim,positive,70_80,distractor,3,0,yes,no,3290906,3295380
51,EC_subj_obj,exclusion,EC_subj_obj,exclusion,24,zofoll,negative,30_40,paired_cs,3,0,yes,no,3296408,3303851
51,EC_subj_obj,exclusion,EC_subj_obj,exclusion,25,polust,positive,30_40,paired_cs,3,0,no,yes,3304879,3307861
51,EC_subj_obj,exclusion,EC_subj_obj,exclusion,26,fonstir,negative,30_40,paired_cs,3,0,yes,no,3308890,3310136
51,EC_subj_obj,exclusion,EC_subj_obj,exclusion,27,kumutoa,negative,70_80,paired_cs,3,0,no,yes,3311164,3313281
51,EC_subj_obj,exclusion,EC_subj_obj,exclusion,28,uhnong,negative,90_10,distractor,3,0,no,yes,3314309,3316050
51,EC_subj_obj,exclusion,EC_subj_obj,exclusion,29,faloilo,NA,NA,neither,3,0,yes,no,3317082,3317705
51,EC_subj_obj,exclusion,EC_subj_obj,exclusion,30,ursitz,NA,NA,neither,3,0,yes,no,3318733,3319604
51,EC_subj_obj,exclusion,EC_subj_obj,exclusion,31,muoror,negative,50_60,distractor,3,0,no,yes,3320632,3321007
51,EC_subj_obj,exclusion,EC_subj_obj,exclusion,32,nalber,negative,70_80,distractor,3,0,yes,no,3322035,3322535
51,EC_subj_obj,exclusion,EC_subj_obj,exclusion,33,emkruas,positive,50_60,paired_cs,3,0,yes,no,3323567,3324189
51,EC_subj_obj,exclusion,EC_subj_obj,exclusion,34,gowann,positive,90_10,paired_cs,3,0,no,yes,3325218,3325966
51,EC_subj_obj,exclusion,EC_subj_obj,exclusion,35,sleshen,positive,70_80,paired_cs,3,0,no,yes,3326994,3327493
51,EC_subj_obj,exclusion,EC_subj_obj,exclusion,36,permife,positive,70_80,paired_cs,3,0,no,yes,3328521,3328651
51,EC_subj_obj,exclusion,EC_subj_obj,exclusion,37,jaciyn,positive,30_40,paired_cs,3,0,yes,no,3329679,3330923
51,EC_subj_obj,exclusion,EC_subj_obj,exclusion,38,virlog,positive,50_60,paired_cs,3,0,no,yes,3331951,3336556
51,EC_subj_obj,exclusion,EC_subj_obj,exclusion,39,sebjukt,negative,70_80,paired_cs,3,0,yes,no,3337584,3338581
