subject_nr,learning_condition,memory_condition,condition_learning,condition_memory,trial_nr,cs_filename,us_valence,cs_dur_level,type,eval_rating,time_rating_form,time_rating_blank
66,EC_only,normal,EC_only,normal,0,ampfong,NA,NA,neither,6,1901885,1906502
66,EC_only,normal,EC_only,normal,1,uhnong,NA,NA,neither,5,1907521,1911011
66,EC_only,normal,EC_only,normal,2,oesgubi,negative,70_80,paired_cs,7,1912030,1916433
66,EC_only,normal,EC_only,normal,3,laumens,positive,70_80,paired_cs,14,1917452,1919260
66,EC_only,normal,EC_only,normal,4,botsy,NA,NA,neither,4,1920279,1923083
66,EC_only,normal,EC_only,normal,5,yosud,NA,NA,neither,5,1924102,1926690
66,EC_only,normal,EC_only,normal,6,trupfan,negative,50_60,paired_cs,8,1927708,1929289
66,EC_only,normal,EC_only,normal,7,plistuk,positive,30_40,paired_cs,3,1930308,1931547
66,EC_only,normal,EC_only,normal,8,permife,NA,NA,neither,4,1932566,1933690
66,EC_only,normal,EC_only,normal,9,zofoll,positive,90_10,paired_cs,16,1934708,1936727
66,EC_only,normal,EC_only,normal,10,imstind,NA,NA,neither,13,1937746,1939887
66,EC_only,normal,EC_only,normal,11,frask,NA,NA,neither,7,1940906,1942592
66,EC_only,normal,EC_only,normal,12,godacht,NA,NA,neither,12,1943611,1944851
66,EC_only,normal,EC_only,normal,13,banzon,positive,30_40,paired_cs,5,1945869,1947216
66,EC_only,normal,EC_only,normal,14,jaciyn,NA,NA,neither,6,1948235,1950033
66,EC_only,normal,EC_only,normal,15,virlog,negative,50_60,paired_cs,4,1951051,1952399
66,EC_only,normal,EC_only,normal,16,kiwehon,positive,70_80,paired_cs,2,1953418,1955343
66,EC_only,normal,EC_only,normal,17,offukt,NA,NA,neither,7,1956361,1958272
66,EC_only,normal,EC_only,normal,18,fonstir,positive,90_10,paired_cs,13,1959290,1961311
66,EC_only,normal,EC_only,normal,19,plonim,positive,30_40,paired_cs,7,1962331,1963902
66,EC_only,normal,EC_only,normal,20,sebjukt,negative,70_80,paired_cs,5,1964921,1967388
66,EC_only,normal,EC_only,normal,21,tewok,positive,50_60,paired_cs,7,1968410,1970775
66,EC_only,normal,EC_only,normal,22,umeuken,positive,90_10,paired_cs,18,1971793,1974266
66,EC_only,normal,EC_only,normal,23,kantekt,NA,NA,neither,14,1975284,1976859
66,EC_only,normal,EC_only,normal,24,kumutoa,negative,90_10,paired_cs,1,1977878,1979909
66,EC_only,normal,EC_only,normal,25,sleshen,NA,NA,neither,3,1980931,1983060
66,EC_only,normal,EC_only,normal,26,polust,positive,70_80,paired_cs,16,1984078,1985651
66,EC_only,normal,EC_only,normal,27,hilejin,negative,90_10,paired_cs,2,1986670,1988910
66,EC_only,normal,EC_only,normal,28,obacu,positive,50_60,paired_cs,4,1989929,1991618
66,EC_only,normal,EC_only,normal,29,fuhrrud,NA,NA,neither,15,1992636,1994538
66,EC_only,normal,EC_only,normal,30,novuui,negative,90_10,paired_cs,4,1995556,1997805
66,EC_only,normal,EC_only,normal,31,larnist,positive,50_60,paired_cs,5,1998823,2000836
66,EC_only,normal,EC_only,normal,32,nalber,negative,30_40,paired_cs,7,2001857,2003760
66,EC_only,normal,EC_only,normal,33,ursitz,negative,70_80,paired_cs,3,2004778,2006571
66,EC_only,normal,EC_only,normal,34,doscho,negative,30_40,paired_cs,13,2007590,2009494
66,EC_only,normal,EC_only,normal,35,gowann,NA,NA,neither,5,2010515,2013207
66,EC_only,normal,EC_only,normal,36,faloilo,NA,NA,neither,4,2014225,2016133
66,EC_only,normal,EC_only,normal,37,pimuide,negative,30_40,paired_cs,3,2017151,2018612
66,EC_only,normal,EC_only,normal,38,muoror,NA,NA,neither,2,2019630,2021650
66,EC_only,normal,EC_only,normal,39,stodeen,negative,50_60,paired_cs,5,2022669,2023791
