subject_nr,learning_condition,memory_condition,condition_learning,condition_memory,trial_nr,cs_filename,us_valence,cs_dur_level,type,eval_rating,time_rating_form,time_rating_blank
9,EC_subj_only,exclusion,EC_subj_only,exclusion,0,nalber,NA,NA,neither,7,2580832,2593631
9,EC_subj_only,exclusion,EC_subj_only,exclusion,1,jaciyn,NA,NA,neither,10,2594650,2599579
9,EC_subj_only,exclusion,EC_subj_only,exclusion,2,noste,negative,30_40,paired_cs,16,2600599,2605308
9,EC_subj_only,exclusion,EC_subj_only,exclusion,3,muoror,positive,90_10,paired_cs,19,2606327,2610898
9,EC_subj_only,exclusion,EC_subj_only,exclusion,4,ampfong,NA,NA,neither,10,2611917,2620610
9,EC_subj_only,exclusion,EC_subj_only,exclusion,5,botsy,NA,NA,neither,15,2621629,2626191
9,EC_subj_only,exclusion,EC_subj_only,exclusion,6,polust,positive,30_40,paired_cs,4,2627210,2631888
9,EC_subj_only,exclusion,EC_subj_only,exclusion,7,novuui,positive,70_80,paired_cs,8,2632908,2636222
9,EC_subj_only,exclusion,EC_subj_only,exclusion,8,yosud,positive,30_40,paired_cs,10,2637241,2642271
9,EC_subj_only,exclusion,EC_subj_only,exclusion,9,sprong,negative,50_60,paired_cs,12,2643290,2646162
9,EC_subj_only,exclusion,EC_subj_only,exclusion,10,ikzunt,positive,30_40,paired_cs,7,2647180,2651849
9,EC_subj_only,exclusion,EC_subj_only,exclusion,11,hiwawa,NA,NA,neither,17,2652869,2658695
9,EC_subj_only,exclusion,EC_subj_only,exclusion,12,zofoll,NA,NA,neither,3,2659713,2663939
9,EC_subj_only,exclusion,EC_subj_only,exclusion,13,sleshen,negative,30_40,paired_cs,12,2664967,2670475
9,EC_subj_only,exclusion,EC_subj_only,exclusion,14,kumutoa,negative,90_10,paired_cs,15,2671494,2675157
9,EC_subj_only,exclusion,EC_subj_only,exclusion,15,furasti,NA,NA,neither,9,2676176,2680161
9,EC_subj_only,exclusion,EC_subj_only,exclusion,16,fonstir,positive,50_60,paired_cs,10,2681182,2683464
9,EC_subj_only,exclusion,EC_subj_only,exclusion,17,offukt,negative,50_60,paired_cs,4,2684482,2687782
9,EC_subj_only,exclusion,EC_subj_only,exclusion,18,oesgubi,positive,50_60,paired_cs,3,2688801,2693485
9,EC_subj_only,exclusion,EC_subj_only,exclusion,19,godacht,negative,50_60,paired_cs,9,2694503,2698170
9,EC_subj_only,exclusion,EC_subj_only,exclusion,20,molkate,NA,NA,neither,6,2699189,2706035
9,EC_subj_only,exclusion,EC_subj_only,exclusion,21,virlog,positive,50_60,paired_cs,8,2707053,2712655
9,EC_subj_only,exclusion,EC_subj_only,exclusion,22,schese,negative,70_80,paired_cs,2,2713673,2718600
9,EC_subj_only,exclusion,EC_subj_only,exclusion,23,sebjukt,positive,70_80,paired_cs,5,2719619,2723722
9,EC_subj_only,exclusion,EC_subj_only,exclusion,24,laumens,negative,70_80,paired_cs,16,2724741,2728058
9,EC_subj_only,exclusion,EC_subj_only,exclusion,25,tewok,NA,NA,neither,17,2729076,2731811
9,EC_subj_only,exclusion,EC_subj_only,exclusion,26,kantekt,positive,90_10,paired_cs,10,2732830,2738106
9,EC_subj_only,exclusion,EC_subj_only,exclusion,27,hilejin,negative,90_10,paired_cs,9,2739124,2743467
9,EC_subj_only,exclusion,EC_subj_only,exclusion,28,ubajec,NA,NA,neither,7,2744485,2749044
9,EC_subj_only,exclusion,EC_subj_only,exclusion,29,plistuk,NA,NA,neither,14,2750063,2755211
9,EC_subj_only,exclusion,EC_subj_only,exclusion,30,kiwehon,NA,NA,neither,14,2756230,2761481
9,EC_subj_only,exclusion,EC_subj_only,exclusion,31,kibono,negative,90_10,paired_cs,1,2762499,2766742
9,EC_subj_only,exclusion,EC_subj_only,exclusion,32,uwimor,positive,70_80,paired_cs,4,2767760,2775419
9,EC_subj_only,exclusion,EC_subj_only,exclusion,33,doscho,positive,90_10,paired_cs,17,2776438,2781452
9,EC_subj_only,exclusion,EC_subj_only,exclusion,34,permife,negative,30_40,paired_cs,13,2782470,2785555
9,EC_subj_only,exclusion,EC_subj_only,exclusion,35,botuyn,NA,NA,neither,7,2786574,2792287
9,EC_subj_only,exclusion,EC_subj_only,exclusion,36,imstind,NA,NA,neither,10,2793306,2795820
9,EC_subj_only,exclusion,EC_subj_only,exclusion,37,medan,NA,NA,neither,12,2796839,2802416
9,EC_subj_only,exclusion,EC_subj_only,exclusion,38,umeuken,negative,70_80,paired_cs,4,2803436,2805970
9,EC_subj_only,exclusion,EC_subj_only,exclusion,39,gowann,NA,NA,neither,14,2806989,2810648
