subject_nr,learning_condition,memory_condition,condition_learning,condition_memory,trial_nr,cs_filename,us_valence,cs_dur_level,type,vm_pos,vm_neg,vm_dk,time_vm_form,time_vm_blank
87,EC_subj_obj,exclusion,EC_subj_obj,exclusion,0,jaciyn,negative,30_40,paired_cs,no,no,yes,3170978,3173621
87,EC_subj_obj,exclusion,EC_subj_obj,exclusion,1,botuyn,positive,70_80,distractor,no,no,yes,3174640,3177947
87,EC_subj_obj,exclusion,EC_subj_obj,exclusion,2,muoror,negative,50_60,distractor,no,no,yes,3178968,3182644
87,EC_subj_obj,exclusion,EC_subj_obj,exclusion,3,trupfan,negative,30_40,paired_cs,no,no,yes,3183663,3184704
87,EC_subj_obj,exclusion,EC_subj_obj,exclusion,4,molkate,negative,70_80,paired_cs,no,yes,no,3185723,3187525
87,EC_subj_obj,exclusion,EC_subj_obj,exclusion,5,noste,negative,90_10,paired_cs,no,yes,no,3188544,3189590
87,EC_subj_obj,exclusion,EC_subj_obj,exclusion,6,misukor,positive,90_10,paired_cs,yes,no,no,3190609,3191839
87,EC_subj_obj,exclusion,EC_subj_obj,exclusion,7,nalber,positive,70_80,paired_cs,yes,no,no,3192858,3193895
87,EC_subj_obj,exclusion,EC_subj_obj,exclusion,8,sprong,positive,90_10,paired_cs,yes,no,no,3194914,3195671
87,EC_subj_obj,exclusion,EC_subj_obj,exclusion,9,plonim,negative,50_60,paired_cs,no,no,yes,3196690,3198312
87,EC_subj_obj,exclusion,EC_subj_obj,exclusion,10,umeuken,positive,30_40,distractor,no,no,yes,3199332,3200554
87,EC_subj_obj,exclusion,EC_subj_obj,exclusion,11,ampfong,NA,NA,neither,no,no,yes,3201573,3202902
87,EC_subj_obj,exclusion,EC_subj_obj,exclusion,12,ikzunt,NA,NA,neither,no,no,yes,3203921,3205051
87,EC_subj_obj,exclusion,EC_subj_obj,exclusion,13,obacu,NA,NA,neither,no,no,yes,3206071,3207389
87,EC_subj_obj,exclusion,EC_subj_obj,exclusion,14,uhnong,negative,90_10,distractor,no,no,yes,3208411,3209918
87,EC_subj_obj,exclusion,EC_subj_obj,exclusion,15,godacht,negative,90_10,paired_cs,no,yes,no,3210937,3212357
87,EC_subj_obj,exclusion,EC_subj_obj,exclusion,16,furasti,positive,50_60,paired_cs,no,no,yes,3213376,3215074
87,EC_subj_obj,exclusion,EC_subj_obj,exclusion,17,schese,NA,NA,neither,no,no,yes,3216093,3217603
87,EC_subj_obj,exclusion,EC_subj_obj,exclusion,18,kibono,positive,30_40,paired_cs,yes,no,no,3218626,3221552
87,EC_subj_obj,exclusion,EC_subj_obj,exclusion,19,sleshen,NA,NA,neither,no,no,yes,3222572,3224639
87,EC_subj_obj,exclusion,EC_subj_obj,exclusion,20,fonstir,positive,30_40,paired_cs,no,no,yes,3225658,3227923
87,EC_subj_obj,exclusion,EC_subj_obj,exclusion,21,virlog,positive,90_10,distractor,no,no,yes,3228942,3230169
87,EC_subj_obj,exclusion,EC_subj_obj,exclusion,22,zofoll,NA,NA,neither,no,no,yes,3231188,3231948
87,EC_subj_obj,exclusion,EC_subj_obj,exclusion,23,kumutoa,positive,50_60,distractor,yes,no,no,3232967,3235042
87,EC_subj_obj,exclusion,EC_subj_obj,exclusion,24,oesgubi,NA,NA,neither,no,no,yes,3236062,3237388
87,EC_subj_obj,exclusion,EC_subj_obj,exclusion,25,hilejin,negative,70_80,distractor,no,no,yes,3238407,3241425
87,EC_subj_obj,exclusion,EC_subj_obj,exclusion,26,stodeen,negative,70_80,paired_cs,no,yes,no,3242444,3243960
87,EC_subj_obj,exclusion,EC_subj_obj,exclusion,27,polust,negative,50_60,paired_cs,no,no,yes,3244982,3247628
87,EC_subj_obj,exclusion,EC_subj_obj,exclusion,28,larnist,NA,NA,neither,no,no,yes,3248647,3249879
87,EC_subj_obj,exclusion,EC_subj_obj,exclusion,29,ursitz,positive,50_60,paired_cs,no,no,yes,3250898,3252879
87,EC_subj_obj,exclusion,EC_subj_obj,exclusion,30,medan,positive,30_40,paired_cs,no,no,yes,3253898,3255695
87,EC_subj_obj,exclusion,EC_subj_obj,exclusion,31,tewok,positive,50_60,paired_cs,yes,no,no,3256719,3259182
87,EC_subj_obj,exclusion,EC_subj_obj,exclusion,32,kiwehon,positive,70_80,paired_cs,yes,no,no,3260201,3261336
87,EC_subj_obj,exclusion,EC_subj_obj,exclusion,33,hiwawa,negative,30_40,paired_cs,yes,no,no,3262355,3263960
87,EC_subj_obj,exclusion,EC_subj_obj,exclusion,34,botsy,negative,30_40,distractor,no,no,yes,3264979,3266399
87,EC_subj_obj,exclusion,EC_subj_obj,exclusion,35,imstind,negative,90_10,paired_cs,no,yes,no,3267418,3269319
87,EC_subj_obj,exclusion,EC_subj_obj,exclusion,36,plistuk,negative,70_80,paired_cs,no,yes,no,3270338,3271566
87,EC_subj_obj,exclusion,EC_subj_obj,exclusion,37,yosud,positive,90_10,paired_cs,no,yes,no,3272585,3274099
87,EC_subj_obj,exclusion,EC_subj_obj,exclusion,38,novuui,negative,50_60,paired_cs,no,no,yes,3275118,3276631
87,EC_subj_obj,exclusion,EC_subj_obj,exclusion,39,kantekt,positive,70_80,paired_cs,yes,no,no,3277650,3278882
