subject_nr,learning_condition,memory_condition,condition_learning,condition_memory,trial_nr,cs_filename,us_valence,cs_dur_level,type,eval_rating,time_rating_form,time_rating_blank
67,EC_subj_only,normal,EC_subj_only,normal,0,godacht,NA,NA,neither,15,2305756,2309689
67,EC_subj_only,normal,EC_subj_only,normal,1,pimuide,negative,70_80,paired_cs,2,2310708,2314100
67,EC_subj_only,normal,EC_subj_only,normal,2,kiwehon,negative,30_40,paired_cs,2,2315119,2318731
67,EC_subj_only,normal,EC_subj_only,normal,3,nalber,positive,30_40,paired_cs,6,2319750,2322580
67,EC_subj_only,normal,EC_subj_only,normal,4,ikzunt,NA,NA,neither,2,2323599,2325776
67,EC_subj_only,normal,EC_subj_only,normal,5,plonim,negative,70_80,paired_cs,2,2326795,2328709
67,EC_subj_only,normal,EC_subj_only,normal,6,misukor,NA,NA,neither,2,2329728,2330628
67,EC_subj_only,normal,EC_subj_only,normal,7,botsy,NA,NA,neither,2,2331647,2333326
67,EC_subj_only,normal,EC_subj_only,normal,8,ursitz,NA,NA,neither,6,2334346,2337049
67,EC_subj_only,normal,EC_subj_only,normal,9,yosud,positive,50_60,paired_cs,9,2338071,2340550
67,EC_subj_only,normal,EC_subj_only,normal,10,hilejin,positive,30_40,paired_cs,7,2341568,2344502
67,EC_subj_only,normal,EC_subj_only,normal,11,doscho,negative,30_40,paired_cs,7,2345521,2346986
67,EC_subj_only,normal,EC_subj_only,normal,12,oesgubi,positive,70_80,paired_cs,6,2348005,2350815
67,EC_subj_only,normal,EC_subj_only,normal,13,uhnong,NA,NA,neither,7,2351834,2356462
67,EC_subj_only,normal,EC_subj_only,normal,14,fonstir,positive,50_60,paired_cs,8,2357481,2359960
67,EC_subj_only,normal,EC_subj_only,normal,15,umeuken,NA,NA,neither,7,2360980,2364475
67,EC_subj_only,normal,EC_subj_only,normal,16,polust,NA,NA,neither,10,2365494,2368195
67,EC_subj_only,normal,EC_subj_only,normal,17,fuhrrud,NA,NA,neither,11,2369214,2371566
67,EC_subj_only,normal,EC_subj_only,normal,18,uwimor,NA,NA,neither,8,2372585,2375506
67,EC_subj_only,normal,EC_subj_only,normal,19,furasti,positive,90_10,paired_cs,11,2376524,2380925
67,EC_subj_only,normal,EC_subj_only,normal,20,banzon,positive,70_80,paired_cs,10,2381944,2384877
67,EC_subj_only,normal,EC_subj_only,normal,21,sleshen,NA,NA,neither,6,2385896,2388102
67,EC_subj_only,normal,EC_subj_only,normal,22,kumutoa,positive,70_80,paired_cs,6,2389121,2391036
67,EC_subj_only,normal,EC_subj_only,normal,23,botuyn,negative,50_60,paired_cs,7,2392055,2394646
67,EC_subj_only,normal,EC_subj_only,normal,24,schese,positive,90_10,paired_cs,12,2395665,2397817
67,EC_subj_only,normal,EC_subj_only,normal,25,laumens,positive,50_60,paired_cs,6,2398836,2400524
67,EC_subj_only,normal,EC_subj_only,normal,26,kibono,negative,90_10,paired_cs,4,2401544,2404023
67,EC_subj_only,normal,EC_subj_only,normal,27,hiwawa,NA,NA,neither,5,2405042,2407067
67,EC_subj_only,normal,EC_subj_only,normal,28,gowann,negative,30_40,paired_cs,14,2408086,2412832
67,EC_subj_only,normal,EC_subj_only,normal,29,medan,negative,70_80,paired_cs,13,2413852,2415542
67,EC_subj_only,normal,EC_subj_only,normal,30,molkate,positive,90_10,paired_cs,12,2416561,2420623
67,EC_subj_only,normal,EC_subj_only,normal,31,stodeen,NA,NA,neither,10,2421642,2424359
67,EC_subj_only,normal,EC_subj_only,normal,32,offukt,negative,50_60,paired_cs,4,2425378,2427298
67,EC_subj_only,normal,EC_subj_only,normal,33,frask,NA,NA,neither,5,2428317,2430007
67,EC_subj_only,normal,EC_subj_only,normal,34,noste,negative,50_60,paired_cs,9,2431025,2433731
67,EC_subj_only,normal,EC_subj_only,normal,35,imstind,NA,NA,neither,6,2434755,2436900
67,EC_subj_only,normal,EC_subj_only,normal,36,ubajec,negative,90_10,paired_cs,2,2437919,2441414
67,EC_subj_only,normal,EC_subj_only,normal,37,jaciyn,positive,30_40,paired_cs,4,2442433,2444239
67,EC_subj_only,normal,EC_subj_only,normal,38,muoror,NA,NA,neither,4,2445257,2447961
67,EC_subj_only,normal,EC_subj_only,normal,39,ampfong,negative,90_10,paired_cs,4,2448980,2454061
