subject_nr,learning_condition,memory_condition,trial_nr,trial_type,cs_nr,block,blockhalf,cs_dur_level,filler,masking,us_valence,us_filename,cs_filename,mask,cs_duration,postmask_duration,us_duration,id_opt_1,id_opt_2,id_opt_3,id_opt_4,paired_opt_1,paired_opt_2,paired_opt_3,paired_opt_4,vf_neg,vf_pos,subj_1,subj_2,subj_3,subj_4,subj_5,subj_6,opt_1,opt_2,opt_3,opt_4,time_blank_show,time_fixation_dot_show,time_cs_us_show,time_postmask_show,time_us_show,time_valence_focus,time_subjective_rating,time_identification,time_logger
67,EC_subj_only,normal,0,subjective,cs15,1,first,70_80,no,yes,positive,1463.bmp,banzon,maske_8.bmp,80,50,2370,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,no,no,no,no,no,NA,NA,NA,NA,216038,216941,217044,217127,217181,219551,222382,NA,224390
67,EC_subj_only,normal,1,subjective,cs11,1,first,50_60,no,yes,positive,2160.bmp,fonstir,maske_9.bmp,50,50,2400,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,no,no,no,no,no,NA,NA,NA,NA,224535,225438,225541,225594,225647,228047,229043,NA,230392
67,EC_subj_only,normal,2,subjective,cs3,1,first,30_40,no,yes,positive,2091.bmp,hilejin,maske_8.bmp,30,50,2420,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,no,no,no,no,no,NA,NA,NA,NA,230524,231428,231531,231564,231617,234037,234878,NA,236001
67,EC_subj_only,normal,3,subjective,cs25,1,first,90_10,no,no,positive,4606.bmp,molkate,NA,90,50,2360,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,no,no,no,no,yes,no,NA,NA,NA,NA,236164,237067,237170,237263,237316,239676,240973,NA,244996
67,EC_subj_only,normal,4,subjective,cs21,1,first,90_10,no,no,positive,7502.bmp,furasti,NA,90,50,2360,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,no,yes,no,no,no,no,NA,NA,NA,NA,245153,246057,246160,246253,246306,248666,249666,NA,252584
67,EC_subj_only,normal,5,subjective,cs12,1,first,50_60,no,yes,negative,6530.bmp,offukt,maske_7.bmp,50,50,2400,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,no,no,no,no,no,NA,NA,NA,NA,252728,253631,253734,253787,253840,256240,260289,NA,261423
67,EC_subj_only,normal,6,subjective,cs19,1,first,70_80,no,yes,positive,4622.bmp,kumutoa,maske_5.bmp,80,50,2370,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,no,no,no,no,no,NA,NA,NA,NA,261588,262491,262594,262677,262730,265100,266399,NA,267974
67,EC_subj_only,normal,7,subjective,cs1,1,first,30_40,yes,yes,positive,8080.bmp,NA,maske_6.bmp,40,50,2410,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,no,no,no,no,no,NA,NA,NA,NA,268085,268988,269091,269134,269187,271597,272752,NA,273873
67,EC_subj_only,normal,8,subjective,cs16,1,first,70_80,no,yes,negative,9265.bmp,medan,maske_11.bmp,70,50,2380,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,yes,no,no,no,no,no,NA,NA,NA,NA,274015,274918,275021,275094,275147,277527,278608,NA,279504
67,EC_subj_only,normal,9,subjective,cs13,1,first,50_60,no,yes,positive,2150.bmp,yosud,maske_11.bmp,60,50,2390,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,no,no,no,no,no,NA,NA,NA,NA,279636,280539,280642,280705,280758,283148,284222,NA,285346
