subject_nr,learning_condition,memory_condition,condition_learning,condition_memory,trial_nr,cs_filename,us_valence,cs_dur_level,type,vm_pos,vm_neg,vm_dk,time_vm_form,time_vm_blank
64,EC_subj_obj,normal,EC_subj_obj,normal,0,trupfan,positive,30_40,distractor,yes,no,no,3553247,3560995
64,EC_subj_obj,normal,EC_subj_obj,normal,1,doscho,negative,70_80,distractor,no,no,yes,3562015,3564757
64,EC_subj_obj,normal,EC_subj_obj,normal,2,obacu,NA,NA,neither,no,no,yes,3565777,3569003
64,EC_subj_obj,normal,EC_subj_obj,normal,3,medan,positive,90_10,paired_cs,yes,no,no,3570022,3573998
64,EC_subj_obj,normal,EC_subj_obj,normal,4,umeuken,negative,30_40,distractor,no,no,yes,3575018,3577285
64,EC_subj_obj,normal,EC_subj_obj,normal,5,uhnong,positive,30_40,paired_cs,no,no,yes,3578307,3581131
64,EC_subj_obj,normal,EC_subj_obj,normal,6,larnist,negative,90_10,paired_cs,no,yes,no,3582150,3586895
64,EC_subj_obj,normal,EC_subj_obj,normal,7,botsy,negative,90_10,paired_cs,no,yes,no,3587914,3592255
64,EC_subj_obj,normal,EC_subj_obj,normal,8,tewok,negative,70_80,paired_cs,no,yes,no,3593274,3598945
64,EC_subj_obj,normal,EC_subj_obj,normal,9,permife,NA,NA,neither,no,no,yes,3599967,3601675
64,EC_subj_obj,normal,EC_subj_obj,normal,10,plonim,NA,NA,neither,no,no,yes,3602694,3604299
64,EC_subj_obj,normal,EC_subj_obj,normal,11,molkate,positive,90_10,paired_cs,yes,no,no,3605318,3608356
64,EC_subj_obj,normal,EC_subj_obj,normal,12,muoror,negative,90_10,distractor,no,no,yes,3609375,3611177
64,EC_subj_obj,normal,EC_subj_obj,normal,13,pimuide,negative,50_60,paired_cs,no,no,yes,3612196,3614568
64,EC_subj_obj,normal,EC_subj_obj,normal,14,laumens,positive,30_40,paired_cs,yes,no,no,3615587,3619928
64,EC_subj_obj,normal,EC_subj_obj,normal,15,imstind,negative,30_40,paired_cs,yes,no,no,3620948,3630487
64,EC_subj_obj,normal,EC_subj_obj,normal,16,schese,negative,50_60,distractor,yes,no,no,3631506,3637836
64,EC_subj_obj,normal,EC_subj_obj,normal,17,banzon,negative,50_60,paired_cs,no,no,yes,3638856,3640846
64,EC_subj_obj,normal,EC_subj_obj,normal,18,noste,NA,NA,neither,no,no,yes,3641868,3643661
64,EC_subj_obj,normal,EC_subj_obj,normal,19,sleshen,negative,90_10,paired_cs,yes,no,no,3644680,3650158
64,EC_subj_obj,normal,EC_subj_obj,normal,20,kumutoa,positive,70_80,paired_cs,yes,no,no,3651178,3656012
64,EC_subj_obj,normal,EC_subj_obj,normal,21,stodeen,positive,50_60,paired_cs,no,no,yes,3657032,3660070
64,EC_subj_obj,normal,EC_subj_obj,normal,22,offukt,positive,70_80,paired_cs,no,no,yes,3661094,3665720
64,EC_subj_obj,normal,EC_subj_obj,normal,23,frask,NA,NA,neither,no,no,yes,3666739,3667966
64,EC_subj_obj,normal,EC_subj_obj,normal,24,ampfong,positive,70_80,distractor,no,no,yes,3668985,3671443
64,EC_subj_obj,normal,EC_subj_obj,normal,25,novuui,positive,50_60,paired_cs,no,yes,no,3672462,3681166
64,EC_subj_obj,normal,EC_subj_obj,normal,26,ursitz,NA,NA,neither,no,no,yes,3682185,3684095
64,EC_subj_obj,normal,EC_subj_obj,normal,27,kibono,negative,30_40,paired_cs,no,yes,no,3685114,3687871
64,EC_subj_obj,normal,EC_subj_obj,normal,28,virlog,positive,70_80,paired_cs,yes,no,no,3688890,3693423
64,EC_subj_obj,normal,EC_subj_obj,normal,29,fuhrrud,NA,NA,neither,no,no,yes,3694442,3696150
64,EC_subj_obj,normal,EC_subj_obj,normal,30,sebjukt,NA,NA,neither,no,no,yes,3697170,3701424
64,EC_subj_obj,normal,EC_subj_obj,normal,31,ubajec,positive,90_10,paired_cs,no,no,yes,3702446,3704808
64,EC_subj_obj,normal,EC_subj_obj,normal,32,zofoll,negative,70_80,paired_cs,no,yes,no,3705827,3708558
64,EC_subj_obj,normal,EC_subj_obj,normal,33,polust,positive,30_40,paired_cs,no,yes,no,3709577,3716192
64,EC_subj_obj,normal,EC_subj_obj,normal,34,yosud,positive,90_10,distractor,no,no,yes,3717212,3718726
64,EC_subj_obj,normal,EC_subj_obj,normal,35,kiwehon,negative,50_60,paired_cs,no,no,yes,3719750,3721637
64,EC_subj_obj,normal,EC_subj_obj,normal,36,faloilo,negative,70_80,paired_cs,yes,no,no,3722657,3725497
64,EC_subj_obj,normal,EC_subj_obj,normal,37,kantekt,positive,50_60,paired_cs,yes,no,no,3726516,3731335
64,EC_subj_obj,normal,EC_subj_obj,normal,38,fonstir,positive,50_60,distractor,no,no,yes,3732354,3736250
64,EC_subj_obj,normal,EC_subj_obj,normal,39,hilejin,negative,30_40,paired_cs,no,no,yes,3737269,3739351
