subject_nr,learning_condition,memory_condition,condition_learning,condition_memory,trial_nr,cs_filename,us_valence,cs_dur_level,type,eval_rating,time_rating_form,time_rating_blank
39,EC_subj_only,inclusion,EC_subj_only,inclusion,0,tewok,negative,30_40,paired_cs,16,2057849,2063562
39,EC_subj_only,inclusion,EC_subj_only,inclusion,1,polust,positive,30_40,paired_cs,10,2064615,2070647
39,EC_subj_only,inclusion,EC_subj_only,inclusion,2,emkruas,negative,50_60,paired_cs,5,2071701,2074858
39,EC_subj_only,inclusion,EC_subj_only,inclusion,3,ampfong,NA,NA,neither,10,2075911,2080298
39,EC_subj_only,inclusion,EC_subj_only,inclusion,4,hiwawa,NA,NA,neither,4,2081352,2086415
39,EC_subj_only,inclusion,EC_subj_only,inclusion,5,sprong,NA,NA,neither,15,2087468,2090496
39,EC_subj_only,inclusion,EC_subj_only,inclusion,6,botuyn,NA,NA,neither,9,2091549,2096261
39,EC_subj_only,inclusion,EC_subj_only,inclusion,7,doscho,negative,90_10,paired_cs,2,2097315,2104152
39,EC_subj_only,inclusion,EC_subj_only,inclusion,8,kantekt,NA,NA,neither,11,2105205,2107995
39,EC_subj_only,inclusion,EC_subj_only,inclusion,9,faloilo,NA,NA,neither,3,2109048,2114437
39,EC_subj_only,inclusion,EC_subj_only,inclusion,10,ikzunt,negative,50_60,paired_cs,4,2115490,2119582
39,EC_subj_only,inclusion,EC_subj_only,inclusion,11,jaciyn,negative,50_60,paired_cs,18,2120635,2123807
39,EC_subj_only,inclusion,EC_subj_only,inclusion,12,oesgubi,positive,70_80,paired_cs,14,2124860,2128903
39,EC_subj_only,inclusion,EC_subj_only,inclusion,13,obacu,NA,NA,neither,13,2129957,2133064
39,EC_subj_only,inclusion,EC_subj_only,inclusion,14,zofoll,NA,NA,neither,2,2134117,2137474
39,EC_subj_only,inclusion,EC_subj_only,inclusion,15,ursitz,NA,NA,neither,8,2138527,2145656
39,EC_subj_only,inclusion,EC_subj_only,inclusion,16,uwimor,positive,90_10,paired_cs,14,2146710,2149717
39,EC_subj_only,inclusion,EC_subj_only,inclusion,17,schese,positive,70_80,paired_cs,18,2150770,2153857
39,EC_subj_only,inclusion,EC_subj_only,inclusion,18,hilejin,negative,90_10,paired_cs,15,2154910,2158152
39,EC_subj_only,inclusion,EC_subj_only,inclusion,19,kiwehon,NA,NA,neither,4,2159205,2162366
39,EC_subj_only,inclusion,EC_subj_only,inclusion,20,furasti,NA,NA,neither,3,2163419,2168361
39,EC_subj_only,inclusion,EC_subj_only,inclusion,21,umeuken,positive,90_10,paired_cs,7,2169414,2174776
39,EC_subj_only,inclusion,EC_subj_only,inclusion,22,pimuide,positive,50_60,paired_cs,4,2175830,2179390
39,EC_subj_only,inclusion,EC_subj_only,inclusion,23,permife,NA,NA,neither,5,2180443,2185591
39,EC_subj_only,inclusion,EC_subj_only,inclusion,24,fuhrrud,NA,NA,neither,18,2186644,2190339
39,EC_subj_only,inclusion,EC_subj_only,inclusion,25,sebjukt,NA,NA,neither,11,2191392,2196381
39,EC_subj_only,inclusion,EC_subj_only,inclusion,26,gowann,negative,70_80,paired_cs,16,2197435,2200111
39,EC_subj_only,inclusion,EC_subj_only,inclusion,27,fonstir,negative,30_40,paired_cs,9,2201164,2208699
39,EC_subj_only,inclusion,EC_subj_only,inclusion,28,misukor,negative,70_80,paired_cs,4,2209754,2213703
39,EC_subj_only,inclusion,EC_subj_only,inclusion,29,virlog,positive,50_60,paired_cs,3,2214757,2217295
39,EC_subj_only,inclusion,EC_subj_only,inclusion,30,kumutoa,NA,NA,neither,7,2218348,2222120
39,EC_subj_only,inclusion,EC_subj_only,inclusion,31,trupfan,negative,30_40,paired_cs,11,2223173,2231611
39,EC_subj_only,inclusion,EC_subj_only,inclusion,32,nalber,positive,50_60,paired_cs,13,2232664,2236510
39,EC_subj_only,inclusion,EC_subj_only,inclusion,33,plistuk,negative,70_80,paired_cs,15,2237563,2240537
39,EC_subj_only,inclusion,EC_subj_only,inclusion,34,medan,positive,70_80,paired_cs,19,2241591,2243579
39,EC_subj_only,inclusion,EC_subj_only,inclusion,35,plonim,positive,30_40,paired_cs,4,2244632,2248303
39,EC_subj_only,inclusion,EC_subj_only,inclusion,36,offukt,positive,90_10,paired_cs,5,2249356,2252693
39,EC_subj_only,inclusion,EC_subj_only,inclusion,37,sleshen,negative,90_10,paired_cs,1,2253746,2258532
39,EC_subj_only,inclusion,EC_subj_only,inclusion,38,uhnong,positive,30_40,paired_cs,4,2259585,2262343
39,EC_subj_only,inclusion,EC_subj_only,inclusion,39,kibono,NA,NA,neither,12,2263396,2265567
