subject_nr,learning_condition,memory_condition,trial_nr,trial_type,cs_nr,block,blockhalf,cs_dur_level,filler,masking,us_valence,us_filename,cs_filename,mask,cs_duration,postmask_duration,us_duration,id_opt_1,id_opt_2,id_opt_3,id_opt_4,paired_opt_1,paired_opt_2,paired_opt_3,paired_opt_4,vf_neg,vf_pos,subj_1,subj_2,subj_3,subj_4,subj_5,subj_6,opt_1,opt_2,opt_3,opt_4,time_blank_show,time_fixation_dot_show,time_cs_us_show,time_postmask_show,time_us_show,time_valence_focus,time_subjective_rating,time_identification,time_logger
82,EC_subj_only,inclusion,0,subjective,cs20,1,first,70_80,no,yes,negative,2141.bmp,ubajec,maske_5.bmp,70,50,2380,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,no,no,no,yes,no,no,NA,NA,NA,NA,456553,457457,457561,457635,457689,460069,463552,NA,468014
82,EC_subj_only,inclusion,1,subjective,cs1,1,first,30_40,yes,yes,positive,8420.bmp,NA,maske_12.bmp,30,50,2420,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,no,no,yes,no,no,no,NA,NA,NA,NA,468186,469091,469195,469230,469284,471704,474086,NA,483829
82,EC_subj_only,inclusion,2,subjective,cs4,1,first,30_40,no,yes,negative,3550.bmp,misukor,maske_11.bmp,40,50,2410,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,no,no,yes,no,no,no,NA,NA,NA,NA,484006,484911,485015,485060,485114,487524,488261,NA,492222
82,EC_subj_only,inclusion,3,subjective,cs2,1,first,30_40,yes,yes,negative,9435.bmp,NA,maske_2.bmp,30,50,2420,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,no,no,yes,no,no,no,NA,NA,NA,NA,492399,493304,493408,493443,493497,495917,496592,NA,500735
82,EC_subj_only,inclusion,4,subjective,cs18,1,first,70_80,no,yes,negative,9630.bmp,permife,maske_4.bmp,80,50,2370,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,no,no,no,yes,no,no,NA,NA,NA,NA,500913,501817,501922,502006,502060,504430,505115,NA,506517
82,EC_subj_only,inclusion,5,subjective,cs22,1,first,90_10,no,no,negative,9330.bmp,gowann,NA,90,50,2360,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,no,no,no,no,no,yes,NA,NA,NA,NA,506694,507598,507703,507797,507851,510211,510708,NA,514556
82,EC_subj_only,inclusion,6,subjective,cs9,1,first,50_60,no,yes,positive,5460.bmp,plonim,maske_9.bmp,60,50,2390,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,no,no,yes,no,no,no,NA,NA,NA,NA,514734,515638,515742,515806,515861,518251,519171,NA,522050
82,EC_subj_only,inclusion,7,subjective,cs3,1,first,30_40,no,yes,positive,5594.bmp,yosud,maske_1.bmp,30,50,2420,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,no,yes,no,no,no,no,NA,NA,NA,NA,522229,523133,523237,523271,523325,525745,528336,NA,534541
82,EC_subj_only,inclusion,8,subjective,cs8,1,first,30_40,no,yes,negative,9430.bmp,furasti,maske_5.bmp,30,50,2420,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,yes,no,no,no,no,no,NA,NA,NA,NA,534718,535622,535726,535760,535814,538234,539128,NA,540132
82,EC_subj_only,inclusion,9,subjective,cs11,1,first,50_60,no,yes,positive,8370.bmp,faloilo,maske_12.bmp,50,50,2400,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,no,no,yes,no,no,no,NA,NA,NA,NA,540310,541214,541320,541374,541428,543829,545111,NA,548189
