subject_nr,learning_condition,memory_condition,condition_learning,condition_memory,trial_nr,cs_filename,us_valence,cs_dur_level,type,vm_pos,vm_neg,vm_dk,time_vm_form,time_vm_blank
86,EC_subj_only,exclusion,EC_subj_only,exclusion,0,yosud,negative,70_80,paired_cs,no,yes,no,2717140,2722518
86,EC_subj_only,exclusion,EC_subj_only,exclusion,1,fonstir,NA,NA,neither,no,no,yes,2723537,2725333
86,EC_subj_only,exclusion,EC_subj_only,exclusion,2,uhnong,NA,NA,neither,no,no,yes,2726352,2727390
86,EC_subj_only,exclusion,EC_subj_only,exclusion,3,emkruas,negative,50_60,paired_cs,no,no,yes,2728409,2729547
86,EC_subj_only,exclusion,EC_subj_only,exclusion,4,gowann,NA,NA,neither,no,yes,no,2730566,2732553
86,EC_subj_only,exclusion,EC_subj_only,exclusion,5,medan,negative,50_60,paired_cs,no,no,yes,2733572,2734993
86,EC_subj_only,exclusion,EC_subj_only,exclusion,6,ursitz,NA,NA,neither,no,no,yes,2736012,2736959
86,EC_subj_only,exclusion,EC_subj_only,exclusion,7,muoror,NA,NA,neither,no,no,yes,2737978,2739021
86,EC_subj_only,exclusion,EC_subj_only,exclusion,8,kibono,negative,90_10,paired_cs,no,yes,no,2740040,2742121
86,EC_subj_only,exclusion,EC_subj_only,exclusion,9,ikzunt,positive,30_40,paired_cs,no,no,yes,2743140,2745410
86,EC_subj_only,exclusion,EC_subj_only,exclusion,10,virlog,positive,50_60,paired_cs,no,no,yes,2746430,2747468
86,EC_subj_only,exclusion,EC_subj_only,exclusion,11,imstind,negative,30_40,paired_cs,no,no,yes,2748487,2749152
86,EC_subj_only,exclusion,EC_subj_only,exclusion,12,faloilo,positive,70_80,paired_cs,yes,no,no,2750172,2751593
86,EC_subj_only,exclusion,EC_subj_only,exclusion,13,larnist,NA,NA,neither,no,no,yes,2752612,2754977
86,EC_subj_only,exclusion,EC_subj_only,exclusion,14,offukt,NA,NA,neither,no,no,yes,2755996,2757033
86,EC_subj_only,exclusion,EC_subj_only,exclusion,15,sprong,positive,90_10,paired_cs,yes,no,no,2758052,2759204
86,EC_subj_only,exclusion,EC_subj_only,exclusion,16,nalber,NA,NA,neither,no,no,yes,2760224,2761740
86,EC_subj_only,exclusion,EC_subj_only,exclusion,17,frask,NA,NA,neither,no,yes,no,2762759,2764085
86,EC_subj_only,exclusion,EC_subj_only,exclusion,18,doscho,NA,NA,neither,no,no,yes,2765104,2766052
86,EC_subj_only,exclusion,EC_subj_only,exclusion,19,furasti,positive,90_10,paired_cs,yes,no,no,2767071,2768489
86,EC_subj_only,exclusion,EC_subj_only,exclusion,20,obacu,negative,50_60,paired_cs,no,no,yes,2769511,2770833
86,EC_subj_only,exclusion,EC_subj_only,exclusion,21,kantekt,NA,NA,neither,no,no,yes,2771852,2772702
86,EC_subj_only,exclusion,EC_subj_only,exclusion,22,jaciyn,negative,70_80,paired_cs,no,no,yes,2773722,2775132
86,EC_subj_only,exclusion,EC_subj_only,exclusion,23,kiwehon,positive,50_60,paired_cs,no,no,yes,2776151,2776999
86,EC_subj_only,exclusion,EC_subj_only,exclusion,24,ampfong,negative,30_40,paired_cs,no,no,yes,2778022,2779921
86,EC_subj_only,exclusion,EC_subj_only,exclusion,25,tewok,NA,NA,neither,no,no,yes,2780940,2781791
86,EC_subj_only,exclusion,EC_subj_only,exclusion,26,schese,negative,90_10,paired_cs,no,yes,no,2782810,2784129
86,EC_subj_only,exclusion,EC_subj_only,exclusion,27,botsy,negative,30_40,paired_cs,no,yes,no,2785149,2786282
86,EC_subj_only,exclusion,EC_subj_only,exclusion,28,zofoll,NA,NA,neither,no,no,yes,2787301,2788718
86,EC_subj_only,exclusion,EC_subj_only,exclusion,29,laumens,NA,NA,neither,no,no,yes,2789737,2791339
86,EC_subj_only,exclusion,EC_subj_only,exclusion,30,botuyn,positive,90_10,paired_cs,yes,no,no,2792359,2793971
86,EC_subj_only,exclusion,EC_subj_only,exclusion,31,trupfan,positive,30_40,paired_cs,no,no,yes,2794990,2796597
86,EC_subj_only,exclusion,EC_subj_only,exclusion,32,molkate,positive,70_80,paired_cs,yes,no,no,2797617,2799509
86,EC_subj_only,exclusion,EC_subj_only,exclusion,33,sleshen,positive,50_60,paired_cs,no,no,yes,2800533,2802048
86,EC_subj_only,exclusion,EC_subj_only,exclusion,34,sebjukt,negative,90_10,paired_cs,no,yes,no,2803067,2804485
86,EC_subj_only,exclusion,EC_subj_only,exclusion,35,noste,NA,NA,neither,no,no,yes,2805504,2806451
86,EC_subj_only,exclusion,EC_subj_only,exclusion,36,kumutoa,positive,70_80,paired_cs,no,no,yes,2807470,2808225
86,EC_subj_only,exclusion,EC_subj_only,exclusion,37,misukor,NA,NA,neither,no,no,yes,2809249,2809911
86,EC_subj_only,exclusion,EC_subj_only,exclusion,38,plistuk,negative,70_80,paired_cs,no,no,yes,2810930,2811782
86,EC_subj_only,exclusion,EC_subj_only,exclusion,39,hilejin,positive,30_40,paired_cs,no,no,yes,2812801,2813935
