subject_nr,learning_condition,memory_condition,trial_nr,trial_type,cs_nr,block,blockhalf,cs_dur_level,filler,masking,us_valence,us_filename,cs_filename,mask,cs_duration,postmask_duration,us_duration,id_opt_1,id_opt_2,id_opt_3,id_opt_4,paired_opt_1,paired_opt_2,paired_opt_3,paired_opt_4,vf_neg,vf_pos,subj_1,subj_2,subj_3,subj_4,subj_5,subj_6,opt_1,opt_2,opt_3,opt_4,time_blank_show,time_fixation_dot_show,time_cs_us_show,time_postmask_show,time_us_show,time_valence_focus,time_subjective_rating,time_identification,time_logger
3,EC_only,inclusion,0,valence_only,cs3,1,first,30_40,no,yes,positive,8200.bmp,permife,maske_9.bmp,40,50,2410,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154848,155751,155854,155897,155950,158360,NA,NA,164642
3,EC_only,inclusion,1,valence_only,cs10,1,first,50_60,no,yes,negative,9006.bmp,stodeen,maske_10.bmp,60,50,2390,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164801,165704,165807,165870,165923,168313,NA,NA,169445
3,EC_only,inclusion,2,valence_only,cs8,1,first,30_40,no,yes,negative,3220.bmp,molkate,maske_7.bmp,40,50,2410,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,169594,170497,170600,170643,170696,173106,NA,NA,174990
3,EC_only,inclusion,3,valence_only,cs12,1,first,50_60,no,yes,negative,6311.bmp,fonstir,maske_4.bmp,60,50,2390,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175155,176058,176161,176224,176277,178667,NA,NA,179949
3,EC_only,inclusion,4,valence_only,cs17,1,first,70_80,no,yes,positive,8496.bmp,trupfan,maske_12.bmp,80,50,2370,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180121,181025,181128,181211,181264,183634,NA,NA,186383
3,EC_only,inclusion,5,valence_only,cs2,1,first,30_40,yes,yes,negative,9180.bmp,NA,maske_3.bmp,30,50,2420,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186520,187423,187526,187559,187612,190032,NA,NA,190714
3,EC_only,inclusion,6,valence_only,cs4,1,first,30_40,no,yes,negative,9830.bmp,botsy,maske_7.bmp,30,50,2420,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190875,191778,191881,191914,191967,194387,NA,NA,195221
3,EC_only,inclusion,7,valence_only,cs7,1,first,30_40,no,yes,positive,2091.bmp,botuyn,maske_11.bmp,30,50,2420,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,195382,196285,196388,196421,196474,198894,NA,NA,200339
3,EC_only,inclusion,8,valence_only,cs24,1,first,90_10,no,no,negative,9280.bmp,noste,NA,90,50,2360,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200506,201410,201513,201606,201659,204019,NA,NA,207116
3,EC_only,inclusion,9,valence_only,cs25,1,first,90_10,no,no,positive,1650.bmp,ursitz,NA,100,50,2350,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,207300,208203,208306,208409,208462,210812,NA,NA,212100
3,EC_only,inclusion,10,valence_only,cs22,1,first,90_10,no,no,negative,8485.bmp,plistuk,NA,100,50,2350,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212269,213172,213275,213378,213431,215781,NA,NA,216846
3,EC_only,inclusion,11,valence_only,cs6,1,first,30_40,no,yes,negative,9561.bmp,uwimor,maske_7.bmp,30,50,2420,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,217000,217903,218006,218039,218092,220513,NA,NA,222405
3,EC_only,inclusion,12,valence_only,cs21,1,first,90_10,no,no,positive,2791.bmp,pimuide,NA,100,50,2350,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222577,223481,223584,223687,223740,226090,NA,NA,227069
