subject_nr,learning_condition,memory_condition,condition_learning,condition_memory,trial_nr,cs_filename,us_valence,cs_dur_level,type,correct_us,us_opt_1,us_opt_2,us_opt_3,us_opt_4,us_opt_5,us_opt_6,im_opt_1,im_opt_2,im_opt_3,im_opt_4,im_opt_5,im_opt_6,im_opt_dk,time_im_form,time_im_blank
5,EC_subj_obj,exclusion,EC_subj_obj,exclusion,0,kibono,negative,90_10,distractor,9330.bmp,6555.bmp,2750.bmp,9520.bmp,3220.bmp,2900.bmp,9330.bmp,yes,no,no,no,no,no,no,2906192,2914005
5,EC_subj_obj,exclusion,EC_subj_obj,exclusion,1,oesgubi,positive,90_10,distractor,2058.bmp,5830.bmp,2058.bmp,7350.bmp,2091.bmp,2791.bmp,2080.bmp,no,no,no,no,no,no,yes,2915030,2918376
5,EC_subj_obj,exclusion,EC_subj_obj,exclusion,2,furasti,positive,30_40,paired_cs,7470.bmp,5830.bmp,2208.bmp,1463.bmp,5460.bmp,7470.bmp,2057.bmp,no,no,yes,no,no,no,no,2919401,2921528
5,EC_subj_obj,exclusion,EC_subj_obj,exclusion,3,muoror,negative,NA,neither,none_correct,9830.bmp,9220.bmp,6570.1.bmp,9280.bmp,3550.bmp,2900.bmp,yes,no,no,no,no,no,no,2922552,2926713
5,EC_subj_obj,exclusion,EC_subj_obj,exclusion,4,nalber,negative,30_40,paired_cs,2750.bmp,2750.bmp,9050.bmp,6242.bmp,9561.bmp,9180.bmp,6530.bmp,no,no,yes,no,no,no,no,2927738,2930437
5,EC_subj_obj,exclusion,EC_subj_obj,exclusion,5,stodeen,negative,70_80,paired_cs,9432.bmp,1525.bmp,9331.bmp,9432.bmp,2710.bmp,9007.bmp,9000.bmp,no,no,no,yes,no,no,no,2931461,2937157
5,EC_subj_obj,exclusion,EC_subj_obj,exclusion,6,virlog,negative,30_40,distractor,9280.bmp,3220.bmp,9006.bmp,6242.bmp,7380.bmp,9432.bmp,9280.bmp,no,no,no,no,no,no,yes,2938181,2943838
5,EC_subj_obj,exclusion,EC_subj_obj,exclusion,7,banzon,negative,NA,neither,none_correct,2900.bmp,2053.bmp,9342.bmp,2375.1.bmp,6555.bmp,3160.bmp,no,no,no,no,no,no,yes,2944862,2948396
5,EC_subj_obj,exclusion,EC_subj_obj,exclusion,8,godacht,positive,70_80,paired_cs,4606.bmp,5831.bmp,7580.bmp,4220.bmp,2791.bmp,4606.bmp,2070.bmp,no,no,no,no,no,yes,no,2949420,2951695
5,EC_subj_obj,exclusion,EC_subj_obj,exclusion,9,ampfong,positive,90_10,paired_cs,2050.bmp,2050.bmp,8540.bmp,8501.bmp,7502.bmp,2057.bmp,8170.bmp,no,yes,no,no,no,no,no,2952719,2954246
