subject_nr,learning_condition,memory_condition,condition_learning,condition_memory,trial_nr,cs_filename,us_valence,cs_dur_level,type,correct_us,us_opt_1,us_opt_2,us_opt_3,us_opt_4,us_opt_5,us_opt_6,im_opt_1,im_opt_2,im_opt_3,im_opt_4,im_opt_5,im_opt_6,im_opt_dk,time_im_form,time_im_blank
90,EC_subj_obj,exclusion,EC_subj_obj,exclusion,0,permife,negative,50_60,paired_cs,9342.bmp,9342.bmp,6831.bmp,3550.bmp,6838.bmp,9182.bmp,8485.bmp,no,no,no,no,yes,no,no,4087152,4093548
90,EC_subj_obj,exclusion,EC_subj_obj,exclusion,1,tewok,positive,90_10,paired_cs,2080.bmp,2311.bmp,8170.bmp,8200.bmp,7470.bmp,2080.bmp,2208.bmp,no,no,no,yes,no,no,no,4094573,4102299
90,EC_subj_obj,exclusion,EC_subj_obj,exclusion,2,kiwehon,positive,30_40,paired_cs,5629.bmp,4220.bmp,2050.bmp,1650.bmp,2150.bmp,2058.bmp,5629.bmp,no,no,no,no,no,no,yes,4103323,4105729
90,EC_subj_obj,exclusion,EC_subj_obj,exclusion,3,doscho,negative,NA,neither,none_correct,2141.bmp,9220.bmp,9560.bmp,9340.bmp,3300.bmp,2710.bmp,no,no,no,no,no,no,yes,4106753,4109478
90,EC_subj_obj,exclusion,EC_subj_obj,exclusion,4,hilejin,positive,NA,neither,none_correct,8190.bmp,2057.bmp,2040.bmp,1710.bmp,8420.bmp,2091.bmp,no,no,no,no,no,no,yes,4110502,4112129
90,EC_subj_obj,exclusion,EC_subj_obj,exclusion,5,banzon,positive,50_60,paired_cs,8080.bmp,2050.bmp,8080.bmp,5831.bmp,1463.bmp,2340.bmp,2660.bmp,no,no,no,no,no,no,yes,4113157,4115718
90,EC_subj_obj,exclusion,EC_subj_obj,exclusion,6,uwimor,negative,50_60,paired_cs,9500.bmp,9041.bmp,2276.bmp,9404.bmp,6311.bmp,9500.bmp,6242.bmp,no,no,no,no,no,no,yes,4116742,4119808
90,EC_subj_obj,exclusion,EC_subj_obj,exclusion,7,emkruas,negative,NA,neither,none_correct,9432.bmp,2900.bmp,2710.bmp,9280.bmp,9330.bmp,9830.bmp,no,no,no,no,no,no,yes,4120832,4122195
90,EC_subj_obj,exclusion,EC_subj_obj,exclusion,8,botsy,positive,70_80,distractor,7230.bmp,8496.bmp,5629.bmp,4220.bmp,7230.bmp,5910.bmp,1999.bmp,no,no,no,no,no,no,yes,4123219,4124493
90,EC_subj_obj,exclusion,EC_subj_obj,exclusion,9,faloilo,positive,NA,neither,none_correct,5594.bmp,8330.bmp,2660.bmp,8540.bmp,7350.bmp,2080.bmp,no,no,no,no,no,no,yes,4125520,4126626
90,EC_subj_obj,exclusion,EC_subj_obj,exclusion,10,hiwawa,negative,90_10,paired_cs,6831.bmp,9920.bmp,2900.bmp,6020.bmp,6831.bmp,9180.bmp,9050.bmp,no,no,no,yes,no,no,no,4127651,4132935
90,EC_subj_obj,exclusion,EC_subj_obj,exclusion,11,kumutoa,positive,30_40,paired_cs,8420.bmp,2160.bmp,2791.bmp,7580.bmp,5994.bmp,2091.bmp,8420.bmp,no,no,no,no,no,no,yes,4133959,4135675
90,EC_subj_obj,exclusion,EC_subj_obj,exclusion,12,stodeen,positive,90_10,distractor,5460.bmp,2340.bmp,5460.bmp,2208.bmp,2311.bmp,1463.bmp,5830.bmp,no,no,no,no,no,no,yes,4136700,4137552
90,EC_subj_obj,exclusion,EC_subj_obj,exclusion,13,larnist,positive,90_10,paired_cs,8540.bmp,8501.bmp,8540.bmp,5910.bmp,2057.bmp,5460.bmp,8190.bmp,no,no,yes,no,no,no,no,4138580,4144465
90,EC_subj_obj,exclusion,EC_subj_obj,exclusion,14,schese,negative,30_40,paired_cs,9007.bmp,9007.bmp,6570.1.bmp,9630.bmp,9500.bmp,9050.bmp,9561.bmp,no,no,no,no,no,no,yes,4145489,4147115
90,EC_subj_obj,exclusion,EC_subj_obj,exclusion,15,uhnong,negative,90_10,distractor,3550.bmp,7380.bmp,9265.bmp,3550.bmp,9561.bmp,6838.bmp,2750.bmp,no,no,no,no,no,no,yes,4148139,4150603
90,EC_subj_obj,exclusion,EC_subj_obj,exclusion,16,offukt,positive,70_80,paired_cs,2209.bmp,2070.bmp,2660.bmp,1440.bmp,2209.bmp,8501.bmp,2050.bmp,no,no,no,no,no,no,yes,4151627,4153153
90,EC_subj_obj,exclusion,EC_subj_obj,exclusion,17,obacu,negative,50_60,distractor,6020.bmp,9280.bmp,3550.bmp,9330.bmp,9102.bmp,9041.bmp,6020.bmp,no,yes,no,no,no,no,no,4154182,4156483
90,EC_subj_obj,exclusion,EC_subj_obj,exclusion,18,jaciyn,positive,90_10,paired_cs,8190.bmp,8190.bmp,2209.bmp,2071.bmp,7230.bmp,5830.bmp,2070.bmp,no,no,no,no,no,yes,no,4157507,4164681
90,EC_subj_obj,exclusion,EC_subj_obj,exclusion,19,sebjukt,negative,70_80,paired_cs,9630.bmp,9920.bmp,9007.bmp,9630.bmp,9340.bmp,1525.bmp,9265.bmp,no,no,no,no,yes,no,no,4165706,4168530
90,EC_subj_obj,exclusion,EC_subj_obj,exclusion,20,misukor,negative,70_80,distractor,2053.bmp,3220.bmp,3300.bmp,9500.bmp,2053.bmp,9182.bmp,6555.bmp,no,no,no,no,no,no,yes,4169554,4170921
90,EC_subj_obj,exclusion,EC_subj_obj,exclusion,21,fonstir,negative,70_80,paired_cs,9265.bmp,9265.bmp,9630.bmp,2053.bmp,9342.bmp,6831.bmp,2375.1.bmp,no,no,no,no,no,no,yes,4171949,4173142
90,EC_subj_obj,exclusion,EC_subj_obj,exclusion,22,ampfong,positive,50_60,paired_cs,5910.bmp,7230.bmp,2150.bmp,8200.bmp,5831.bmp,8540.bmp,5910.bmp,no,no,yes,no,no,no,no,4174166,4177922
90,EC_subj_obj,exclusion,EC_subj_obj,exclusion,23,laumens,positive,70_80,paired_cs,5994.bmp,8470.bmp,4622.bmp,5994.bmp,1440.bmp,8496.bmp,2791.bmp,yes,no,no,no,no,no,no,4178946,4180743
90,EC_subj_obj,exclusion,EC_subj_obj,exclusion,24,oesgubi,negative,70_80,paired_cs,9560.bmp,9342.bmp,2375.1.bmp,6020.bmp,9560.bmp,3220.bmp,6555.bmp,no,yes,no,no,no,no,no,4181767,4189292
90,EC_subj_obj,exclusion,EC_subj_obj,exclusion,25,gowann,negative,NA,neither,none_correct,9400.bmp,9830.bmp,2276.bmp,1525.bmp,9220.bmp,6311.bmp,no,no,no,no,no,no,yes,4190320,4191860
90,EC_subj_obj,exclusion,EC_subj_obj,exclusion,26,sleshen,positive,NA,neither,none_correct,1710.bmp,2057.bmp,8080.bmp,2900.2.bmp,4220.bmp,2040.bmp,no,no,no,no,no,no,yes,4192884,4193566
90,EC_subj_obj,exclusion,EC_subj_obj,exclusion,27,polust,negative,90_10,paired_cs,9421.bmp,9404.bmp,9421.bmp,9520.bmp,9435.bmp,6570.1.bmp,8485.bmp,no,no,no,no,no,no,yes,4194591,4196380
90,EC_subj_obj,exclusion,EC_subj_obj,exclusion,28,virlog,positive,70_80,paired_cs,2208.bmp,5460.bmp,2208.bmp,8330.bmp,7470.bmp,2040.bmp,2071.bmp,no,yes,no,no,no,no,no,4197404,4199282
90,EC_subj_obj,exclusion,EC_subj_obj,exclusion,29,pimuide,negative,30_40,paired_cs,7380.bmp,7380.bmp,9000.bmp,6242.bmp,9560.bmp,2141.bmp,9007.bmp,no,no,no,no,no,no,yes,4200322,4201866
90,EC_subj_obj,exclusion,EC_subj_obj,exclusion,30,molkate,negative,90_10,paired_cs,9404.bmp,9220.bmp,9435.bmp,9432.bmp,7380.bmp,9520.bmp,9404.bmp,no,yes,no,no,no,no,no,4202890,4207245
90,EC_subj_obj,exclusion,EC_subj_obj,exclusion,31,sprong,positive,30_40,distractor,8200.bmp,8200.bmp,2058.bmp,8470.bmp,8370.bmp,1650.bmp,2209.bmp,no,no,no,no,no,no,yes,4208269,4210569
90,EC_subj_obj,exclusion,EC_subj_obj,exclusion,32,fuhrrud,negative,30_40,distractor,3220.bmp,3300.bmp,3160.bmp,9421.bmp,9430.bmp,9180.bmp,3220.bmp,no,no,no,no,no,no,yes,4211593,4212363
90,EC_subj_obj,exclusion,EC_subj_obj,exclusion,33,frask,positive,50_60,paired_cs,1710.bmp,4606.bmp,1710.bmp,8420.bmp,7330.bmp,2058.bmp,8370.bmp,no,yes,no,no,no,no,no,4213387,4216888
90,EC_subj_obj,exclusion,EC_subj_obj,exclusion,34,zofoll,negative,30_40,paired_cs,2900.bmp,9432.bmp,9340.bmp,2900.bmp,9430.bmp,9421.bmp,9006.bmp,no,no,no,no,no,no,yes,4217912,4219617
90,EC_subj_obj,exclusion,EC_subj_obj,exclusion,35,novuui,negative,50_60,paired_cs,9000.bmp,9000.bmp,2710.bmp,2141.bmp,1525.bmp,9006.bmp,3160.bmp,no,no,yes,no,no,no,no,4220641,4227447
90,EC_subj_obj,exclusion,EC_subj_obj,exclusion,36,kibono,negative,NA,neither,none_correct,9000.bmp,2750.bmp,9102.bmp,9400.bmp,9280.bmp,2053.bmp,no,no,no,no,no,no,yes,4228471,4230182
90,EC_subj_obj,exclusion,EC_subj_obj,exclusion,37,kantekt,positive,50_60,distractor,2311.bmp,5629.bmp,7580.bmp,1650.bmp,2311.bmp,1999.bmp,5994.bmp,no,no,no,no,no,no,yes,4231206,4232404
90,EC_subj_obj,exclusion,EC_subj_obj,exclusion,38,nalber,positive,30_40,paired_cs,4622.bmp,7350.bmp,8080.bmp,2080.bmp,7330.bmp,4622.bmp,2160.bmp,no,no,no,no,no,no,yes,4233428,4234283
90,EC_subj_obj,exclusion,EC_subj_obj,exclusion,39,imstind,positive,NA,neither,none_correct,5594.bmp,4622.bmp,4606.bmp,2900.2.bmp,8170.bmp,8496.bmp,no,no,no,no,no,no,yes,4235307,4236413
