subject_nr,learning_condition,memory_condition,trial_nr,trial_type,cs_nr,block,blockhalf,cs_dur_level,filler,masking,us_valence,us_filename,cs_filename,mask,cs_duration,postmask_duration,us_duration,id_opt_1,id_opt_2,id_opt_3,id_opt_4,paired_opt_1,paired_opt_2,paired_opt_3,paired_opt_4,vf_neg,vf_pos,subj_1,subj_2,subj_3,subj_4,subj_5,subj_6,opt_1,opt_2,opt_3,opt_4,time_blank_show,time_fixation_dot_show,time_cs_us_show,time_postmask_show,time_us_show,time_valence_focus,time_subjective_rating,time_identification,time_logger
35,EC_subj_only,inclusion,0,subjective,cs8,1,first,30_40,no,yes,negative,9000.bmp,imstind,maske_8.bmp,40,50,2410,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,no,no,no,no,no,NA,NA,NA,NA,105675,106580,106684,106729,106784,109194,113122,NA,115117
35,EC_subj_only,inclusion,1,subjective,cs18,1,first,70_80,no,yes,negative,6311.bmp,plonim,maske_2.bmp,80,50,2370,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,yes,no,no,no,no,no,NA,NA,NA,NA,115292,116196,116300,116384,116438,118809,120224,NA,121466
35,EC_subj_only,inclusion,2,subjective,cs15,1,first,70_80,no,yes,positive,8496.bmp,pimuide,maske_7.bmp,80,50,2370,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,no,no,yes,no,no,no,NA,NA,NA,NA,121645,122550,122654,122738,122792,125162,126447,NA,130941
35,EC_subj_only,inclusion,3,subjective,cs14,1,first,50_60,no,yes,negative,3550.bmp,noste,maske_2.bmp,60,50,2390,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,yes,no,no,no,no,no,NA,NA,NA,NA,131120,132024,132128,132192,132246,134636,136129,NA,137019
35,EC_subj_only,inclusion,4,subjective,cs24,1,first,90_10,no,no,negative,6530.bmp,fonstir,NA,90,50,2360,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,no,no,no,no,yes,no,NA,NA,NA,NA,137195,138099,138203,138297,138351,140711,142674,NA,144347
35,EC_subj_only,inclusion,5,subjective,cs10,1,first,50_60,no,yes,negative,9920.bmp,sprong,maske_1.bmp,50,50,2400,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,yes,no,no,no,no,no,NA,NA,NA,NA,144525,145430,145534,145589,145643,148043,150108,NA,151110
35,EC_subj_only,inclusion,6,subjective,cs2,1,first,30_40,yes,yes,negative,3220.bmp,NA,maske_9.bmp,40,50,2410,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,yes,no,no,no,no,no,NA,NA,NA,NA,151287,152191,152295,152339,152394,154804,155535,NA,156448
35,EC_subj_only,inclusion,7,subjective,cs6,1,first,30_40,no,yes,negative,9182.bmp,faloilo,maske_7.bmp,30,50,2420,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,yes,no,no,no,no,no,NA,NA,NA,NA,156626,157530,157634,157668,157722,160142,161269,NA,162158
35,EC_subj_only,inclusion,8,subjective,cs3,1,first,30_40,no,yes,positive,5831.bmp,stodeen,maske_5.bmp,30,50,2420,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,no,no,no,no,no,NA,NA,NA,NA,162336,163241,163345,163379,163433,165854,167157,NA,168264
35,EC_subj_only,inclusion,9,subjective,cs5,1,first,30_40,no,yes,positive,8540.bmp,offukt,maske_6.bmp,30,50,2420,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,no,no,no,no,no,NA,NA,NA,NA,168442,169347,169452,169486,169540,171960,173126,NA,173938
