subject_nr,learning_condition,memory_condition,condition_learning,condition_memory,trial_nr,cs_filename,us_valence,cs_dur_level,type,vm_pos,vm_neg,vm_dk,time_vm_form,time_vm_blank
66,EC_only,normal,EC_only,normal,0,novuui,negative,90_10,paired_cs,no,yes,no,2039876,2043725
66,EC_only,normal,EC_only,normal,1,polust,positive,70_80,paired_cs,yes,no,no,2044744,2046249
66,EC_only,normal,EC_only,normal,2,ampfong,NA,NA,neither,no,no,yes,2047268,2049903
66,EC_only,normal,EC_only,normal,3,yosud,NA,NA,neither,no,no,yes,2050923,2052238
66,EC_only,normal,EC_only,normal,4,faloilo,NA,NA,neither,no,no,yes,2053257,2054582
66,EC_only,normal,EC_only,normal,5,offukt,NA,NA,neither,no,no,yes,2055602,2057580
66,EC_only,normal,EC_only,normal,6,botsy,NA,NA,neither,no,no,yes,2058599,2059635
66,EC_only,normal,EC_only,normal,7,tewok,positive,50_60,paired_cs,no,no,yes,2060654,2061784
66,EC_only,normal,EC_only,normal,8,obacu,positive,50_60,paired_cs,no,no,yes,2062803,2063748
66,EC_only,normal,EC_only,normal,9,pimuide,negative,30_40,paired_cs,no,no,yes,2064767,2065522
66,EC_only,normal,EC_only,normal,10,zofoll,positive,90_10,paired_cs,yes,no,no,2066541,2068150
66,EC_only,normal,EC_only,normal,11,doscho,negative,30_40,paired_cs,no,no,yes,2069169,2070676
66,EC_only,normal,EC_only,normal,12,kantekt,NA,NA,neither,no,no,yes,2071696,2072450
66,EC_only,normal,EC_only,normal,13,fuhrrud,NA,NA,neither,no,no,yes,2073469,2075916
66,EC_only,normal,EC_only,normal,14,virlog,negative,50_60,paired_cs,no,no,yes,2076935,2077789
66,EC_only,normal,EC_only,normal,15,jaciyn,NA,NA,neither,no,no,yes,2078808,2079657
66,EC_only,normal,EC_only,normal,16,stodeen,negative,50_60,paired_cs,no,no,yes,2080676,2081432
66,EC_only,normal,EC_only,normal,17,muoror,NA,NA,neither,no,no,yes,2082451,2083204
66,EC_only,normal,EC_only,normal,18,banzon,positive,30_40,paired_cs,no,no,yes,2084223,2085367
66,EC_only,normal,EC_only,normal,19,trupfan,negative,50_60,paired_cs,no,no,yes,2086386,2087046
66,EC_only,normal,EC_only,normal,20,ursitz,negative,70_80,paired_cs,no,no,yes,2088065,2089103
66,EC_only,normal,EC_only,normal,21,plistuk,positive,30_40,paired_cs,no,no,yes,2090122,2091155
66,EC_only,normal,EC_only,normal,22,permife,NA,NA,neither,no,no,yes,2092174,2093024
66,EC_only,normal,EC_only,normal,23,sebjukt,negative,70_80,paired_cs,no,no,yes,2094046,2096595
66,EC_only,normal,EC_only,normal,24,laumens,positive,70_80,paired_cs,yes,no,no,2097614,2099216
66,EC_only,normal,EC_only,normal,25,hilejin,negative,90_10,paired_cs,no,yes,no,2100235,2101742
66,EC_only,normal,EC_only,normal,26,nalber,negative,30_40,paired_cs,no,no,yes,2102761,2104178
66,EC_only,normal,EC_only,normal,27,plonim,positive,30_40,paired_cs,no,no,yes,2105202,2106237
66,EC_only,normal,EC_only,normal,28,kumutoa,negative,90_10,paired_cs,no,yes,no,2107256,2109805
66,EC_only,normal,EC_only,normal,29,umeuken,positive,90_10,paired_cs,yes,no,no,2110824,2111956
66,EC_only,normal,EC_only,normal,30,imstind,NA,NA,neither,no,no,yes,2112975,2114303
66,EC_only,normal,EC_only,normal,31,larnist,positive,50_60,paired_cs,no,no,yes,2115322,2116173
66,EC_only,normal,EC_only,normal,32,kiwehon,positive,70_80,paired_cs,no,no,yes,2117192,2117946
66,EC_only,normal,EC_only,normal,33,uhnong,NA,NA,neither,no,yes,no,2118965,2120379
66,EC_only,normal,EC_only,normal,34,fonstir,positive,90_10,paired_cs,no,no,yes,2121399,2123572
66,EC_only,normal,EC_only,normal,35,oesgubi,negative,70_80,paired_cs,no,no,yes,2124591,2125725
66,EC_only,normal,EC_only,normal,36,gowann,NA,NA,neither,no,no,yes,2126747,2127601
66,EC_only,normal,EC_only,normal,37,godacht,NA,NA,neither,no,no,yes,2128620,2129285
66,EC_only,normal,EC_only,normal,38,sleshen,NA,NA,neither,no,no,yes,2130304,2131059
66,EC_only,normal,EC_only,normal,39,frask,NA,NA,neither,no,no,yes,2132079,2132927
