subject_nr,learning_condition,memory_condition,trial_nr,trial_type,cs_nr,block,blockhalf,cs_dur_level,filler,masking,us_valence,us_filename,cs_filename,mask,cs_duration,postmask_duration,us_duration,id_opt_1,id_opt_2,id_opt_3,id_opt_4,paired_opt_1,paired_opt_2,paired_opt_3,paired_opt_4,vf_neg,vf_pos,subj_1,subj_2,subj_3,subj_4,subj_5,subj_6,opt_1,opt_2,opt_3,opt_4,time_blank_show,time_fixation_dot_show,time_cs_us_show,time_postmask_show,time_us_show,time_valence_focus,time_subjective_rating,time_identification,time_logger
16,EC_subj_obj,normal,0,objective,cs4,1,first,30_40,no,yes,negative,9265.bmp,molkate,maske_11.bmp,40,50,2410,sleshen,botsy,molkate,kantekt,unpaired,other_cs,current_cs,other_cs,yes,no,NA,NA,NA,NA,NA,NA,no,yes,no,no,660689,661592,661695,661738,661791,664201,NA,672849,681544
16,EC_subj_obj,normal,1,objective,cs8,1,first,30_40,no,yes,negative,2375.1.bmp,botsy,maske_11.bmp,40,50,2410,kantekt,molkate,botsy,sleshen,other_cs,other_cs,current_cs,unpaired,yes,no,NA,NA,NA,NA,NA,NA,yes,no,no,no,681666,682569,682672,682715,682768,685178,NA,701473,710850
16,EC_subj_obj,normal,2,subjective,cs22,1,first,90_10,no,no,negative,2053.bmp,ikzunt,NA,100,50,2350,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,no,no,no,no,no,yes,NA,NA,NA,NA,710999,711903,712006,712109,712162,714512,718787,NA,724257
16,EC_subj_obj,normal,3,subjective,cs1,1,first,30_40,yes,yes,positive,8420.bmp,NA,maske_7.bmp,40,50,2410,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,no,no,no,no,no,NA,NA,NA,NA,724368,725271,725374,725417,725470,727880,732910,NA,739097
16,EC_subj_obj,normal,4,objective,cs21,1,first,90_10,no,no,positive,2340.bmp,kumutoa,NA,100,50,2350,medan,nalber,gowann,kumutoa,other_cs,other_cs,unpaired,current_cs,no,yes,NA,NA,NA,NA,NA,NA,no,no,no,yes,739257,740160,740263,740366,740419,742769,NA,745628,747834
16,EC_subj_obj,normal,5,objective,cs3,1,first,30_40,no,yes,positive,2150.bmp,plonim,maske_6.bmp,30,50,2420,plonim,zofoll,emkruas,permife,current_cs,other_cs,unpaired,other_cs,no,yes,NA,NA,NA,NA,NA,NA,no,no,yes,no,747956,748859,748962,748995,749048,751468,NA,758968,763357
16,EC_subj_obj,normal,6,objective,cs15,1,first,70_80,no,yes,positive,2091.bmp,sprong,maske_8.bmp,80,50,2370,sprong,ampfong,umeuken,noste,current_cs,unpaired,other_cs,other_cs,no,yes,NA,NA,NA,NA,NA,NA,yes,no,no,no,763505,764408,764511,764594,764647,767017,NA,769366,770866
16,EC_subj_obj,normal,7,subjective,cs16,1,first,70_80,no,yes,negative,9050.bmp,hilejin,maske_6.bmp,80,50,2370,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,no,no,no,no,no,yes,NA,NA,NA,NA,771006,771909,772012,772095,772148,774518,778495,NA,784236
16,EC_subj_obj,normal,8,subjective,cs25,1,first,90_10,no,no,positive,2160.bmp,medan,NA,90,50,2360,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,no,no,no,no,no,yes,NA,NA,NA,NA,784383,785286,785389,785482,785535,787895,790220,NA,795702
16,EC_subj_obj,normal,9,subjective,cs11,1,first,50_60,no,yes,positive,1440.bmp,botuyn,maske_9.bmp,50,50,2400,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,no,no,no,no,no,NA,NA,NA,NA,795841,796744,796847,796900,796953,799353,803409,NA,809132
