subject_nr,learning_condition,memory_condition,condition_learning,condition_memory,trial_nr,cs_filename,us_valence,cs_dur_level,type,correct_us,us_opt_1,us_opt_2,us_opt_3,us_opt_4,us_opt_5,us_opt_6,im_opt_1,im_opt_2,im_opt_3,im_opt_4,im_opt_5,im_opt_6,im_opt_dk,time_im_form,time_im_blank
45,EC_only,exclusion,EC_only,exclusion,0,kantekt,negative,NA,neither,none_correct,9920.bmp,9430.bmp,9006.bmp,2053.bmp,9340.bmp,9220.bmp,no,no,yes,no,no,no,no,1839547,1842840
45,EC_only,exclusion,EC_only,exclusion,1,doscho,positive,70_80,paired_cs,4606.bmp,7330.bmp,4606.bmp,2091.bmp,1440.bmp,2057.bmp,7580.bmp,no,yes,no,no,no,no,no,1843866,1844632
45,EC_only,exclusion,EC_only,exclusion,2,oesgubi,positive,90_10,paired_cs,7330.bmp,8496.bmp,1710.bmp,5460.bmp,2071.bmp,7330.bmp,2160.bmp,yes,no,no,no,no,no,no,1845657,1846251
45,EC_only,exclusion,EC_only,exclusion,3,trupfan,positive,50_60,distractor,none_correct,2791.bmp,2050.bmp,8470.bmp,8330.bmp,5629.bmp,8190.bmp,no,no,no,yes,no,no,no,1847275,1847533
45,EC_only,exclusion,EC_only,exclusion,4,ampfong,negative,90_10,distractor,none_correct,9520.bmp,3300.bmp,3160.bmp,8485.bmp,9102.bmp,7380.bmp,no,no,no,no,yes,no,no,1848558,1848730
45,EC_only,exclusion,EC_only,exclusion,5,sebjukt,positive,30_40,distractor,none_correct,8496.bmp,1999.bmp,8200.bmp,2080.bmp,1650.bmp,5594.bmp,no,no,no,no,no,yes,no,1849754,1850094
45,EC_only,exclusion,EC_only,exclusion,6,furasti,positive,70_80,distractor,none_correct,8170.bmp,2071.bmp,4220.bmp,5831.bmp,2150.bmp,8370.bmp,no,no,yes,no,no,no,no,1851119,1851884
45,EC_only,exclusion,EC_only,exclusion,7,yosud,negative,NA,neither,none_correct,9220.bmp,9520.bmp,9404.bmp,9340.bmp,9331.bmp,9265.bmp,no,yes,no,no,no,no,no,1852909,1853165
45,EC_only,exclusion,EC_only,exclusion,8,godacht,positive,50_60,paired_cs,7502.bmp,5460.bmp,2050.bmp,7502.bmp,2150.bmp,2550.bmp,7580.bmp,yes,no,no,no,no,no,no,1854192,1854448
45,EC_only,exclusion,EC_only,exclusion,9,imstind,positive,NA,neither,none_correct,2791.bmp,7470.bmp,8540.bmp,1999.bmp,8080.bmp,8496.bmp,no,no,no,yes,no,no,no,1855472,1855730
45,EC_only,exclusion,EC_only,exclusion,10,novuui,positive,30_40,paired_cs,1440.bmp,7230.bmp,8420.bmp,1440.bmp,1463.bmp,2208.bmp,5594.bmp,no,no,no,no,yes,no,no,1856754,1857012
45,EC_only,exclusion,EC_only,exclusion,11,banzon,positive,50_60,paired_cs,1463.bmp,1463.bmp,5910.bmp,4606.bmp,7350.bmp,5831.bmp,8170.bmp,no,no,no,no,no,yes,no,1858036,1858290
45,EC_only,exclusion,EC_only,exclusion,12,noste,positive,70_80,paired_cs,2208.bmp,2340.bmp,2900.2.bmp,2208.bmp,2057.bmp,4622.bmp,2160.bmp,no,no,no,no,no,yes,no,1859317,1859574
45,EC_only,exclusion,EC_only,exclusion,13,faloilo,negative,NA,neither,none_correct,9331.bmp,9432.bmp,9421.bmp,9000.bmp,6530.bmp,9180.bmp,no,no,no,no,yes,no,no,1860599,1860770
45,EC_only,exclusion,EC_only,exclusion,14,misukor,positive,90_10,distractor,none_correct,8420.bmp,2208.bmp,8330.bmp,5830.bmp,2791.bmp,2040.bmp,no,no,no,yes,no,no,no,1861794,1862051
45,EC_only,exclusion,EC_only,exclusion,15,larnist,negative,30_40,paired_cs,6242.bmp,2375.1.bmp,6311.bmp,9435.bmp,6555.bmp,6242.bmp,3300.bmp,yes,no,no,no,no,no,no,1863076,1863331
45,EC_only,exclusion,EC_only,exclusion,16,plistuk,negative,50_60,distractor,none_correct,6242.bmp,9000.bmp,9041.bmp,9331.bmp,6831.bmp,9830.bmp,no,yes,no,no,no,no,no,1864359,1864530
45,EC_only,exclusion,EC_only,exclusion,17,frask,negative,90_10,paired_cs,9342.bmp,2276.bmp,9432.bmp,9560.bmp,9182.bmp,9342.bmp,6311.bmp,no,no,yes,no,no,no,no,1865555,1865898
