subject_nr,learning_condition,memory_condition,condition_learning,condition_memory,trial_nr,cs_filename,us_valence,cs_dur_level,type,vm_pos,vm_neg,vm_dk,time_vm_form,time_vm_blank
3,EC_only,inclusion,EC_only,inclusion,0,plonim,NA,NA,neither,no,yes,no,2206666,2212992
3,EC_only,inclusion,EC_only,inclusion,1,hilejin,NA,NA,neither,no,no,yes,2214011,2217584
3,EC_only,inclusion,EC_only,inclusion,2,permife,positive,30_40,paired_cs,no,no,yes,2218603,2220674
3,EC_only,inclusion,EC_only,inclusion,3,kiwehon,NA,NA,neither,no,no,yes,2221694,2224521
3,EC_only,inclusion,EC_only,inclusion,4,uwimor,negative,30_40,paired_cs,no,no,yes,2225540,2228836
3,EC_only,inclusion,EC_only,inclusion,5,stodeen,negative,50_60,paired_cs,no,no,yes,2229855,2232316
3,EC_only,inclusion,EC_only,inclusion,6,trupfan,positive,70_80,paired_cs,no,no,yes,2233337,2236449
3,EC_only,inclusion,EC_only,inclusion,7,virlog,NA,NA,neither,no,no,yes,2237468,2239832
3,EC_only,inclusion,EC_only,inclusion,8,molkate,negative,30_40,paired_cs,no,no,yes,2240851,2243022
3,EC_only,inclusion,EC_only,inclusion,9,faloilo,NA,NA,neither,no,no,yes,2244041,2246016
3,EC_only,inclusion,EC_only,inclusion,10,polust,NA,NA,neither,no,no,yes,2247038,2250147
3,EC_only,inclusion,EC_only,inclusion,11,botuyn,positive,30_40,paired_cs,no,no,yes,2251166,2253712
3,EC_only,inclusion,EC_only,inclusion,12,uhnong,negative,70_80,paired_cs,no,no,yes,2254731,2257179
3,EC_only,inclusion,EC_only,inclusion,13,medan,negative,70_80,paired_cs,no,no,yes,2258198,2259617
3,EC_only,inclusion,EC_only,inclusion,14,fuhrrud,negative,70_80,paired_cs,no,no,yes,2260640,2267051
3,EC_only,inclusion,EC_only,inclusion,15,doscho,positive,30_40,paired_cs,no,no,yes,2268070,2270530
3,EC_only,inclusion,EC_only,inclusion,16,fonstir,negative,50_60,paired_cs,no,yes,no,2271549,2276272
3,EC_only,inclusion,EC_only,inclusion,17,furasti,positive,90_10,paired_cs,yes,no,no,2277291,2279177
3,EC_only,inclusion,EC_only,inclusion,18,ursitz,positive,90_10,paired_cs,yes,no,no,2280197,2281897
3,EC_only,inclusion,EC_only,inclusion,19,obacu,positive,70_80,paired_cs,no,no,yes,2282916,2284898
3,EC_only,inclusion,EC_only,inclusion,20,novuui,positive,70_80,paired_cs,no,no,yes,2285917,2288654
3,EC_only,inclusion,EC_only,inclusion,21,tewok,NA,NA,neither,no,no,yes,2289674,2291747
3,EC_only,inclusion,EC_only,inclusion,22,zofoll,NA,NA,neither,no,no,yes,2292766,2294939
3,EC_only,inclusion,EC_only,inclusion,23,sleshen,negative,90_10,paired_cs,no,yes,no,2295958,2297463
3,EC_only,inclusion,EC_only,inclusion,24,noste,negative,90_10,paired_cs,no,yes,no,2298482,2300758
3,EC_only,inclusion,EC_only,inclusion,25,nalber,NA,NA,neither,no,no,yes,2301777,2305372
3,EC_only,inclusion,EC_only,inclusion,26,plistuk,negative,90_10,paired_cs,yes,no,no,2306391,2315953
3,EC_only,inclusion,EC_only,inclusion,27,emkruas,NA,NA,neither,no,no,yes,2316972,2319245
3,EC_only,inclusion,EC_only,inclusion,28,umeuken,positive,50_60,paired_cs,no,no,yes,2320265,2322246
3,EC_only,inclusion,EC_only,inclusion,29,pimuide,positive,90_10,paired_cs,yes,no,no,2323265,2324683
3,EC_only,inclusion,EC_only,inclusion,30,schese,negative,50_60,paired_cs,no,no,yes,2325703,2327303
3,EC_only,inclusion,EC_only,inclusion,31,larnist,NA,NA,neither,no,no,yes,2328325,2331630
3,EC_only,inclusion,EC_only,inclusion,32,laumens,positive,50_60,paired_cs,no,no,yes,2332649,2334727
3,EC_only,inclusion,EC_only,inclusion,33,hiwawa,NA,NA,neither,no,no,yes,2335746,2338680
3,EC_only,inclusion,EC_only,inclusion,34,botsy,negative,30_40,paired_cs,no,no,yes,2339699,2346378
3,EC_only,inclusion,EC_only,inclusion,35,offukt,NA,NA,neither,no,no,yes,2347402,2350147
3,EC_only,inclusion,EC_only,inclusion,36,kantekt,NA,NA,neither,no,no,yes,2351166,2355897
3,EC_only,inclusion,EC_only,inclusion,37,sprong,NA,NA,neither,no,no,yes,2356917,2360037
3,EC_only,inclusion,EC_only,inclusion,38,frask,NA,NA,neither,no,no,yes,2361056,2364742
3,EC_only,inclusion,EC_only,inclusion,39,ampfong,positive,50_60,paired_cs,no,no,yes,2365762,2371521
