subject_nr,learning_condition,memory_condition,condition_learning,condition_memory,trial_nr,cs_filename,us_valence,cs_dur_level,type,correct_us,us_opt_1,us_opt_2,us_opt_3,us_opt_4,us_opt_5,us_opt_6,im_opt_1,im_opt_2,im_opt_3,im_opt_4,im_opt_5,im_opt_6,im_opt_dk,time_im_form,time_im_blank
53,EC_only,exclusion,EC_only,exclusion,0,uwimor,negative,90_10,paired_cs,9561.bmp,9561.bmp,9331.bmp,9630.bmp,9180.bmp,9265.bmp,7380.bmp,no,no,no,no,no,no,yes,2291371,2296779
53,EC_only,exclusion,EC_only,exclusion,1,fonstir,negative,70_80,paired_cs,3160.bmp,9404.bmp,2750.bmp,6555.bmp,3160.bmp,9330.bmp,6831.bmp,no,no,no,no,no,yes,no,2297804,2302462
53,EC_only,exclusion,EC_only,exclusion,2,misukor,negative,30_40,distractor,none_correct,7380.bmp,9560.bmp,9561.bmp,6530.bmp,9102.bmp,9220.bmp,no,no,no,no,no,no,yes,2303487,2306839
53,EC_only,exclusion,EC_only,exclusion,3,ikzunt,positive,90_10,paired_cs,2791.bmp,2791.bmp,8330.bmp,2091.bmp,2208.bmp,8420.bmp,8190.bmp,no,no,no,no,yes,no,no,2307863,2312207
53,EC_only,exclusion,EC_only,exclusion,4,doscho,negative,30_40,paired_cs,2750.bmp,9007.bmp,9630.bmp,3160.bmp,6838.bmp,9340.bmp,2750.bmp,no,no,no,no,no,no,yes,2313233,2316556
53,EC_only,exclusion,EC_only,exclusion,5,emkruas,positive,50_60,paired_cs,2150.bmp,2150.bmp,2040.bmp,8540.bmp,2080.bmp,7580.bmp,8501.bmp,no,no,yes,no,no,no,no,2317580,2322409
53,EC_only,exclusion,EC_only,exclusion,6,uhnong,positive,50_60,paired_cs,7580.bmp,7580.bmp,8470.bmp,2311.bmp,2050.bmp,2340.bmp,2150.bmp,no,no,no,no,no,no,yes,2323434,2326533
53,EC_only,exclusion,EC_only,exclusion,7,virlog,negative,70_80,distractor,none_correct,6311.bmp,9920.bmp,9331.bmp,9520.bmp,9182.bmp,9006.bmp,no,no,no,no,no,no,yes,2327558,2330052
53,EC_only,exclusion,EC_only,exclusion,8,botuyn,positive,30_40,paired_cs,2660.bmp,7330.bmp,2071.bmp,7470.bmp,2160.bmp,2660.bmp,5831.bmp,no,no,no,no,no,no,yes,2331079,2337093
53,EC_only,exclusion,EC_only,exclusion,9,molkate,negative,70_80,paired_cs,2276.bmp,9404.bmp,9560.bmp,6020.bmp,2276.bmp,9102.bmp,9220.bmp,no,no,yes,no,no,no,no,2338117,2342941
53,EC_only,exclusion,EC_only,exclusion,10,plistuk,negative,50_60,paired_cs,9265.bmp,9007.bmp,3550.bmp,6311.bmp,9265.bmp,9006.bmp,3160.bmp,no,no,no,no,no,no,yes,2343965,2346034
53,EC_only,exclusion,EC_only,exclusion,11,imstind,positive,70_80,distractor,none_correct,4220.bmp,5830.bmp,2070.bmp,8370.bmp,2071.bmp,2058.bmp,no,no,no,no,no,no,yes,2347058,2350160
53,EC_only,exclusion,EC_only,exclusion,12,kantekt,negative,50_60,paired_cs,2710.bmp,1525.bmp,6242.bmp,9265.bmp,9400.bmp,2710.bmp,6020.bmp,no,no,no,no,no,no,yes,2351188,2354706
53,EC_only,exclusion,EC_only,exclusion,13,kiwehon,negative,NA,neither,none_correct,9340.bmp,6530.bmp,6242.bmp,9500.bmp,6570.1.bmp,9421.bmp,no,no,no,no,no,no,yes,2355730,2357713
53,EC_only,exclusion,EC_only,exclusion,14,stodeen,negative,50_60,paired_cs,1525.bmp,9041.bmp,9430.bmp,6838.bmp,1525.bmp,9520.bmp,9435.bmp,no,no,no,no,no,no,yes,2358737,2360625
53,EC_only,exclusion,EC_only,exclusion,15,jaciyn,positive,NA,neither,none_correct,2160.bmp,2057.bmp,5830.bmp,8080.bmp,2550.bmp,8190.bmp,no,no,no,no,no,no,yes,2361649,2363629
53,EC_only,exclusion,EC_only,exclusion,16,fuhrrud,negative,70_80,paired_cs,3220.bmp,2375.1.bmp,3220.bmp,9400.bmp,2141.bmp,8485.bmp,3300.bmp,yes,no,no,no,no,no,no,2364657,2368534
53,EC_only,exclusion,EC_only,exclusion,17,trupfan,negative,90_10,paired_cs,9520.bmp,3550.bmp,9330.bmp,6311.bmp,6242.bmp,9520.bmp,6831.bmp,no,no,yes,no,no,no,no,2369558,2372856
53,EC_only,exclusion,EC_only,exclusion,18,medan,positive,70_80,paired_cs,4606.bmp,4622.bmp,7230.bmp,5460.bmp,5994.bmp,2209.bmp,4606.bmp,no,yes,no,no,no,no,no,2373880,2377153
53,EC_only,exclusion,EC_only,exclusion,19,hiwawa,positive,90_10,distractor,none_correct,2550.bmp,2050.bmp,7330.bmp,2340.bmp,4220.bmp,2058.bmp,no,no,no,no,no,no,yes,2378177,2381633
