subject_nr,learning_condition,memory_condition,condition_learning,condition_memory,trial_nr,cs_filename,us_valence,cs_dur_level,type,correct_us,us_opt_1,us_opt_2,us_opt_3,us_opt_4,us_opt_5,us_opt_6,im_opt_1,im_opt_2,im_opt_3,im_opt_4,im_opt_5,im_opt_6,im_opt_dk,time_im_form,time_im_blank
52,EC_only,inclusion,EC_only,inclusion,0,kiwehon,negative,30_40,paired_cs,9006.bmp,2710.bmp,9006.bmp,9430.bmp,9007.bmp,6570.1.bmp,1525.bmp,no,no,no,no,no,no,yes,1910415,1915536
52,EC_only,inclusion,EC_only,inclusion,1,molkate,negative,30_40,paired_cs,6831.bmp,9220.bmp,3220.bmp,6831.bmp,9000.bmp,9500.bmp,9265.bmp,no,no,no,no,no,no,yes,1916561,1917498
52,EC_only,inclusion,EC_only,inclusion,2,sleshen,positive,30_40,distractor,none_correct,8080.bmp,2550.bmp,2900.2.bmp,2091.bmp,8200.bmp,2058.bmp,no,no,no,no,no,no,yes,1918522,1921080
52,EC_only,inclusion,EC_only,inclusion,3,schese,positive,NA,neither,none_correct,4622.bmp,4220.bmp,7350.bmp,8190.bmp,7502.bmp,1999.bmp,no,no,no,no,no,no,yes,1922104,1923896
52,EC_only,inclusion,EC_only,inclusion,4,muoror,negative,70_80,paired_cs,9220.bmp,9830.bmp,8485.bmp,2900.bmp,9220.bmp,2276.bmp,6530.bmp,no,no,no,no,no,no,yes,1924920,1926367
52,EC_only,inclusion,EC_only,inclusion,5,misukor,negative,90_10,paired_cs,9102.bmp,3160.bmp,8485.bmp,9421.bmp,2141.bmp,6530.bmp,9102.bmp,no,no,no,no,no,no,yes,1927391,1928330
52,EC_only,inclusion,EC_only,inclusion,6,laumens,positive,70_80,distractor,none_correct,4622.bmp,2660.bmp,8170.bmp,2160.bmp,2071.bmp,5910.bmp,no,no,no,no,no,no,yes,1929356,1931320
52,EC_only,inclusion,EC_only,inclusion,7,furasti,positive,50_60,paired_cs,2071.bmp,8190.bmp,8370.bmp,2071.bmp,8501.bmp,8420.bmp,7580.bmp,yes,no,no,no,no,no,no,1932344,1935847
52,EC_only,inclusion,EC_only,inclusion,8,emkruas,positive,NA,neither,none_correct,2791.bmp,8540.bmp,7580.bmp,1440.bmp,1463.bmp,2150.bmp,no,no,no,no,no,no,yes,1936871,1938753
52,EC_only,inclusion,EC_only,inclusion,9,offukt,positive,90_10,distractor,none_correct,7502.bmp,2040.bmp,1999.bmp,5460.bmp,8540.bmp,1650.bmp,no,no,no,no,no,no,yes,1939777,1941225
52,EC_only,inclusion,EC_only,inclusion,10,ampfong,negative,70_80,paired_cs,2141.bmp,2141.bmp,9265.bmp,9006.bmp,9920.bmp,3160.bmp,9041.bmp,no,no,no,no,no,no,yes,1942254,1944039
52,EC_only,inclusion,EC_only,inclusion,11,fuhrrud,negative,50_60,distractor,none_correct,9920.bmp,2900.bmp,2053.bmp,6831.bmp,9400.bmp,9561.bmp,no,no,no,no,no,no,yes,1945063,1946427
52,EC_only,inclusion,EC_only,inclusion,12,virlog,positive,70_80,paired_cs,5594.bmp,8470.bmp,2070.bmp,2209.bmp,7470.bmp,1440.bmp,5594.bmp,no,no,no,no,no,yes,no,1947451,1954525
52,EC_only,inclusion,EC_only,inclusion,13,godacht,positive,NA,neither,none_correct,1999.bmp,2209.bmp,2091.bmp,4622.bmp,2900.2.bmp,1440.bmp,no,no,no,no,no,no,yes,1955549,1957863
