subject_nr,learning_condition,memory_condition,condition_learning,condition_memory,trial_nr,cs_filename,us_valence,cs_dur_level,type,correct_us,us_opt_1,us_opt_2,us_opt_3,us_opt_4,us_opt_5,us_opt_6,im_opt_1,im_opt_2,im_opt_3,im_opt_4,im_opt_5,im_opt_6,im_opt_dk,time_im_form,time_im_blank
82,EC_subj_only,inclusion,EC_subj_only,inclusion,0,kiwehon,positive,50_60,distractor,none_correct,2340.bmp,2057.bmp,2311.bmp,5594.bmp,7502.bmp,5629.bmp,no,no,no,no,no,yes,no,2955749,2961651
82,EC_subj_only,inclusion,EC_subj_only,inclusion,1,ubajec,negative,70_80,paired_cs,3220.bmp,9500.bmp,6242.bmp,9331.bmp,9430.bmp,3550.bmp,3220.bmp,no,no,no,no,no,no,yes,2962713,2969971
82,EC_subj_only,inclusion,EC_subj_only,inclusion,2,ikzunt,positive,NA,neither,none_correct,2791.bmp,2040.bmp,7350.bmp,2070.bmp,5910.bmp,2050.bmp,no,no,no,no,no,no,yes,2971034,2974202
82,EC_subj_only,inclusion,EC_subj_only,inclusion,3,ursitz,negative,70_80,paired_cs,9421.bmp,9340.bmp,9404.bmp,9421.bmp,2053.bmp,3160.bmp,3300.bmp,no,no,no,no,no,no,yes,2975264,2978489
82,EC_subj_only,inclusion,EC_subj_only,inclusion,4,jaciyn,positive,NA,neither,none_correct,2150.bmp,8170.bmp,8370.bmp,2550.bmp,7580.bmp,5831.bmp,no,no,no,no,no,no,yes,2979552,2980416
82,EC_subj_only,inclusion,EC_subj_only,inclusion,5,sprong,positive,90_10,paired_cs,2091.bmp,4622.bmp,8200.bmp,2091.bmp,7580.bmp,7502.bmp,5594.bmp,yes,no,no,no,no,no,no,2981477,2986429
82,EC_subj_only,inclusion,EC_subj_only,inclusion,6,kumutoa,positive,70_80,distractor,none_correct,7470.bmp,2900.2.bmp,7580.bmp,2311.bmp,5460.bmp,8501.bmp,no,no,no,no,no,no,yes,2987491,2990988
82,EC_subj_only,inclusion,EC_subj_only,inclusion,7,banzon,positive,70_80,paired_cs,1463.bmp,2209.bmp,7230.bmp,8470.bmp,8370.bmp,1463.bmp,2071.bmp,no,no,no,no,yes,no,no,2992049,2996725
82,EC_subj_only,inclusion,EC_subj_only,inclusion,8,offukt,negative,50_60,paired_cs,6242.bmp,6020.bmp,9041.bmp,6242.bmp,9006.bmp,9560.bmp,9920.bmp,no,no,no,no,no,no,yes,2997786,3000096
82,EC_subj_only,inclusion,EC_subj_only,inclusion,9,plonim,positive,50_60,paired_cs,5460.bmp,1463.bmp,8080.bmp,2040.bmp,5460.bmp,8190.bmp,5830.bmp,no,no,no,no,no,no,yes,3001158,3002130
82,EC_subj_only,inclusion,EC_subj_only,inclusion,10,oesgubi,positive,NA,neither,none_correct,2208.bmp,8540.bmp,5910.bmp,4220.bmp,8330.bmp,2071.bmp,no,no,no,no,no,no,yes,3003191,3004703
82,EC_subj_only,inclusion,EC_subj_only,inclusion,11,kibono,negative,90_10,paired_cs,7380.bmp,9280.bmp,9342.bmp,2141.bmp,9331.bmp,7380.bmp,6242.bmp,no,no,no,no,no,no,yes,3005765,3007042
82,EC_subj_only,inclusion,EC_subj_only,inclusion,12,misukor,negative,30_40,paired_cs,9830.bmp,9342.bmp,9330.bmp,9340.bmp,9432.bmp,9830.bmp,2710.bmp,no,no,no,no,no,no,yes,3008104,3009401
82,EC_subj_only,inclusion,EC_subj_only,inclusion,13,molkate,positive,50_60,paired_cs,7470.bmp,4220.bmp,1650.bmp,5830.bmp,5910.bmp,7470.bmp,4606.bmp,no,no,no,no,yes,no,no,3010464,3013046
82,EC_subj_only,inclusion,EC_subj_only,inclusion,14,gowann,negative,90_10,paired_cs,8485.bmp,9000.bmp,2710.bmp,9630.bmp,9520.bmp,6831.bmp,8485.bmp,no,no,no,no,no,yes,no,3014109,3021779
82,EC_subj_only,inclusion,EC_subj_only,inclusion,15,trupfan,negative,90_10,distractor,none_correct,9182.bmp,2750.bmp,9220.bmp,9400.bmp,6311.bmp,9006.bmp,no,no,no,no,no,no,yes,3022841,3025561
82,EC_subj_only,inclusion,EC_subj_only,inclusion,16,emkruas,negative,90_10,paired_cs,9404.bmp,1525.bmp,9830.bmp,9404.bmp,2375.1.bmp,9180.bmp,8485.bmp,no,no,no,no,yes,no,no,3026624,3030060
82,EC_subj_only,inclusion,EC_subj_only,inclusion,17,medan,negative,NA,neither,none_correct,9102.bmp,6530.bmp,2141.bmp,6555.bmp,9421.bmp,9561.bmp,no,no,no,no,no,no,yes,3031122,3032664
82,EC_subj_only,inclusion,EC_subj_only,inclusion,18,hilejin,negative,30_40,distractor,none_correct,9331.bmp,2710.bmp,9432.bmp,9400.bmp,9265.bmp,9342.bmp,no,no,no,no,no,no,yes,3033726,3034533
82,EC_subj_only,inclusion,EC_subj_only,inclusion,19,stodeen,positive,NA,neither,none_correct,2080.bmp,8170.bmp,2150.bmp,2900.2.bmp,2091.bmp,2050.bmp,yes,no,no,no,no,no,no,3035595,3040260
82,EC_subj_only,inclusion,EC_subj_only,inclusion,20,yosud,positive,30_40,paired_cs,2050.bmp,2080.bmp,2160.bmp,5460.bmp,2050.bmp,2091.bmp,1710.bmp,no,no,no,no,no,no,yes,3041322,3043523
82,EC_subj_only,inclusion,EC_subj_only,inclusion,21,furasti,negative,30_40,paired_cs,9340.bmp,3160.bmp,9340.bmp,9560.bmp,2750.bmp,9830.bmp,6311.bmp,no,no,no,no,no,no,yes,3044585,3046261
82,EC_subj_only,inclusion,EC_subj_only,inclusion,22,larnist,negative,NA,neither,none_correct,3220.bmp,9007.bmp,9330.bmp,1525.bmp,9265.bmp,7380.bmp,no,no,no,no,no,no,yes,3047322,3048301
82,EC_subj_only,inclusion,EC_subj_only,inclusion,23,permife,negative,70_80,paired_cs,6555.bmp,6555.bmp,2141.bmp,2053.bmp,3300.bmp,3550.bmp,9421.bmp,yes,no,no,no,no,no,no,3049363,3053739
82,EC_subj_only,inclusion,EC_subj_only,inclusion,24,uwimor,positive,70_80,paired_cs,8496.bmp,2550.bmp,1650.bmp,2160.bmp,8496.bmp,8190.bmp,5594.bmp,no,yes,no,no,no,no,no,3054802,3068837
82,EC_subj_only,inclusion,EC_subj_only,inclusion,25,schese,negative,30_40,paired_cs,3160.bmp,3220.bmp,9180.bmp,3160.bmp,9220.bmp,6838.bmp,9000.bmp,no,no,no,no,no,no,yes,3069901,3072835
82,EC_subj_only,inclusion,EC_subj_only,inclusion,26,godacht,negative,50_60,paired_cs,2375.1.bmp,2375.1.bmp,9430.bmp,9006.bmp,9920.bmp,9041.bmp,6555.bmp,no,no,no,no,no,no,yes,3073898,3079674
