subject_nr,learning_condition,memory_condition,condition_learning,condition_memory,trial_nr,cs_filename,us_valence,cs_dur_level,type,correct_us,us_opt_1,us_opt_2,us_opt_3,us_opt_4,us_opt_5,us_opt_6,im_opt_1,im_opt_2,im_opt_3,im_opt_4,im_opt_5,im_opt_6,im_opt_dk,time_im_form,time_im_blank
80,EC_only,normal,EC_only,normal,0,kantekt,negative,90_10,paired_cs,3220.bmp,9421.bmp,7380.bmp,6838.bmp,3220.bmp,6020.bmp,8485.bmp,no,no,no,yes,no,no,no,2530417,2535201
80,EC_only,normal,EC_only,normal,1,permife,negative,30_40,paired_cs,2750.bmp,3550.bmp,9280.bmp,6311.bmp,9432.bmp,9630.bmp,2750.bmp,no,no,no,no,no,no,yes,2536263,2540333
80,EC_only,normal,EC_only,normal,2,emkruas,negative,50_60,distractor,none_correct,6020.bmp,9435.bmp,9331.bmp,9421.bmp,6831.bmp,2276.bmp,no,yes,no,no,no,no,no,2541393,2549358
80,EC_only,normal,EC_only,normal,3,zofoll,negative,NA,neither,none_correct,9050.bmp,9041.bmp,9330.bmp,2375.1.bmp,2141.bmp,6311.bmp,yes,no,no,no,no,no,no,2550417,2556221
80,EC_only,normal,EC_only,normal,4,sleshen,negative,70_80,paired_cs,9520.bmp,9830.bmp,9520.bmp,9400.bmp,9102.bmp,9220.bmp,9560.bmp,no,no,no,no,no,no,yes,2557281,2561516
80,EC_only,normal,EC_only,normal,5,polust,negative,70_80,paired_cs,9331.bmp,9180.bmp,9331.bmp,9920.bmp,9561.bmp,9050.bmp,8485.bmp,no,no,no,no,no,no,yes,2562576,2565336
80,EC_only,normal,EC_only,normal,6,kibono,positive,NA,neither,none_correct,5994.bmp,5830.bmp,7330.bmp,8501.bmp,2311.bmp,8420.bmp,no,no,no,no,yes,no,no,2566396,2573481
80,EC_only,normal,EC_only,normal,7,uwimor,positive,50_60,paired_cs,7502.bmp,7470.bmp,1463.bmp,8370.bmp,7502.bmp,2040.bmp,1650.bmp,no,no,no,no,no,no,yes,2574541,2577385
80,EC_only,normal,EC_only,normal,8,offukt,negative,NA,neither,none_correct,6831.bmp,3160.bmp,9182.bmp,1525.bmp,9330.bmp,9340.bmp,no,no,no,no,no,no,yes,2578446,2582515
80,EC_only,normal,EC_only,normal,9,laumens,negative,30_40,paired_cs,2900.bmp,9404.bmp,9331.bmp,2750.bmp,2900.bmp,3220.bmp,2053.bmp,no,no,no,no,no,no,yes,2583575,2584904
