subject_nr,learning_condition,memory_condition,condition_learning,condition_memory,trial_nr,cs_filename,us_valence,cs_dur_level,type,vm_pos,vm_neg,vm_dk,time_vm_form,time_vm_blank
35,EC_subj_only,inclusion,EC_subj_only,inclusion,0,uhnong,negative,70_80,paired_cs,no,no,yes,2218047,2222777
35,EC_subj_only,inclusion,EC_subj_only,inclusion,1,faloilo,negative,30_40,paired_cs,no,no,yes,2223833,2225476
35,EC_subj_only,inclusion,EC_subj_only,inclusion,2,polust,negative,50_60,paired_cs,no,no,yes,2226531,2228049
35,EC_subj_only,inclusion,EC_subj_only,inclusion,3,ursitz,NA,NA,neither,no,no,yes,2229104,2229965
35,EC_subj_only,inclusion,EC_subj_only,inclusion,4,ikzunt,NA,NA,neither,no,no,yes,2231020,2231803
35,EC_subj_only,inclusion,EC_subj_only,inclusion,5,medan,NA,NA,neither,no,yes,no,2232858,2242708
35,EC_subj_only,inclusion,EC_subj_only,inclusion,6,pimuide,positive,70_80,paired_cs,no,no,yes,2243763,2245122
35,EC_subj_only,inclusion,EC_subj_only,inclusion,7,fonstir,negative,90_10,paired_cs,no,yes,no,2246178,2252626
35,EC_subj_only,inclusion,EC_subj_only,inclusion,8,muoror,positive,70_80,paired_cs,no,no,yes,2253681,2254693
35,EC_subj_only,inclusion,EC_subj_only,inclusion,9,sleshen,NA,NA,neither,no,no,yes,2255748,2256540
35,EC_subj_only,inclusion,EC_subj_only,inclusion,10,offukt,positive,30_40,paired_cs,no,no,yes,2257595,2258502
35,EC_subj_only,inclusion,EC_subj_only,inclusion,11,plistuk,positive,50_60,paired_cs,no,no,yes,2259557,2262154
35,EC_subj_only,inclusion,EC_subj_only,inclusion,12,noste,negative,50_60,paired_cs,no,no,yes,2263209,2265983
35,EC_subj_only,inclusion,EC_subj_only,inclusion,13,furasti,NA,NA,neither,no,no,yes,2267038,2268756
35,EC_subj_only,inclusion,EC_subj_only,inclusion,14,jaciyn,positive,90_10,paired_cs,no,no,yes,2269811,2270647
35,EC_subj_only,inclusion,EC_subj_only,inclusion,15,misukor,NA,NA,neither,yes,no,no,2271706,2278448
35,EC_subj_only,inclusion,EC_subj_only,inclusion,16,kantekt,NA,NA,neither,no,no,yes,2279503,2280361
35,EC_subj_only,inclusion,EC_subj_only,inclusion,17,permife,positive,90_10,paired_cs,no,yes,no,2281417,2284551
35,EC_subj_only,inclusion,EC_subj_only,inclusion,18,frask,NA,NA,neither,no,no,yes,2285606,2286464
35,EC_subj_only,inclusion,EC_subj_only,inclusion,19,trupfan,negative,90_10,paired_cs,no,no,yes,2287519,2288557
35,EC_subj_only,inclusion,EC_subj_only,inclusion,20,imstind,negative,30_40,paired_cs,no,no,yes,2289612,2295070
35,EC_subj_only,inclusion,EC_subj_only,inclusion,21,novuui,negative,70_80,paired_cs,yes,no,no,2296125,2299206
35,EC_subj_only,inclusion,EC_subj_only,inclusion,22,umeuken,negative,90_10,paired_cs,yes,no,no,2300261,2306807
35,EC_subj_only,inclusion,EC_subj_only,inclusion,23,molkate,positive,90_10,paired_cs,no,no,yes,2307887,2308745
35,EC_subj_only,inclusion,EC_subj_only,inclusion,24,oesgubi,NA,NA,neither,no,no,yes,2309800,2310155
35,EC_subj_only,inclusion,EC_subj_only,inclusion,25,botuyn,NA,NA,neither,no,no,yes,2311210,2313607
35,EC_subj_only,inclusion,EC_subj_only,inclusion,26,ubajec,NA,NA,neither,no,no,yes,2314662,2317018
35,EC_subj_only,inclusion,EC_subj_only,inclusion,27,emkruas,positive,30_40,paired_cs,no,no,yes,2318073,2319355
35,EC_subj_only,inclusion,EC_subj_only,inclusion,28,virlog,NA,NA,neither,no,no,yes,2320410,2321336
35,EC_subj_only,inclusion,EC_subj_only,inclusion,29,sprong,negative,50_60,paired_cs,no,no,yes,2322391,2323117
35,EC_subj_only,inclusion,EC_subj_only,inclusion,30,gowann,positive,50_60,paired_cs,no,no,yes,2324172,2324748
35,EC_subj_only,inclusion,EC_subj_only,inclusion,31,fuhrrud,positive,50_60,paired_cs,no,no,yes,2325803,2326535
35,EC_subj_only,inclusion,EC_subj_only,inclusion,32,plonim,negative,70_80,paired_cs,no,no,yes,2327590,2329572
35,EC_subj_only,inclusion,EC_subj_only,inclusion,33,godacht,NA,NA,neither,no,no,yes,2330627,2331829
35,EC_subj_only,inclusion,EC_subj_only,inclusion,34,nalber,NA,NA,neither,no,no,yes,2332884,2333958
35,EC_subj_only,inclusion,EC_subj_only,inclusion,35,banzon,negative,30_40,paired_cs,no,no,yes,2335013,2335980
35,EC_subj_only,inclusion,EC_subj_only,inclusion,36,schese,NA,NA,neither,no,no,yes,2337035,2337804
35,EC_subj_only,inclusion,EC_subj_only,inclusion,37,stodeen,positive,30_40,paired_cs,no,no,yes,2338859,2340948
35,EC_subj_only,inclusion,EC_subj_only,inclusion,38,doscho,positive,70_80,paired_cs,yes,no,no,2342003,2345217
35,EC_subj_only,inclusion,EC_subj_only,inclusion,39,yosud,NA,NA,neither,no,no,yes,2346272,2347187
