subject_nr,learning_condition,memory_condition,condition_learning,condition_memory,trial_nr,cs_filename,us_valence,cs_dur_level,type,correct_us,us_opt_1,us_opt_2,us_opt_3,us_opt_4,us_opt_5,us_opt_6,im_opt_1,im_opt_2,im_opt_3,im_opt_4,im_opt_5,im_opt_6,im_opt_dk,time_im_form,time_im_blank
41,EC_only,normal,EC_only,normal,0,kantekt,positive,90_10,paired_cs,2057.bmp,2070.bmp,2057.bmp,4220.bmp,4606.bmp,7580.bmp,8200.bmp,no,yes,no,no,no,no,no,2999834,3005864
41,EC_only,normal,EC_only,normal,1,gowann,positive,NA,neither,none_correct,5460.bmp,2080.bmp,8190.bmp,1650.bmp,4622.bmp,8501.bmp,no,yes,no,no,no,no,no,3006888,3014277
41,EC_only,normal,EC_only,normal,2,botuyn,positive,NA,neither,none_correct,1440.bmp,8470.bmp,2071.bmp,8330.bmp,7330.bmp,7230.bmp,no,no,no,no,no,no,yes,3015301,3024302
41,EC_only,normal,EC_only,normal,3,umeuken,positive,30_40,distractor,none_correct,8370.bmp,5910.bmp,2209.bmp,2058.bmp,8501.bmp,8496.bmp,no,no,no,no,no,no,yes,3025327,3036422
41,EC_only,normal,EC_only,normal,4,novuui,positive,90_10,paired_cs,7330.bmp,1440.bmp,2058.bmp,5910.bmp,7330.bmp,4622.bmp,2311.bmp,no,no,yes,no,no,no,no,3037446,3050775
41,EC_only,normal,EC_only,normal,5,ikzunt,positive,30_40,paired_cs,2070.bmp,7502.bmp,2150.bmp,1650.bmp,2070.bmp,2208.bmp,8496.bmp,no,no,no,no,no,no,yes,3051799,3059283
41,EC_only,normal,EC_only,normal,6,offukt,positive,70_80,paired_cs,8190.bmp,2160.bmp,2057.bmp,7350.bmp,5994.bmp,2311.bmp,8190.bmp,no,no,no,yes,no,no,no,3060307,3066417
41,EC_only,normal,EC_only,normal,7,yosud,positive,30_40,paired_cs,4606.bmp,2057.bmp,7502.bmp,4606.bmp,5831.bmp,2160.bmp,2150.bmp,no,no,no,no,no,no,yes,3067454,3088988
41,EC_only,normal,EC_only,normal,8,nalber,positive,NA,neither,none_correct,2071.bmp,2550.bmp,7350.bmp,2660.bmp,5629.bmp,2040.bmp,no,no,yes,no,no,no,no,3090012,3095870
41,EC_only,normal,EC_only,normal,9,botsy,negative,30_40,distractor,none_correct,9007.bmp,9500.bmp,9520.bmp,6555.bmp,9630.bmp,2141.bmp,no,yes,no,no,no,no,no,3096894,3106221
41,EC_only,normal,EC_only,normal,10,banzon,positive,50_60,distractor,none_correct,4220.bmp,7470.bmp,8496.bmp,7502.bmp,8080.bmp,5629.bmp,no,no,no,no,yes,no,no,3107245,3110298
41,EC_only,normal,EC_only,normal,11,larnist,positive,50_60,paired_cs,1710.bmp,8470.bmp,8080.bmp,1999.bmp,2050.bmp,8501.bmp,1710.bmp,no,no,yes,no,no,no,no,3111322,3119037
41,EC_only,normal,EC_only,normal,12,hilejin,negative,NA,neither,none_correct,2141.bmp,6570.1.bmp,2900.bmp,9050.bmp,9280.bmp,8485.bmp,no,no,no,no,no,no,yes,3120061,3125310
41,EC_only,normal,EC_only,normal,13,jaciyn,positive,90_10,distractor,none_correct,1999.bmp,5629.bmp,7580.bmp,5594.bmp,2791.bmp,8540.bmp,no,no,no,no,no,no,yes,3126334,3128365
41,EC_only,normal,EC_only,normal,14,faloilo,positive,NA,neither,none_correct,2340.bmp,2791.bmp,8540.bmp,7230.bmp,2900.2.bmp,5594.bmp,no,no,yes,no,no,no,no,3129390,3133786
41,EC_only,normal,EC_only,normal,15,laumens,negative,90_10,paired_cs,9520.bmp,9520.bmp,2900.bmp,9400.bmp,9404.bmp,9432.bmp,9050.bmp,no,no,no,no,yes,no,no,3134810,3137615
41,EC_only,normal,EC_only,normal,16,obacu,negative,50_60,distractor,none_correct,1525.bmp,2710.bmp,3160.bmp,9182.bmp,6020.bmp,6838.bmp,no,no,yes,no,no,no,no,3138639,3143221
41,EC_only,normal,EC_only,normal,17,fuhrrud,negative,70_80,paired_cs,2710.bmp,2750.bmp,9561.bmp,2710.bmp,1525.bmp,9830.bmp,9435.bmp,no,no,no,no,no,no,yes,3144246,3147812
41,EC_only,normal,EC_only,normal,18,oesgubi,negative,50_60,paired_cs,9220.bmp,9830.bmp,9220.bmp,3160.bmp,3300.bmp,6530.bmp,2900.bmp,no,no,no,no,no,no,yes,3148837,3152233
41,EC_only,normal,EC_only,normal,19,virlog,negative,30_40,paired_cs,8485.bmp,8485.bmp,2710.bmp,2375.1.bmp,6311.bmp,9920.bmp,9220.bmp,no,no,no,no,no,no,yes,3153257,3160471
41,EC_only,normal,EC_only,normal,20,kiwehon,positive,90_10,paired_cs,2311.bmp,2050.bmp,2311.bmp,1440.bmp,5830.bmp,2550.bmp,2900.2.bmp,no,no,no,yes,no,no,no,3161495,3166413
41,EC_only,normal,EC_only,normal,21,noste,negative,30_40,paired_cs,9280.bmp,3220.bmp,7380.bmp,9280.bmp,2750.bmp,9000.bmp,9430.bmp,no,no,yes,no,no,no,no,3167437,3180126
41,EC_only,normal,EC_only,normal,22,polust,negative,90_10,distractor,none_correct,9180.bmp,1525.bmp,9102.bmp,9920.bmp,9561.bmp,9404.bmp,no,no,no,no,no,no,yes,3181151,3185658
41,EC_only,normal,EC_only,normal,23,sprong,negative,50_60,paired_cs,9630.bmp,9400.bmp,6242.bmp,9006.bmp,9630.bmp,9342.bmp,9421.bmp,no,no,no,no,yes,no,no,3186682,3193474
41,EC_only,normal,EC_only,normal,24,godacht,negative,70_80,paired_cs,2750.bmp,3550.bmp,2053.bmp,9421.bmp,2750.bmp,9180.bmp,9265.bmp,no,no,no,no,no,no,yes,3194498,3198246
41,EC_only,normal,EC_only,normal,25,plistuk,negative,70_80,paired_cs,9041.bmp,2053.bmp,9041.bmp,9265.bmp,9182.bmp,9560.bmp,2276.bmp,no,no,no,no,no,no,yes,3199273,3211888
41,EC_only,normal,EC_only,normal,26,muoror,positive,70_80,paired_cs,2900.2.bmp,2660.bmp,1710.bmp,5460.bmp,2091.bmp,2900.2.bmp,2080.bmp,no,no,no,no,no,no,yes,3212912,3219003
41,EC_only,normal,EC_only,normal,27,ubajec,positive,50_60,paired_cs,2050.bmp,5994.bmp,2209.bmp,2050.bmp,1650.bmp,1463.bmp,7330.bmp,no,no,no,no,no,no,yes,3220028,3226286
41,EC_only,normal,EC_only,normal,28,zofoll,negative,NA,neither,none_correct,9102.bmp,9007.bmp,9180.bmp,6570.1.bmp,9280.bmp,7380.bmp,no,no,no,no,no,no,yes,3227310,3234673
41,EC_only,normal,EC_only,normal,29,doscho,positive,30_40,paired_cs,4220.bmp,8200.bmp,4220.bmp,2340.bmp,5830.bmp,5831.bmp,8190.bmp,yes,no,no,no,no,no,no,3235700,3241888
41,EC_only,normal,EC_only,normal,30,emkruas,negative,NA,neither,none_correct,6555.bmp,6530.bmp,3300.bmp,8485.bmp,6831.bmp,9400.bmp,no,yes,no,no,no,no,no,3242913,3249511
41,EC_only,normal,EC_only,normal,31,uwimor,negative,70_80,distractor,none_correct,9500.bmp,9560.bmp,7380.bmp,3300.bmp,9342.bmp,6838.bmp,no,no,no,no,no,yes,no,3250536,3261631
41,EC_only,normal,EC_only,normal,32,misukor,negative,50_60,paired_cs,9560.bmp,9560.bmp,6831.bmp,6020.bmp,9331.bmp,9432.bmp,6838.bmp,no,no,no,no,no,no,yes,3262655,3269182
41,EC_only,normal,EC_only,normal,33,ursitz,negative,30_40,paired_cs,6530.bmp,6530.bmp,9630.bmp,9000.bmp,2141.bmp,9920.bmp,9500.bmp,no,no,no,no,no,no,yes,3270210,3273509
