subject_nr,learning_condition,memory_condition,trial_nr,trial_type,cs_nr,block,blockhalf,cs_dur_level,filler,masking,us_valence,us_filename,cs_filename,mask,cs_duration,postmask_duration,us_duration,id_opt_1,id_opt_2,id_opt_3,id_opt_4,paired_opt_1,paired_opt_2,paired_opt_3,paired_opt_4,vf_neg,vf_pos,subj_1,subj_2,subj_3,subj_4,subj_5,subj_6,opt_1,opt_2,opt_3,opt_4,time_blank_show,time_fixation_dot_show,time_cs_us_show,time_postmask_show,time_us_show,time_valence_focus,time_subjective_rating,time_identification,time_logger
73,EC_only,normal,0,valence_only,cs15,1,first,70_80,no,yes,positive,2209.bmp,novuui,maske_8.bmp,70,50,2380,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147992,148896,148999,149072,149125,151505,NA,NA,156516
73,EC_only,normal,1,valence_only,cs12,1,first,50_60,no,yes,negative,9561.bmp,plonim,maske_1.bmp,60,50,2390,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156648,157551,157654,157717,157770,160160,NA,NA,163572
73,EC_only,normal,2,valence_only,cs18,1,first,70_80,no,yes,negative,9006.bmp,botuyn,maske_8.bmp,70,50,2380,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163714,164617,164720,164793,164846,167226,NA,NA,170479
73,EC_only,normal,3,valence_only,cs10,1,first,50_60,no,yes,negative,2053.bmp,sprong,maske_2.bmp,60,50,2390,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170611,171514,171617,171680,171733,174123,NA,NA,176602
73,EC_only,normal,4,valence_only,cs6,1,first,30_40,no,yes,negative,9421.bmp,sebjukt,maske_3.bmp,30,50,2420,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176723,177626,177729,177762,177815,180235,NA,NA,181868
73,EC_only,normal,5,valence_only,cs19,1,first,70_80,no,yes,positive,1999.bmp,offukt,maske_4.bmp,80,50,2370,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182011,182914,183017,183100,183153,185523,NA,NA,186690
73,EC_only,normal,6,valence_only,cs5,1,first,30_40,no,yes,positive,2071.bmp,stodeen,maske_2.bmp,40,50,2410,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186842,187746,187849,187892,187945,190355,NA,NA,191133
73,EC_only,normal,7,valence_only,cs16,1,first,70_80,no,yes,negative,9280.bmp,molkate,maske_8.bmp,80,50,2370,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,191276,192179,192282,192365,192418,194788,NA,NA,195409
73,EC_only,normal,8,valence_only,cs4,1,first,30_40,no,yes,negative,6530.bmp,gowann,maske_6.bmp,40,50,2410,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,195531,196434,196537,196580,196633,199043,NA,NA,199816
73,EC_only,normal,9,valence_only,cs7,1,first,30_40,no,yes,positive,4220.bmp,fuhrrud,maske_3.bmp,30,50,2420,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199948,200851,200954,200987,201040,203460,NA,NA,205014
73,EC_only,normal,10,valence_only,cs22,1,first,90_10,no,no,negative,9330.bmp,uhnong,NA,90,50,2360,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,205164,206067,206170,206263,206316,208676,NA,NA,211924
73,EC_only,normal,11,valence_only,cs23,1,first,90_10,no,no,positive,2900.2.bmp,jaciyn,NA,100,50,2350,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212085,212988,213091,213194,213247,215597,NA,NA,216763
73,EC_only,normal,12,valence_only,cs17,1,first,70_80,no,yes,positive,8170.bmp,virlog,maske_10.bmp,70,50,2380,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,216905,217808,217911,217984,218037,220417,NA,NA,222969
73,EC_only,normal,13,valence_only,cs3,1,first,30_40,no,yes,positive,2040.bmp,umeuken,maske_5.bmp,40,50,2410,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,223091,223994,224097,224140,224193,226603,NA,NA,227225
73,EC_only,normal,14,valence_only,cs20,1,first,70_80,no,yes,negative,9435.bmp,imstind,maske_11.bmp,80,50,2370,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,227373,228277,228380,228463,228516,230886,NA,NA,233363
73,EC_only,normal,15,valence_only,cs26,1,first,90_10,no,no,negative,9520.bmp,yosud,NA,90,50,2360,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,233512,234415,234518,234611,234664,237024,NA,NA,238808
73,EC_only,normal,16,valence_only,cs11,1,first,50_60,no,yes,positive,8370.bmp,noste,maske_12.bmp,60,50,2390,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,238949,239853,239956,240019,240072,242462,NA,NA,243475
73,EC_only,normal,17,valence_only,cs13,1,first,50_60,no,yes,positive,8190.bmp,godacht,maske_8.bmp,60,50,2390,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,243607,244511,244614,244677,244730,247120,NA,NA,247822
73,EC_only,normal,18,valence_only,cs25,1,first,90_10,no,no,positive,5629.bmp,schese,NA,90,50,2360,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247971,248875,248978,249071,249124,251484,NA,NA,253742
73,EC_only,normal,19,valence_only,cs14,1,first,50_60,no,yes,negative,6555.bmp,laumens,maske_11.bmp,60,50,2390,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,253874,254778,254881,254944,254997,257387,NA,NA,258318
73,EC_only,normal,20,valence_only,cs21,1,first,90_10,no,no,positive,7502.bmp,faloilo,NA,100,50,2350,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258469,259372,259475,259578,259631,261981,NA,NA,262832
73,EC_only,normal,21,valence_only,cs2,1,first,30_40,yes,yes,negative,9340.bmp,NA,maske_11.bmp,30,50,2420,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,262950,263853,263956,263989,264042,266462,NA,NA,267479
73,EC_only,normal,22,valence_only,cs1,1,first,30_40,yes,yes,positive,2660.bmp,NA,maske_6.bmp,30,50,2420,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,267590,268494,268597,268630,268683,271103,NA,NA,271804
73,EC_only,normal,23,valence_only,cs9,1,first,50_60,no,yes,positive,5831.bmp,furasti,maske_3.bmp,50,50,2400,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271945,272848,272951,273004,273057,275457,NA,NA,276387
73,EC_only,normal,24,valence_only,cs24,1,first,90_10,no,no,negative,9342.bmp,ikzunt,NA,100,50,2350,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,276537,277440,277543,277646,277699,280049,NA,NA,280908
73,EC_only,normal,25,valence_only,cs8,1,first,30_40,no,yes,negative,6020.bmp,obacu,maske_9.bmp,30,50,2420,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,281030,281933,282036,282069,282122,284542,NA,NA,285251
73,EC_only,normal,26,valence_only,cs20,1,second,70_80,no,yes,negative,6570.1.bmp,imstind,maske_2.bmp,80,50,2370,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,285393,286296,286399,286482,286535,288905,NA,NA,289530
73,EC_only,normal,27,valence_only,cs3,1,second,30_40,no,yes,positive,2040.bmp,umeuken,maske_10.bmp,40,50,2410,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,289653,290556,290659,290702,290755,293165,NA,NA,295340
73,EC_only,normal,28,valence_only,cs19,1,second,70_80,no,yes,positive,7470.bmp,offukt,maske_8.bmp,80,50,2370,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,295491,296394,296497,296580,296633,299003,NA,NA,300250
73,EC_only,normal,29,valence_only,cs13,1,second,50_60,no,yes,positive,4606.bmp,godacht,maske_2.bmp,60,50,2390,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300382,301286,301389,301452,301505,303895,NA,NA,304438
73,EC_only,normal,30,valence_only,cs23,1,second,90_10,no,no,positive,2900.2.bmp,jaciyn,NA,100,50,2350,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,304596,305499,305602,305705,305758,308108,NA,NA,308811
73,EC_only,normal,31,valence_only,cs22,1,second,90_10,no,no,negative,7380.bmp,uhnong,NA,90,50,2360,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,308960,309864,309967,310060,310113,312473,NA,NA,313333
73,EC_only,normal,32,valence_only,cs21,1,second,90_10,no,no,positive,2311.bmp,faloilo,NA,100,50,2350,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,313483,314386,314489,314592,314645,316995,NA,NA,317786
73,EC_only,normal,33,valence_only,cs10,1,second,50_60,no,yes,negative,9182.bmp,sprong,maske_9.bmp,60,50,2390,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,317917,318821,318924,318987,319040,321430,NA,NA,323139
73,EC_only,normal,34,valence_only,cs7,1,second,30_40,no,yes,positive,4622.bmp,fuhrrud,maske_10.bmp,30,50,2420,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,323261,324164,324267,324300,324353,326773,NA,NA,328406
73,EC_only,normal,35,valence_only,cs24,1,second,90_10,no,no,negative,9432.bmp,ikzunt,NA,100,50,2350,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,328618,329521,329625,329728,329781,332131,NA,NA,332985
73,EC_only,normal,36,valence_only,cs15,1,second,70_80,no,yes,positive,1710.bmp,novuui,maske_7.bmp,70,50,2380,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,333127,334030,334133,334206,334259,336639,NA,NA,337343
73,EC_only,normal,37,valence_only,cs18,1,second,70_80,no,yes,negative,2900.bmp,botuyn,maske_6.bmp,70,50,2380,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,337485,338389,338492,338565,338618,340998,NA,NA,341704
73,EC_only,normal,38,valence_only,cs17,1,second,70_80,no,yes,positive,8170.bmp,virlog,maske_8.bmp,70,50,2380,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,341846,342750,342853,342926,342979,345359,NA,NA,347152
73,EC_only,normal,39,valence_only,cs11,1,second,50_60,no,yes,positive,2058.bmp,noste,maske_5.bmp,60,50,2390,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,347283,348187,348290,348353,348406,350796,NA,NA,352509
73,EC_only,normal,40,valence_only,cs2,1,second,30_40,yes,yes,negative,9340.bmp,NA,maske_5.bmp,30,50,2420,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,352629,353532,353635,353668,353721,356141,NA,NA,357077
73,EC_only,normal,41,valence_only,cs6,1,second,30_40,no,yes,negative,9630.bmp,sebjukt,maske_7.bmp,30,50,2420,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,357200,358103,358206,358239,358292,360712,NA,NA,361336
73,EC_only,normal,42,valence_only,cs8,1,second,30_40,no,yes,negative,6020.bmp,obacu,maske_12.bmp,30,50,2420,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,361456,362360,362463,362496,362549,364969,NA,NA,365833
73,EC_only,normal,43,valence_only,cs9,1,second,50_60,no,yes,positive,5831.bmp,furasti,maske_1.bmp,50,50,2400,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365965,366868,366971,367024,367077,369477,NA,NA,370722
73,EC_only,normal,44,valence_only,cs5,1,second,30_40,no,yes,positive,2071.bmp,stodeen,maske_11.bmp,40,50,2410,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,370844,371747,371850,371893,371946,374356,NA,NA,375060
73,EC_only,normal,45,valence_only,cs16,1,second,70_80,no,yes,negative,9430.bmp,molkate,maske_11.bmp,80,50,2370,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,375211,376114,376217,376300,376353,378723,NA,NA,380673
73,EC_only,normal,46,valence_only,cs25,1,second,90_10,no,no,positive,8496.bmp,schese,NA,90,50,2360,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,380823,381727,381830,381923,381976,384336,NA,NA,385193
