subject_nr,learning_condition,memory_condition,condition_learning,condition_memory,trial_nr,cs_filename,us_valence,cs_dur_level,type,eval_rating,time_rating_form,time_rating_blank
84,EC_subj_only,exclusion,EC_subj_only,exclusion,0,emkruas,positive,30_40,paired_cs,9,2752630,2757118
84,EC_subj_only,exclusion,EC_subj_only,exclusion,1,trupfan,negative,70_80,paired_cs,5,2758170,2763310
84,EC_subj_only,exclusion,EC_subj_only,exclusion,2,schese,positive,70_80,paired_cs,17,2764363,2770955
84,EC_subj_only,exclusion,EC_subj_only,exclusion,3,plistuk,NA,NA,neither,8,2772008,2775313
84,EC_subj_only,exclusion,EC_subj_only,exclusion,4,ursitz,NA,NA,neither,10,2776366,2780316
84,EC_subj_only,exclusion,EC_subj_only,exclusion,5,kumutoa,positive,50_60,paired_cs,9,2781369,2783609
84,EC_subj_only,exclusion,EC_subj_only,exclusion,6,medan,positive,90_10,paired_cs,19,2784662,2787947
84,EC_subj_only,exclusion,EC_subj_only,exclusion,7,kiwehon,NA,NA,neither,9,2789001,2792173
84,EC_subj_only,exclusion,EC_subj_only,exclusion,8,botsy,positive,70_80,paired_cs,19,2793226,2796787
84,EC_subj_only,exclusion,EC_subj_only,exclusion,9,imstind,negative,30_40,paired_cs,9,2797841,2803100
84,EC_subj_only,exclusion,EC_subj_only,exclusion,10,obacu,NA,NA,neither,9,2804153,2805604
84,EC_subj_only,exclusion,EC_subj_only,exclusion,11,uwimor,positive,90_10,paired_cs,18,2806657,2809427
84,EC_subj_only,exclusion,EC_subj_only,exclusion,12,plonim,NA,NA,neither,9,2810480,2812338
84,EC_subj_only,exclusion,EC_subj_only,exclusion,13,botuyn,positive,50_60,paired_cs,9,2813392,2814969
84,EC_subj_only,exclusion,EC_subj_only,exclusion,14,zofoll,negative,30_40,paired_cs,10,2816021,2820885
84,EC_subj_only,exclusion,EC_subj_only,exclusion,15,tewok,NA,NA,neither,8,2821938,2825093
84,EC_subj_only,exclusion,EC_subj_only,exclusion,16,kantekt,negative,50_60,paired_cs,10,2826146,2827854
84,EC_subj_only,exclusion,EC_subj_only,exclusion,17,furasti,positive,50_60,paired_cs,6,2828908,2831935
84,EC_subj_only,exclusion,EC_subj_only,exclusion,18,stodeen,negative,50_60,paired_cs,9,2832988,2835330
84,EC_subj_only,exclusion,EC_subj_only,exclusion,19,faloilo,negative,90_10,paired_cs,0,2836382,2838622
84,EC_subj_only,exclusion,EC_subj_only,exclusion,20,frask,negative,90_10,paired_cs,0,2839674,2840597
84,EC_subj_only,exclusion,EC_subj_only,exclusion,21,sprong,positive,30_40,paired_cs,9,2841651,2843674
84,EC_subj_only,exclusion,EC_subj_only,exclusion,22,godacht,negative,90_10,paired_cs,11,2844727,2850397
84,EC_subj_only,exclusion,EC_subj_only,exclusion,23,novuui,negative,50_60,paired_cs,9,2851450,2853963
84,EC_subj_only,exclusion,EC_subj_only,exclusion,24,gowann,positive,30_40,paired_cs,9,2855016,2856345
84,EC_subj_only,exclusion,EC_subj_only,exclusion,25,kibono,positive,90_10,paired_cs,19,2857399,2860167
84,EC_subj_only,exclusion,EC_subj_only,exclusion,26,offukt,negative,70_80,paired_cs,10,2861220,2863722
84,EC_subj_only,exclusion,EC_subj_only,exclusion,27,larnist,negative,70_80,paired_cs,11,2864776,2873808
84,EC_subj_only,exclusion,EC_subj_only,exclusion,28,noste,NA,NA,neither,9,2874861,2876836
84,EC_subj_only,exclusion,EC_subj_only,exclusion,29,polust,NA,NA,neither,9,2877889,2882092
84,EC_subj_only,exclusion,EC_subj_only,exclusion,30,ubajec,NA,NA,neither,10,2883146,2888674
84,EC_subj_only,exclusion,EC_subj_only,exclusion,31,fuhrrud,NA,NA,neither,10,2889727,2892745
84,EC_subj_only,exclusion,EC_subj_only,exclusion,32,doscho,positive,70_80,paired_cs,11,2893798,2896968
84,EC_subj_only,exclusion,EC_subj_only,exclusion,33,muoror,NA,NA,neither,9,2898020,2906647
84,EC_subj_only,exclusion,EC_subj_only,exclusion,34,pimuide,NA,NA,neither,6,2907700,2911791
84,EC_subj_only,exclusion,EC_subj_only,exclusion,35,yosud,NA,NA,neither,5,2912844,2916268
84,EC_subj_only,exclusion,EC_subj_only,exclusion,36,banzon,NA,NA,neither,12,2917321,2920352
84,EC_subj_only,exclusion,EC_subj_only,exclusion,37,molkate,NA,NA,neither,8,2921405,2925480
84,EC_subj_only,exclusion,EC_subj_only,exclusion,38,hilejin,negative,30_40,paired_cs,4,2926533,2928248
84,EC_subj_only,exclusion,EC_subj_only,exclusion,39,sebjukt,NA,NA,neither,5,2929301,2932469
