subject_nr,learning_condition,memory_condition,condition_learning,condition_memory,trial_nr,cs_filename,us_valence,cs_dur_level,type,vm_pos,vm_neg,vm_dk,time_vm_form,time_vm_blank
6,EC_subj_obj,exclusion,EC_subj_obj,exclusion,0,ikzunt,negative,90_10,paired_cs,no,yes,no,5089764,5100288
6,EC_subj_obj,exclusion,EC_subj_obj,exclusion,1,novuui,negative,90_10,paired_cs,yes,no,no,5101307,5103951
6,EC_subj_obj,exclusion,EC_subj_obj,exclusion,2,fonstir,NA,NA,neither,no,no,yes,5104971,5107239
6,EC_subj_obj,exclusion,EC_subj_obj,exclusion,3,botuyn,NA,NA,neither,no,no,yes,5108258,5109666
6,EC_subj_obj,exclusion,EC_subj_obj,exclusion,4,sleshen,NA,NA,neither,no,no,yes,5110685,5112380
6,EC_subj_obj,exclusion,EC_subj_obj,exclusion,5,kiwehon,negative,90_10,distractor,no,no,yes,5113400,5114720
6,EC_subj_obj,exclusion,EC_subj_obj,exclusion,6,uhnong,positive,30_40,paired_cs,no,no,yes,5115742,5116969
6,EC_subj_obj,exclusion,EC_subj_obj,exclusion,7,kibono,positive,70_80,distractor,no,no,yes,5117988,5119592
6,EC_subj_obj,exclusion,EC_subj_obj,exclusion,8,virlog,positive,50_60,paired_cs,no,no,yes,5120611,5122026
6,EC_subj_obj,exclusion,EC_subj_obj,exclusion,9,jaciyn,negative,70_80,paired_cs,no,no,yes,5123045,5123987
6,EC_subj_obj,exclusion,EC_subj_obj,exclusion,10,polust,negative,90_10,paired_cs,no,yes,no,5125009,5127176
6,EC_subj_obj,exclusion,EC_subj_obj,exclusion,11,medan,positive,70_80,paired_cs,yes,no,no,5128196,5129896
6,EC_subj_obj,exclusion,EC_subj_obj,exclusion,12,noste,positive,70_80,paired_cs,yes,no,no,5130915,5131945
6,EC_subj_obj,exclusion,EC_subj_obj,exclusion,13,stodeen,positive,50_60,distractor,no,no,yes,5132964,5134569
6,EC_subj_obj,exclusion,EC_subj_obj,exclusion,14,obacu,NA,NA,neither,no,no,yes,5135606,5137025
6,EC_subj_obj,exclusion,EC_subj_obj,exclusion,15,plonim,positive,30_40,paired_cs,no,no,yes,5138045,5139463
6,EC_subj_obj,exclusion,EC_subj_obj,exclusion,16,nalber,positive,90_10,distractor,no,no,yes,5140482,5141333
6,EC_subj_obj,exclusion,EC_subj_obj,exclusion,17,muoror,NA,NA,neither,no,no,yes,5142352,5143574
6,EC_subj_obj,exclusion,EC_subj_obj,exclusion,18,tewok,negative,70_80,paired_cs,no,yes,no,5144593,5156584
6,EC_subj_obj,exclusion,EC_subj_obj,exclusion,19,furasti,negative,50_60,paired_cs,no,no,yes,5157604,5159111
6,EC_subj_obj,exclusion,EC_subj_obj,exclusion,20,laumens,positive,90_10,paired_cs,yes,no,no,5160130,5161265
6,EC_subj_obj,exclusion,EC_subj_obj,exclusion,21,uwimor,NA,NA,neither,no,no,yes,5162284,5163800
6,EC_subj_obj,exclusion,EC_subj_obj,exclusion,22,gowann,positive,90_10,paired_cs,yes,no,no,5164819,5166049
6,EC_subj_obj,exclusion,EC_subj_obj,exclusion,23,hilejin,positive,70_80,paired_cs,no,no,yes,5167071,5168396
6,EC_subj_obj,exclusion,EC_subj_obj,exclusion,24,permife,negative,30_40,paired_cs,no,no,yes,5169416,5171679
6,EC_subj_obj,exclusion,EC_subj_obj,exclusion,25,fuhrrud,positive,50_60,paired_cs,no,no,yes,5172698,5173827
6,EC_subj_obj,exclusion,EC_subj_obj,exclusion,26,yosud,NA,NA,neither,no,no,yes,5174846,5175692
6,EC_subj_obj,exclusion,EC_subj_obj,exclusion,27,ursitz,negative,30_40,distractor,no,no,yes,5176717,5177941
6,EC_subj_obj,exclusion,EC_subj_obj,exclusion,28,doscho,negative,70_80,paired_cs,no,yes,no,5178960,5180840
6,EC_subj_obj,exclusion,EC_subj_obj,exclusion,29,emkruas,negative,50_60,paired_cs,no,no,yes,5181859,5184406
6,EC_subj_obj,exclusion,EC_subj_obj,exclusion,30,molkate,negative,50_60,distractor,no,no,yes,5185425,5188734
6,EC_subj_obj,exclusion,EC_subj_obj,exclusion,31,schese,negative,30_40,paired_cs,no,no,yes,5189753,5190701
6,EC_subj_obj,exclusion,EC_subj_obj,exclusion,32,sebjukt,positive,30_40,paired_cs,no,no,yes,5191720,5192476
6,EC_subj_obj,exclusion,EC_subj_obj,exclusion,33,trupfan,positive,90_10,paired_cs,yes,no,no,5193495,5195663
6,EC_subj_obj,exclusion,EC_subj_obj,exclusion,34,imstind,negative,50_60,paired_cs,no,no,yes,5196683,5198291
6,EC_subj_obj,exclusion,EC_subj_obj,exclusion,35,faloilo,NA,NA,neither,no,no,yes,5199310,5200154
6,EC_subj_obj,exclusion,EC_subj_obj,exclusion,36,kumutoa,negative,30_40,paired_cs,no,no,yes,5201177,5202119
6,EC_subj_obj,exclusion,EC_subj_obj,exclusion,37,umeuken,positive,50_60,paired_cs,no,no,yes,5203138,5204174
6,EC_subj_obj,exclusion,EC_subj_obj,exclusion,38,oesgubi,positive,30_40,distractor,no,no,yes,5205193,5206043
6,EC_subj_obj,exclusion,EC_subj_obj,exclusion,39,frask,negative,70_80,distractor,no,no,yes,5207062,5208290
