subject_nr,learning_condition,memory_condition,condition_learning,condition_memory,trial_nr,cs_filename,us_valence,cs_dur_level,type,correct_us,us_opt_1,us_opt_2,us_opt_3,us_opt_4,us_opt_5,us_opt_6,im_opt_1,im_opt_2,im_opt_3,im_opt_4,im_opt_5,im_opt_6,im_opt_dk,time_im_form,time_im_blank
81,EC_only,exclusion,EC_only,exclusion,0,frask,positive,70_80,distractor,none_correct,5830.bmp,4622.bmp,5594.bmp,5831.bmp,1650.bmp,8420.bmp,yes,no,no,no,no,no,no,1875631,1960759
81,EC_only,exclusion,EC_only,exclusion,1,fonstir,negative,90_10,paired_cs,9342.bmp,7380.bmp,9342.bmp,9180.bmp,2710.bmp,1525.bmp,9435.bmp,no,yes,no,no,no,no,no,1961822,1962182
81,EC_only,exclusion,EC_only,exclusion,2,umeuken,positive,NA,neither,none_correct,2209.bmp,7502.bmp,2050.bmp,8496.bmp,7330.bmp,5910.bmp,no,no,yes,no,no,no,no,1963244,1963298
81,EC_only,exclusion,EC_only,exclusion,3,sprong,positive,70_80,paired_cs,2208.bmp,5994.bmp,2071.bmp,7580.bmp,2057.bmp,2208.bmp,8420.bmp,no,no,no,no,no,yes,no,1964359,1964769
81,EC_only,exclusion,EC_only,exclusion,4,ampfong,negative,NA,neither,none_correct,9404.bmp,3300.bmp,6311.bmp,9520.bmp,2375.1.bmp,6831.bmp,no,no,no,no,yes,no,no,1965830,1966650
81,EC_only,exclusion,EC_only,exclusion,5,uwimor,negative,30_40,paired_cs,9280.bmp,8485.bmp,3550.bmp,6311.bmp,9280.bmp,2900.bmp,9006.bmp,no,no,no,yes,no,no,no,1967712,1967919
81,EC_only,exclusion,EC_only,exclusion,6,ursitz,positive,70_80,paired_cs,1710.bmp,4220.bmp,8200.bmp,7580.bmp,7350.bmp,1710.bmp,8496.bmp,yes,no,no,no,no,no,no,1968980,1969291
81,EC_only,exclusion,EC_only,exclusion,7,plonim,positive,30_40,paired_cs,2209.bmp,2209.bmp,5629.bmp,1463.bmp,8200.bmp,2660.bmp,2040.bmp,no,yes,no,no,no,no,no,1970353,1970408
81,EC_only,exclusion,EC_only,exclusion,8,uhnong,negative,70_80,paired_cs,9630.bmp,9920.bmp,9500.bmp,9400.bmp,2375.1.bmp,9421.bmp,9630.bmp,no,no,yes,no,no,no,no,1971469,1971523
81,EC_only,exclusion,EC_only,exclusion,9,plistuk,negative,NA,neither,none_correct,6530.bmp,6831.bmp,9400.bmp,9280.bmp,6838.bmp,9000.bmp,no,no,no,no,no,yes,no,1972585,1972690
81,EC_only,exclusion,EC_only,exclusion,10,misukor,negative,30_40,paired_cs,6555.bmp,9265.bmp,9830.bmp,9050.bmp,6555.bmp,3300.bmp,9421.bmp,no,no,no,no,yes,no,no,1973751,1974868
81,EC_only,exclusion,EC_only,exclusion,11,fuhrrud,positive,90_10,paired_cs,8370.bmp,5629.bmp,5460.bmp,2208.bmp,7230.bmp,2080.bmp,8370.bmp,no,no,no,yes,no,no,no,1975930,1976035
81,EC_only,exclusion,EC_only,exclusion,12,kumutoa,positive,50_60,paired_cs,2340.bmp,8170.bmp,1440.bmp,2150.bmp,2340.bmp,7350.bmp,2209.bmp,yes,no,no,no,no,no,no,1977097,1977610
81,EC_only,exclusion,EC_only,exclusion,13,offukt,positive,30_40,distractor,none_correct,8170.bmp,8370.bmp,2091.bmp,1999.bmp,2150.bmp,5594.bmp,no,yes,no,no,no,no,no,1978673,1978928
81,EC_only,exclusion,EC_only,exclusion,14,doscho,positive,90_10,paired_cs,2070.bmp,5830.bmp,2040.bmp,4606.bmp,4622.bmp,8200.bmp,2070.bmp,no,no,yes,no,no,no,no,1979989,1980094
81,EC_only,exclusion,EC_only,exclusion,15,imstind,negative,NA,neither,none_correct,9331.bmp,6555.bmp,9007.bmp,9430.bmp,9830.bmp,6838.bmp,no,no,no,no,no,yes,no,1981155,1981714
81,EC_only,exclusion,EC_only,exclusion,16,polust,negative,30_40,paired_cs,9182.bmp,9041.bmp,2750.bmp,9182.bmp,2276.bmp,9560.bmp,2141.bmp,no,no,no,no,yes,no,no,1982775,1982929
