subject_nr,learning_condition,memory_condition,condition_learning,condition_memory,trial_nr,cs_filename,us_valence,cs_dur_level,type,eval_rating,time_rating_form,time_rating_blank
7,EC_only,exclusion,EC_only,exclusion,0,yosud,positive,50_60,paired_cs,5,1929527,1938189
7,EC_only,exclusion,EC_only,exclusion,1,sprong,NA,NA,neither,7,1939208,1946632
7,EC_only,exclusion,EC_only,exclusion,2,emkruas,NA,NA,neither,5,1947651,1953609
7,EC_only,exclusion,EC_only,exclusion,3,hilejin,positive,30_40,paired_cs,13,1954628,1958572
7,EC_only,exclusion,EC_only,exclusion,4,molkate,NA,NA,neither,11,1959591,1964982
7,EC_only,exclusion,EC_only,exclusion,5,godacht,positive,30_40,paired_cs,10,1966001,1974911
7,EC_only,exclusion,EC_only,exclusion,6,imstind,negative,30_40,paired_cs,13,1975931,1980885
7,EC_only,exclusion,EC_only,exclusion,7,zofoll,positive,70_80,paired_cs,11,1981903,1988773
7,EC_only,exclusion,EC_only,exclusion,8,ampfong,positive,50_60,paired_cs,12,1989792,1995752
7,EC_only,exclusion,EC_only,exclusion,9,laumens,negative,90_10,paired_cs,10,1996771,2004764
7,EC_only,exclusion,EC_only,exclusion,10,ursitz,positive,50_60,paired_cs,13,2005782,2010485
7,EC_only,exclusion,EC_only,exclusion,11,botuyn,negative,50_60,paired_cs,8,2011503,2020012
7,EC_only,exclusion,EC_only,exclusion,12,larnist,positive,30_40,paired_cs,10,2021030,2026997
7,EC_only,exclusion,EC_only,exclusion,13,fonstir,NA,NA,neither,8,2028016,2033970
7,EC_only,exclusion,EC_only,exclusion,14,schese,NA,NA,neither,7,2034989,2037798
7,EC_only,exclusion,EC_only,exclusion,15,ubajec,negative,90_10,paired_cs,6,2038816,2045672
7,EC_only,exclusion,EC_only,exclusion,16,sebjukt,NA,NA,neither,6,2046691,2050645
7,EC_only,exclusion,EC_only,exclusion,17,jaciyn,NA,NA,neither,6,2051663,2053681
7,EC_only,exclusion,EC_only,exclusion,18,doscho,negative,90_10,paired_cs,9,2054699,2065157
7,EC_only,exclusion,EC_only,exclusion,19,pimuide,positive,70_80,paired_cs,5,2066176,2073810
7,EC_only,exclusion,EC_only,exclusion,20,tewok,negative,30_40,paired_cs,7,2074830,2077643
7,EC_only,exclusion,EC_only,exclusion,21,uwimor,negative,50_60,paired_cs,7,2078662,2081586
7,EC_only,exclusion,EC_only,exclusion,22,plonim,positive,70_80,paired_cs,10,2082605,2088430
7,EC_only,exclusion,EC_only,exclusion,23,botsy,negative,50_60,paired_cs,10,2089448,2092589
7,EC_only,exclusion,EC_only,exclusion,24,stodeen,positive,90_10,paired_cs,12,2093608,2098317
7,EC_only,exclusion,EC_only,exclusion,25,oesgubi,NA,NA,neither,7,2099335,2104502
7,EC_only,exclusion,EC_only,exclusion,26,offukt,NA,NA,neither,9,2105520,2110145
7,EC_only,exclusion,EC_only,exclusion,27,faloilo,NA,NA,neither,9,2111164,2117120
7,EC_only,exclusion,EC_only,exclusion,28,uhnong,positive,90_10,paired_cs,7,2118139,2125570
7,EC_only,exclusion,EC_only,exclusion,29,muoror,negative,70_80,paired_cs,7,2126588,2132304
7,EC_only,exclusion,EC_only,exclusion,30,nalber,negative,70_80,paired_cs,7,2133323,2136237
7,EC_only,exclusion,EC_only,exclusion,31,ikzunt,NA,NA,neither,6,2137255,2139716
7,EC_only,exclusion,EC_only,exclusion,32,hiwawa,NA,NA,neither,11,2140735,2145672
7,EC_only,exclusion,EC_only,exclusion,33,novuui,NA,NA,neither,12,2146691,2151417
7,EC_only,exclusion,EC_only,exclusion,34,umeuken,NA,NA,neither,12,2152435,2158832
7,EC_only,exclusion,EC_only,exclusion,35,plistuk,positive,90_10,paired_cs,1,2159850,2164018
7,EC_only,exclusion,EC_only,exclusion,36,obacu,NA,NA,neither,8,2165036,2168069
7,EC_only,exclusion,EC_only,exclusion,37,furasti,negative,30_40,paired_cs,8,2169087,2173145
7,EC_only,exclusion,EC_only,exclusion,38,trupfan,negative,70_80,paired_cs,7,2174163,2177086
7,EC_only,exclusion,EC_only,exclusion,39,noste,NA,NA,neither,7,2178104,2180242
