subject_nr,learning_condition,memory_condition,condition_learning,condition_memory,trial_nr,cs_filename,us_valence,cs_dur_level,type,eval_rating,time_rating_form,time_rating_blank
48,EC_only,exclusion,EC_only,exclusion,0,uwimor,NA,NA,neither,7,1540563,1548570
48,EC_only,exclusion,EC_only,exclusion,1,hiwawa,positive,70_80,paired_cs,6,1549589,1554446
48,EC_only,exclusion,EC_only,exclusion,2,imstind,positive,90_10,paired_cs,8,1555465,1561011
48,EC_only,exclusion,EC_only,exclusion,3,plistuk,positive,30_40,paired_cs,5,1562030,1566423
48,EC_only,exclusion,EC_only,exclusion,4,polust,positive,30_40,paired_cs,7,1567442,1572982
48,EC_only,exclusion,EC_only,exclusion,5,ampfong,NA,NA,neither,9,1574001,1578635
48,EC_only,exclusion,EC_only,exclusion,6,banzon,negative,70_80,paired_cs,7,1579654,1583171
48,EC_only,exclusion,EC_only,exclusion,7,noste,negative,70_80,paired_cs,10,1584189,1587595
48,EC_only,exclusion,EC_only,exclusion,8,tewok,NA,NA,neither,9,1588614,1592241
48,EC_only,exclusion,EC_only,exclusion,9,uhnong,NA,NA,neither,8,1593260,1597439
48,EC_only,exclusion,EC_only,exclusion,10,sleshen,positive,50_60,paired_cs,6,1598457,1603215
48,EC_only,exclusion,EC_only,exclusion,11,trupfan,positive,90_10,paired_cs,9,1604234,1607622
48,EC_only,exclusion,EC_only,exclusion,12,zofoll,negative,30_40,paired_cs,10,1608641,1614546
48,EC_only,exclusion,EC_only,exclusion,13,ubajec,NA,NA,neither,7,1615565,1619409
48,EC_only,exclusion,EC_only,exclusion,14,jaciyn,negative,70_80,paired_cs,8,1620427,1625738
48,EC_only,exclusion,EC_only,exclusion,15,laumens,NA,NA,neither,10,1626757,1633329
48,EC_only,exclusion,EC_only,exclusion,16,faloilo,positive,70_80,paired_cs,7,1634347,1636265
48,EC_only,exclusion,EC_only,exclusion,17,kibono,NA,NA,neither,6,1637284,1640565
48,EC_only,exclusion,EC_only,exclusion,18,godacht,negative,90_10,paired_cs,4,1641584,1644869
48,EC_only,exclusion,EC_only,exclusion,19,offukt,positive,30_40,paired_cs,6,1645887,1652344
48,EC_only,exclusion,EC_only,exclusion,20,oesgubi,NA,NA,neither,5,1653363,1655742
48,EC_only,exclusion,EC_only,exclusion,21,muoror,positive,90_10,paired_cs,2,1656760,1659018
48,EC_only,exclusion,EC_only,exclusion,22,ikzunt,positive,50_60,paired_cs,6,1660037,1663445
48,EC_only,exclusion,EC_only,exclusion,23,hilejin,NA,NA,neither,7,1664464,1669334
48,EC_only,exclusion,EC_only,exclusion,24,gowann,NA,NA,neither,13,1670352,1674000
48,EC_only,exclusion,EC_only,exclusion,25,virlog,positive,70_80,paired_cs,9,1675019,1678442
48,EC_only,exclusion,EC_only,exclusion,26,obacu,positive,50_60,paired_cs,4,1679460,1682518
48,EC_only,exclusion,EC_only,exclusion,27,yosud,NA,NA,neither,9,1683536,1686020
48,EC_only,exclusion,EC_only,exclusion,28,misukor,negative,90_10,paired_cs,3,1687038,1690768
48,EC_only,exclusion,EC_only,exclusion,29,nalber,negative,50_60,paired_cs,7,1691786,1695197
48,EC_only,exclusion,EC_only,exclusion,30,stodeen,negative,50_60,paired_cs,9,1696216,1700285
48,EC_only,exclusion,EC_only,exclusion,31,kiwehon,NA,NA,neither,8,1701304,1704914
48,EC_only,exclusion,EC_only,exclusion,32,medan,negative,50_60,paired_cs,9,1705934,1709779
48,EC_only,exclusion,EC_only,exclusion,33,doscho,negative,30_40,paired_cs,10,1710798,1717115
48,EC_only,exclusion,EC_only,exclusion,34,umeuken,negative,30_40,paired_cs,5,1718135,1722204
48,EC_only,exclusion,EC_only,exclusion,35,emkruas,negative,90_10,paired_cs,5,1723223,1727869
48,EC_only,exclusion,EC_only,exclusion,36,molkate,NA,NA,neither,8,1728888,1732181
48,EC_only,exclusion,EC_only,exclusion,37,larnist,NA,NA,neither,9,1733200,1737865
48,EC_only,exclusion,EC_only,exclusion,38,novuui,NA,NA,neither,10,1738884,1744577
48,EC_only,exclusion,EC_only,exclusion,39,ursitz,NA,NA,neither,7,1745595,1750579
