subject_nr,learning_condition,memory_condition,condition_learning,condition_memory,trial_nr,cs_filename,us_valence,cs_dur_level,type,correct_us,us_opt_1,us_opt_2,us_opt_3,us_opt_4,us_opt_5,us_opt_6,im_opt_1,im_opt_2,im_opt_3,im_opt_4,im_opt_5,im_opt_6,im_opt_dk,time_im_form,time_im_blank
30,EC_subj_only,inclusion,EC_subj_only,inclusion,0,larnist,negative,30_40,paired_cs,9102.bmp,9421.bmp,1525.bmp,9330.bmp,3550.bmp,9342.bmp,9102.bmp,no,no,yes,no,no,no,no,2942390,2947089
30,EC_subj_only,inclusion,EC_subj_only,inclusion,1,kantekt,negative,70_80,paired_cs,9006.bmp,9006.bmp,6242.bmp,6831.bmp,9220.bmp,9400.bmp,6311.bmp,yes,no,no,no,no,no,no,2948150,2952541
30,EC_subj_only,inclusion,EC_subj_only,inclusion,2,umeuken,negative,90_10,paired_cs,9435.bmp,9102.bmp,6570.1.bmp,9180.bmp,9435.bmp,9421.bmp,6530.bmp,no,no,no,yes,no,no,no,2953602,2960293
30,EC_subj_only,inclusion,EC_subj_only,inclusion,3,virlog,negative,30_40,distractor,none_correct,8485.bmp,2750.bmp,9561.bmp,9340.bmp,9435.bmp,9630.bmp,no,no,no,yes,no,no,no,2961355,2966868
30,EC_subj_only,inclusion,EC_subj_only,inclusion,4,botuyn,positive,90_10,distractor,none_correct,8470.bmp,5994.bmp,7330.bmp,2058.bmp,2160.bmp,8420.bmp,no,yes,no,no,no,no,no,2967929,2973181
30,EC_subj_only,inclusion,EC_subj_only,inclusion,5,botsy,positive,NA,neither,none_correct,5830.bmp,7230.bmp,1710.bmp,4622.bmp,8370.bmp,4220.bmp,no,yes,no,no,no,no,no,2974244,2978769
30,EC_subj_only,inclusion,EC_subj_only,inclusion,6,polust,positive,50_60,distractor,none_correct,4606.bmp,5831.bmp,5594.bmp,2209.bmp,8170.bmp,2900.2.bmp,no,no,no,no,no,yes,no,2979830,2985488
30,EC_subj_only,inclusion,EC_subj_only,inclusion,7,emkruas,positive,50_60,paired_cs,2160.bmp,2057.bmp,8080.bmp,2071.bmp,2160.bmp,1463.bmp,2791.bmp,no,no,yes,no,no,no,no,2986549,2994449
30,EC_subj_only,inclusion,EC_subj_only,inclusion,8,ursitz,positive,NA,neither,none_correct,2040.bmp,7330.bmp,8501.bmp,8540.bmp,2091.bmp,5994.bmp,yes,no,no,no,no,no,no,2995510,3001107
30,EC_subj_only,inclusion,EC_subj_only,inclusion,9,sleshen,negative,70_80,distractor,none_correct,9041.bmp,9520.bmp,9920.bmp,9400.bmp,9050.bmp,2750.bmp,no,no,yes,no,no,no,no,3002169,3007558
