subject_nr,learning_condition,memory_condition,condition_learning,condition_memory,trial_nr,cs_filename,us_valence,cs_dur_level,type,vm_pos,vm_neg,vm_dk,time_vm_form,time_vm_blank
57,EC_subj_obj,normal,EC_subj_obj,normal,0,faloilo,NA,NA,neither,yes,no,no,3223748,3231677
57,EC_subj_obj,normal,EC_subj_obj,normal,1,schese,negative,90_10,distractor,no,no,yes,3232696,3234893
57,EC_subj_obj,normal,EC_subj_obj,normal,2,misukor,positive,70_80,paired_cs,no,yes,no,3235912,3238595
57,EC_subj_obj,normal,EC_subj_obj,normal,3,plistuk,NA,NA,neither,no,yes,no,3239614,3242206
57,EC_subj_obj,normal,EC_subj_obj,normal,4,doscho,positive,70_80,distractor,no,no,yes,3243228,3245429
57,EC_subj_obj,normal,EC_subj_obj,normal,5,emkruas,negative,90_10,paired_cs,no,yes,no,3246448,3249126
57,EC_subj_obj,normal,EC_subj_obj,normal,6,fonstir,positive,50_60,distractor,yes,no,no,3250145,3251965
57,EC_subj_obj,normal,EC_subj_obj,normal,7,furasti,positive,90_10,paired_cs,yes,no,no,3252984,3254614
57,EC_subj_obj,normal,EC_subj_obj,normal,8,medan,positive,90_10,paired_cs,yes,no,no,3255633,3259941
57,EC_subj_obj,normal,EC_subj_obj,normal,9,tewok,negative,30_40,distractor,no,yes,no,3260960,3262777
57,EC_subj_obj,normal,EC_subj_obj,normal,10,sleshen,negative,70_80,paired_cs,no,yes,no,3263796,3265037
57,EC_subj_obj,normal,EC_subj_obj,normal,11,gowann,negative,70_80,paired_cs,no,yes,no,3266056,3267104
57,EC_subj_obj,normal,EC_subj_obj,normal,12,permife,positive,30_40,paired_cs,yes,no,no,3268124,3270986
57,EC_subj_obj,normal,EC_subj_obj,normal,13,uhnong,NA,NA,neither,no,no,yes,3272009,3273545
57,EC_subj_obj,normal,EC_subj_obj,normal,14,oesgubi,negative,70_80,paired_cs,no,yes,no,3274564,3277551
57,EC_subj_obj,normal,EC_subj_obj,normal,15,godacht,negative,50_60,paired_cs,no,yes,no,3278571,3281162
57,EC_subj_obj,normal,EC_subj_obj,normal,16,kibono,negative,50_60,paired_cs,yes,no,no,3282181,3284472
57,EC_subj_obj,normal,EC_subj_obj,normal,17,molkate,positive,70_80,paired_cs,yes,no,no,3285496,3287421
57,EC_subj_obj,normal,EC_subj_obj,normal,18,kantekt,positive,30_40,distractor,no,no,yes,3288440,3292842
57,EC_subj_obj,normal,EC_subj_obj,normal,19,obacu,negative,30_40,paired_cs,yes,no,no,3293861,3296347
57,EC_subj_obj,normal,EC_subj_obj,normal,20,yosud,NA,NA,neither,no,no,yes,3297366,3298900
57,EC_subj_obj,normal,EC_subj_obj,normal,21,ursitz,NA,NA,neither,no,no,yes,3299919,3301072
57,EC_subj_obj,normal,EC_subj_obj,normal,22,polust,negative,30_40,paired_cs,yes,no,no,3302091,3303716
57,EC_subj_obj,normal,EC_subj_obj,normal,23,plonim,NA,NA,neither,no,no,yes,3304736,3306370
57,EC_subj_obj,normal,EC_subj_obj,normal,24,pimuide,negative,50_60,distractor,yes,no,no,3307389,3309606
57,EC_subj_obj,normal,EC_subj_obj,normal,25,ampfong,NA,NA,neither,no,no,yes,3310625,3311976
57,EC_subj_obj,normal,EC_subj_obj,normal,26,ubajec,positive,50_60,paired_cs,yes,no,no,3312996,3315961
57,EC_subj_obj,normal,EC_subj_obj,normal,27,sprong,positive,30_40,paired_cs,no,no,yes,3316981,3318615
57,EC_subj_obj,normal,EC_subj_obj,normal,28,botsy,negative,30_40,paired_cs,yes,no,no,3319634,3322413
57,EC_subj_obj,normal,EC_subj_obj,normal,29,jaciyn,positive,90_10,paired_cs,yes,no,no,3323432,3324772
57,EC_subj_obj,normal,EC_subj_obj,normal,30,ikzunt,positive,50_60,paired_cs,yes,no,no,3325791,3327893
57,EC_subj_obj,normal,EC_subj_obj,normal,31,fuhrrud,positive,30_40,paired_cs,yes,no,no,3328912,3331307
57,EC_subj_obj,normal,EC_subj_obj,normal,32,uwimor,negative,50_60,paired_cs,no,yes,no,3332326,3334343
57,EC_subj_obj,normal,EC_subj_obj,normal,33,laumens,positive,70_80,paired_cs,yes,no,no,3335362,3338044
57,EC_subj_obj,normal,EC_subj_obj,normal,34,nalber,negative,90_10,paired_cs,no,yes,no,3339063,3340405
57,EC_subj_obj,normal,EC_subj_obj,normal,35,trupfan,positive,50_60,paired_cs,no,no,yes,3341424,3343344
57,EC_subj_obj,normal,EC_subj_obj,normal,36,larnist,positive,90_10,distractor,no,no,yes,3344363,3345416
57,EC_subj_obj,normal,EC_subj_obj,normal,37,muoror,negative,90_10,paired_cs,no,yes,no,3346435,3348169
57,EC_subj_obj,normal,EC_subj_obj,normal,38,noste,negative,70_80,distractor,no,no,yes,3349188,3351103
57,EC_subj_obj,normal,EC_subj_obj,normal,39,virlog,NA,NA,neither,no,no,yes,3352122,3353553
