subject_nr,learning_condition,memory_condition,condition_learning,condition_memory,trial_nr,cs_filename,us_valence,cs_dur_level,type,vm_pos,vm_neg,vm_dk,time_vm_form,time_vm_blank
82,EC_subj_only,inclusion,EC_subj_only,inclusion,0,muoror,NA,NA,neither,no,no,yes,2846517,2849812
82,EC_subj_only,inclusion,EC_subj_only,inclusion,1,botsy,NA,NA,neither,no,no,yes,2850867,2851967
82,EC_subj_only,inclusion,EC_subj_only,inclusion,2,umeuken,positive,30_40,paired_cs,no,no,yes,2853022,2853947
82,EC_subj_only,inclusion,EC_subj_only,inclusion,3,uwimor,positive,70_80,paired_cs,no,no,yes,2855002,2855997
82,EC_subj_only,inclusion,EC_subj_only,inclusion,4,obacu,negative,50_60,paired_cs,no,no,yes,2857052,2857822
82,EC_subj_only,inclusion,EC_subj_only,inclusion,5,novuui,positive,90_10,paired_cs,no,no,yes,2858879,2859891
82,EC_subj_only,inclusion,EC_subj_only,inclusion,6,ubajec,negative,70_80,paired_cs,no,no,yes,2860946,2861678
82,EC_subj_only,inclusion,EC_subj_only,inclusion,7,hilejin,NA,NA,neither,no,no,yes,2862733,2863239
82,EC_subj_only,inclusion,EC_subj_only,inclusion,8,misukor,negative,30_40,paired_cs,no,no,yes,2864294,2864801
82,EC_subj_only,inclusion,EC_subj_only,inclusion,9,ursitz,negative,70_80,paired_cs,no,no,yes,2865856,2866560
82,EC_subj_only,inclusion,EC_subj_only,inclusion,10,uhnong,NA,NA,neither,no,no,yes,2867615,2868239
82,EC_subj_only,inclusion,EC_subj_only,inclusion,11,larnist,NA,NA,neither,no,no,yes,2869294,2869780
82,EC_subj_only,inclusion,EC_subj_only,inclusion,12,plonim,positive,50_60,paired_cs,no,no,yes,2870835,2871606
82,EC_subj_only,inclusion,EC_subj_only,inclusion,13,kibono,negative,90_10,paired_cs,no,yes,no,2872661,2874158
82,EC_subj_only,inclusion,EC_subj_only,inclusion,14,ikzunt,NA,NA,neither,no,no,yes,2875213,2876115
82,EC_subj_only,inclusion,EC_subj_only,inclusion,15,godacht,negative,50_60,paired_cs,no,no,yes,2877170,2877787
82,EC_subj_only,inclusion,EC_subj_only,inclusion,16,trupfan,NA,NA,neither,no,no,yes,2878842,2880172
82,EC_subj_only,inclusion,EC_subj_only,inclusion,17,imstind,positive,70_80,paired_cs,no,no,yes,2881227,2881913
82,EC_subj_only,inclusion,EC_subj_only,inclusion,18,molkate,positive,50_60,paired_cs,no,no,yes,2882968,2884003
82,EC_subj_only,inclusion,EC_subj_only,inclusion,19,schese,negative,30_40,paired_cs,no,no,yes,2885058,2886751
82,EC_subj_only,inclusion,EC_subj_only,inclusion,20,sprong,positive,90_10,paired_cs,yes,no,no,2887807,2891133
82,EC_subj_only,inclusion,EC_subj_only,inclusion,21,pimuide,NA,NA,neither,no,no,yes,2892188,2893443
82,EC_subj_only,inclusion,EC_subj_only,inclusion,22,offukt,negative,50_60,paired_cs,no,no,yes,2894498,2895312
82,EC_subj_only,inclusion,EC_subj_only,inclusion,23,banzon,positive,70_80,paired_cs,yes,no,no,2896368,2897709
82,EC_subj_only,inclusion,EC_subj_only,inclusion,24,laumens,NA,NA,neither,no,no,yes,2898764,2899467
82,EC_subj_only,inclusion,EC_subj_only,inclusion,25,sebjukt,NA,NA,neither,no,no,yes,2900522,2901468
82,EC_subj_only,inclusion,EC_subj_only,inclusion,26,furasti,negative,30_40,paired_cs,no,no,yes,2902523,2903402
82,EC_subj_only,inclusion,EC_subj_only,inclusion,27,stodeen,NA,NA,neither,no,no,yes,2904457,2905535
82,EC_subj_only,inclusion,EC_subj_only,inclusion,28,medan,NA,NA,neither,no,no,yes,2906590,2907456
82,EC_subj_only,inclusion,EC_subj_only,inclusion,29,kiwehon,NA,NA,neither,no,no,yes,2908511,2909548
82,EC_subj_only,inclusion,EC_subj_only,inclusion,30,emkruas,negative,90_10,paired_cs,no,yes,no,2910603,2912252
82,EC_subj_only,inclusion,EC_subj_only,inclusion,31,permife,negative,70_80,paired_cs,no,no,yes,2913308,2914372
82,EC_subj_only,inclusion,EC_subj_only,inclusion,32,yosud,positive,30_40,paired_cs,no,no,yes,2915427,2916264
82,EC_subj_only,inclusion,EC_subj_only,inclusion,33,jaciyn,NA,NA,neither,no,no,yes,2917319,2918024
82,EC_subj_only,inclusion,EC_subj_only,inclusion,34,kumutoa,NA,NA,neither,no,no,yes,2919080,2919741
82,EC_subj_only,inclusion,EC_subj_only,inclusion,35,oesgubi,NA,NA,neither,no,no,yes,2920796,2921597
82,EC_subj_only,inclusion,EC_subj_only,inclusion,36,fonstir,positive,90_10,paired_cs,yes,no,no,2922652,2923864
82,EC_subj_only,inclusion,EC_subj_only,inclusion,37,gowann,negative,90_10,paired_cs,yes,no,no,2924919,2927712
82,EC_subj_only,inclusion,EC_subj_only,inclusion,38,ampfong,positive,30_40,paired_cs,no,no,yes,2928767,2929859
82,EC_subj_only,inclusion,EC_subj_only,inclusion,39,faloilo,positive,50_60,paired_cs,no,no,yes,2930915,2931357
