subject_nr,learning_condition,memory_condition,condition_learning,condition_memory,trial_nr,cs_filename,us_valence,cs_dur_level,type,vm_pos,vm_neg,vm_dk,time_vm_form,time_vm_blank
2,EC_subj_only,exclusion,EC_subj_only,exclusion,0,nalber,positive,90_10,paired_cs,yes,no,no,2850275,2853197
2,EC_subj_only,exclusion,EC_subj_only,exclusion,1,doscho,positive,50_60,paired_cs,no,no,yes,2854216,2861904
2,EC_subj_only,exclusion,EC_subj_only,exclusion,2,hiwawa,NA,NA,neither,no,no,yes,2862923,2872406
2,EC_subj_only,exclusion,EC_subj_only,exclusion,3,ubajec,NA,NA,neither,no,no,yes,2873425,2878040
2,EC_subj_only,exclusion,EC_subj_only,exclusion,4,virlog,negative,70_80,paired_cs,no,no,yes,2879059,2883015
2,EC_subj_only,exclusion,EC_subj_only,exclusion,5,ursitz,positive,50_60,paired_cs,yes,no,no,2884035,2885916
2,EC_subj_only,exclusion,EC_subj_only,exclusion,6,hilejin,positive,90_10,paired_cs,no,no,yes,2886936,2887874
2,EC_subj_only,exclusion,EC_subj_only,exclusion,7,misukor,NA,NA,neither,no,no,yes,2888893,2891712
2,EC_subj_only,exclusion,EC_subj_only,exclusion,8,sebjukt,negative,70_80,paired_cs,yes,no,no,2892731,2904142
2,EC_subj_only,exclusion,EC_subj_only,exclusion,9,botsy,negative,70_80,paired_cs,no,no,yes,2905161,2906573
2,EC_subj_only,exclusion,EC_subj_only,exclusion,10,emkruas,negative,30_40,paired_cs,no,no,yes,2907596,2908445
2,EC_subj_only,exclusion,EC_subj_only,exclusion,11,banzon,NA,NA,neither,no,no,yes,2909464,2910494
2,EC_subj_only,exclusion,EC_subj_only,exclusion,12,yosud,positive,50_60,paired_cs,no,no,yes,2911513,2912924
2,EC_subj_only,exclusion,EC_subj_only,exclusion,13,muoror,NA,NA,neither,no,no,yes,2913943,2914975
2,EC_subj_only,exclusion,EC_subj_only,exclusion,14,trupfan,negative,30_40,paired_cs,no,no,yes,2915997,2918347
2,EC_subj_only,exclusion,EC_subj_only,exclusion,15,ampfong,positive,30_40,paired_cs,no,no,yes,2919366,2920588
2,EC_subj_only,exclusion,EC_subj_only,exclusion,16,fuhrrud,NA,NA,neither,yes,no,no,2921607,2923308
2,EC_subj_only,exclusion,EC_subj_only,exclusion,17,noste,positive,30_40,paired_cs,yes,no,no,2924327,2927146
2,EC_subj_only,exclusion,EC_subj_only,exclusion,18,ikzunt,negative,90_10,paired_cs,no,no,yes,2928169,2929018
2,EC_subj_only,exclusion,EC_subj_only,exclusion,19,uwimor,NA,NA,neither,no,no,yes,2930037,2930883
2,EC_subj_only,exclusion,EC_subj_only,exclusion,20,kiwehon,NA,NA,neither,no,no,yes,2931902,2934062
2,EC_subj_only,exclusion,EC_subj_only,exclusion,21,oesgubi,positive,70_80,paired_cs,no,no,yes,2935081,2936214
2,EC_subj_only,exclusion,EC_subj_only,exclusion,22,molkate,NA,NA,neither,no,no,yes,2937233,2940432
2,EC_subj_only,exclusion,EC_subj_only,exclusion,23,jaciyn,NA,NA,neither,no,no,yes,2941451,2942675
2,EC_subj_only,exclusion,EC_subj_only,exclusion,24,uhnong,positive,90_10,paired_cs,no,no,yes,2943694,2944822
2,EC_subj_only,exclusion,EC_subj_only,exclusion,25,imstind,NA,NA,neither,no,no,yes,2945841,2948285
2,EC_subj_only,exclusion,EC_subj_only,exclusion,26,larnist,positive,70_80,paired_cs,yes,no,no,2949304,2951758
2,EC_subj_only,exclusion,EC_subj_only,exclusion,27,botuyn,negative,90_10,paired_cs,no,no,yes,2952777,2953909
2,EC_subj_only,exclusion,EC_subj_only,exclusion,28,offukt,negative,30_40,paired_cs,no,no,yes,2954928,2955869
2,EC_subj_only,exclusion,EC_subj_only,exclusion,29,obacu,NA,NA,neither,no,no,yes,2956888,2958018
2,EC_subj_only,exclusion,EC_subj_only,exclusion,30,umeuken,negative,90_10,paired_cs,no,no,yes,2959037,2961194
2,EC_subj_only,exclusion,EC_subj_only,exclusion,31,godacht,positive,70_80,paired_cs,yes,no,no,2962214,2965404
2,EC_subj_only,exclusion,EC_subj_only,exclusion,32,furasti,negative,50_60,paired_cs,no,no,yes,2966423,2967553
2,EC_subj_only,exclusion,EC_subj_only,exclusion,33,sleshen,NA,NA,neither,no,no,yes,2968572,2971115
2,EC_subj_only,exclusion,EC_subj_only,exclusion,34,permife,NA,NA,neither,no,no,yes,2972134,2974204
2,EC_subj_only,exclusion,EC_subj_only,exclusion,35,stodeen,NA,NA,neither,yes,no,no,2975223,2978702
2,EC_subj_only,exclusion,EC_subj_only,exclusion,36,sprong,negative,50_60,paired_cs,no,no,yes,2979721,2980852
2,EC_subj_only,exclusion,EC_subj_only,exclusion,37,polust,negative,50_60,paired_cs,no,no,yes,2981871,2982623
2,EC_subj_only,exclusion,EC_subj_only,exclusion,38,medan,positive,30_40,paired_cs,no,no,yes,2983642,2984865
2,EC_subj_only,exclusion,EC_subj_only,exclusion,39,kumutoa,NA,NA,neither,no,no,yes,2985884,2987852
