subject_nr,learning_condition,memory_condition,condition_learning,condition_memory,trial_nr,cs_filename,us_valence,cs_dur_level,type,eval_rating,time_rating_form,time_rating_blank
5,EC_subj_obj,exclusion,EC_subj_obj,exclusion,0,kantekt,negative,30_40,paired_cs,11,2218954,2222392
5,EC_subj_obj,exclusion,EC_subj_obj,exclusion,1,kibono,negative,90_10,distractor,17,2223412,2228823
5,EC_subj_obj,exclusion,EC_subj_obj,exclusion,2,ikzunt,NA,NA,neither,5,2229842,2233660
5,EC_subj_obj,exclusion,EC_subj_obj,exclusion,3,sleshen,positive,30_40,paired_cs,3,2234679,2239287
5,EC_subj_obj,exclusion,EC_subj_obj,exclusion,4,botuyn,negative,90_10,paired_cs,19,2240307,2244266
5,EC_subj_obj,exclusion,EC_subj_obj,exclusion,5,larnist,negative,50_60,distractor,14,2245284,2248420
5,EC_subj_obj,exclusion,EC_subj_obj,exclusion,6,misukor,negative,50_60,paired_cs,0,2249438,2253036
5,EC_subj_obj,exclusion,EC_subj_obj,exclusion,7,uhnong,positive,90_10,paired_cs,4,2254055,2255970
5,EC_subj_obj,exclusion,EC_subj_obj,exclusion,8,zofoll,negative,50_60,paired_cs,1,2256988,2258903
5,EC_subj_obj,exclusion,EC_subj_obj,exclusion,9,faloilo,positive,30_40,paired_cs,16,2259922,2262608
5,EC_subj_obj,exclusion,EC_subj_obj,exclusion,10,banzon,NA,NA,neither,15,2263627,2265312
5,EC_subj_obj,exclusion,EC_subj_obj,exclusion,11,godacht,positive,70_80,paired_cs,8,2266330,2269474
5,EC_subj_obj,exclusion,EC_subj_obj,exclusion,12,fonstir,positive,50_60,paired_cs,13,2270492,2273204
5,EC_subj_obj,exclusion,EC_subj_obj,exclusion,13,gowann,negative,90_10,paired_cs,5,2274222,2279374
5,EC_subj_obj,exclusion,EC_subj_obj,exclusion,14,hiwawa,positive,50_60,paired_cs,19,2280393,2281970
5,EC_subj_obj,exclusion,EC_subj_obj,exclusion,15,polust,positive,70_80,distractor,16,2282989,2285004
5,EC_subj_obj,exclusion,EC_subj_obj,exclusion,16,stodeen,negative,70_80,paired_cs,0,2286023,2289050
5,EC_subj_obj,exclusion,EC_subj_obj,exclusion,17,umeuken,negative,70_80,paired_cs,4,2290070,2293099
5,EC_subj_obj,exclusion,EC_subj_obj,exclusion,18,noste,NA,NA,neither,2,2294117,2295693
5,EC_subj_obj,exclusion,EC_subj_obj,exclusion,19,obacu,positive,30_40,distractor,7,2296711,2297942
5,EC_subj_obj,exclusion,EC_subj_obj,exclusion,20,medan,negative,30_40,paired_cs,13,2298961,2300754
5,EC_subj_obj,exclusion,EC_subj_obj,exclusion,21,oesgubi,positive,90_10,distractor,5,2301773,2304363
5,EC_subj_obj,exclusion,EC_subj_obj,exclusion,22,uwimor,negative,70_80,paired_cs,3,2305381,2309781
5,EC_subj_obj,exclusion,EC_subj_obj,exclusion,23,kiwehon,NA,NA,neither,4,2310799,2312603
5,EC_subj_obj,exclusion,EC_subj_obj,exclusion,24,frask,NA,NA,neither,7,2313621,2315192
5,EC_subj_obj,exclusion,EC_subj_obj,exclusion,25,nalber,negative,30_40,paired_cs,2,2316211,2318462
5,EC_subj_obj,exclusion,EC_subj_obj,exclusion,26,ursitz,negative,90_10,paired_cs,0,2319482,2320946
5,EC_subj_obj,exclusion,EC_subj_obj,exclusion,27,molkate,positive,90_10,paired_cs,19,2321964,2323648
5,EC_subj_obj,exclusion,EC_subj_obj,exclusion,28,virlog,negative,30_40,distractor,6,2324667,2328161
5,EC_subj_obj,exclusion,EC_subj_obj,exclusion,29,tewok,positive,70_80,paired_cs,8,2329180,2330981
5,EC_subj_obj,exclusion,EC_subj_obj,exclusion,30,trupfan,positive,50_60,distractor,1,2331999,2333687
5,EC_subj_obj,exclusion,EC_subj_obj,exclusion,31,jaciyn,negative,70_80,distractor,4,2334706,2336501
5,EC_subj_obj,exclusion,EC_subj_obj,exclusion,32,laumens,positive,50_60,paired_cs,10,2337521,2340223
5,EC_subj_obj,exclusion,EC_subj_obj,exclusion,33,botsy,NA,NA,neither,14,2341241,2342925
5,EC_subj_obj,exclusion,EC_subj_obj,exclusion,34,ampfong,positive,90_10,paired_cs,16,2343944,2347795
5,EC_subj_obj,exclusion,EC_subj_obj,exclusion,35,sprong,NA,NA,neither,2,2348813,2350650
5,EC_subj_obj,exclusion,EC_subj_obj,exclusion,36,furasti,positive,30_40,paired_cs,18,2351669,2354839
5,EC_subj_obj,exclusion,EC_subj_obj,exclusion,37,emkruas,negative,50_60,paired_cs,9,2355857,2358905
5,EC_subj_obj,exclusion,EC_subj_obj,exclusion,38,muoror,NA,NA,neither,4,2359923,2362073
5,EC_subj_obj,exclusion,EC_subj_obj,exclusion,39,hilejin,positive,70_80,paired_cs,6,2363092,2364323
