subject_nr,learning_condition,memory_condition,condition_learning,condition_memory,trial_nr,cs_filename,us_valence,cs_dur_level,type,PD_practice_runs,PD_practice_correct,PD_pos,PD_neg,time_PD_form,time_PD_blank
12,EC_only,exclusion,EC_only,exclusion,0,misukor,negative,90_10,paired_cs,1,1,no,yes,2057834,2070643
12,EC_only,exclusion,EC_only,exclusion,1,hiwawa,NA,NA,neither,1,1,yes,no,2071671,2077709
12,EC_only,exclusion,EC_only,exclusion,2,ampfong,NA,NA,neither,1,1,no,yes,2078737,2083430
12,EC_only,exclusion,EC_only,exclusion,3,nalber,negative,70_80,paired_cs,1,1,yes,no,2084460,2088772
12,EC_only,exclusion,EC_only,exclusion,4,frask,negative,90_10,paired_cs,1,1,yes,no,2089800,2092392
12,EC_only,exclusion,EC_only,exclusion,5,sleshen,negative,30_40,paired_cs,1,1,yes,no,2093421,2096135
12,EC_only,exclusion,EC_only,exclusion,6,virlog,NA,NA,neither,1,1,yes,no,2097163,2100014
12,EC_only,exclusion,EC_only,exclusion,7,obacu,positive,70_80,paired_cs,1,1,yes,no,2101042,2103633
12,EC_only,exclusion,EC_only,exclusion,8,jaciyn,negative,50_60,paired_cs,1,1,yes,no,2104662,2106391
12,EC_only,exclusion,EC_only,exclusion,9,molkate,negative,90_10,paired_cs,1,1,no,yes,2107419,2110020
12,EC_only,exclusion,EC_only,exclusion,10,fuhrrud,positive,30_40,paired_cs,1,1,yes,no,2111114,2114452
12,EC_only,exclusion,EC_only,exclusion,11,uhnong,positive,50_60,paired_cs,1,1,yes,no,2115480,2119300
12,EC_only,exclusion,EC_only,exclusion,12,banzon,positive,70_80,paired_cs,1,1,no,yes,2120328,2125490
12,EC_only,exclusion,EC_only,exclusion,13,tewok,NA,NA,neither,1,1,no,yes,2126518,2131321
12,EC_only,exclusion,EC_only,exclusion,14,hilejin,NA,NA,neither,1,1,yes,no,2132349,2135667
12,EC_only,exclusion,EC_only,exclusion,15,yosud,negative,30_40,paired_cs,1,1,no,yes,2136696,2141621
12,EC_only,exclusion,EC_only,exclusion,16,botsy,negative,50_60,paired_cs,1,1,no,yes,2142649,2147690
12,EC_only,exclusion,EC_only,exclusion,17,doscho,positive,30_40,paired_cs,1,1,no,yes,2148719,2152159
12,EC_only,exclusion,EC_only,exclusion,18,ursitz,NA,NA,neither,1,1,yes,no,2153188,2156398
12,EC_only,exclusion,EC_only,exclusion,19,kibono,negative,70_80,paired_cs,1,1,no,yes,2157429,2160761
12,EC_only,exclusion,EC_only,exclusion,20,gowann,NA,NA,neither,1,1,no,yes,2161789,2166088
12,EC_only,exclusion,EC_only,exclusion,21,zofoll,NA,NA,neither,1,1,yes,no,2167117,2171168
12,EC_only,exclusion,EC_only,exclusion,22,furasti,positive,50_60,paired_cs,1,1,yes,no,2172196,2177840
12,EC_only,exclusion,EC_only,exclusion,23,kantekt,NA,NA,neither,1,1,yes,no,2178867,2181445
12,EC_only,exclusion,EC_only,exclusion,24,emkruas,NA,NA,neither,1,1,yes,no,2182473,2185417
12,EC_only,exclusion,EC_only,exclusion,25,sebjukt,negative,70_80,paired_cs,1,1,yes,no,2186445,2188778
12,EC_only,exclusion,EC_only,exclusion,26,sprong,positive,90_10,paired_cs,1,1,yes,no,2189810,2193401
12,EC_only,exclusion,EC_only,exclusion,27,kumutoa,negative,50_60,paired_cs,1,1,no,yes,2194429,2204264
12,EC_only,exclusion,EC_only,exclusion,28,pimuide,positive,70_80,paired_cs,1,1,no,yes,2205292,2208124
12,EC_only,exclusion,EC_only,exclusion,29,schese,negative,30_40,paired_cs,1,1,no,yes,2209152,2212353
12,EC_only,exclusion,EC_only,exclusion,30,fonstir,NA,NA,neither,1,1,yes,no,2213382,2215597
12,EC_only,exclusion,EC_only,exclusion,31,plistuk,positive,50_60,paired_cs,1,1,yes,no,2216625,2219835
12,EC_only,exclusion,EC_only,exclusion,32,uwimor,positive,90_10,paired_cs,1,1,no,yes,2220863,2225788
12,EC_only,exclusion,EC_only,exclusion,33,plonim,NA,NA,neither,1,1,no,yes,2226820,2229658
12,EC_only,exclusion,EC_only,exclusion,34,oesgubi,NA,NA,neither,1,1,yes,no,2230687,2237711
12,EC_only,exclusion,EC_only,exclusion,35,trupfan,NA,NA,neither,1,1,no,yes,2238739,2243054
12,EC_only,exclusion,EC_only,exclusion,36,offukt,positive,90_10,paired_cs,1,1,yes,no,2244082,2248644
12,EC_only,exclusion,EC_only,exclusion,37,botuyn,positive,30_40,paired_cs,1,1,yes,no,2249673,2260652
12,EC_only,exclusion,EC_only,exclusion,38,medan,NA,NA,neither,1,1,no,yes,2261680,2264398
12,EC_only,exclusion,EC_only,exclusion,39,imstind,NA,NA,neither,1,1,yes,no,2265427,2270124
