subject_nr,learning_condition,memory_condition,condition_learning,condition_memory,trial_nr,cs_filename,us_valence,cs_dur_level,type,correct_us,us_opt_1,us_opt_2,us_opt_3,us_opt_4,us_opt_5,us_opt_6,im_opt_1,im_opt_2,im_opt_3,im_opt_4,im_opt_5,im_opt_6,im_opt_dk,time_im_form,time_im_blank
20,EC_only,normal,EC_only,normal,0,imstind,positive,NA,neither,none_correct,1463.bmp,4622.bmp,8540.bmp,1999.bmp,5460.bmp,2791.bmp,no,no,no,no,no,no,yes,1815699,1824115
20,EC_only,normal,EC_only,normal,1,virlog,negative,50_60,paired_cs,9560.bmp,1525.bmp,9041.bmp,9560.bmp,9500.bmp,9435.bmp,9340.bmp,no,no,no,no,no,no,yes,1825140,1830418
20,EC_only,normal,EC_only,normal,2,plistuk,positive,NA,neither,none_correct,7350.bmp,2058.bmp,1440.bmp,2660.bmp,2550.bmp,2311.bmp,no,no,no,no,no,yes,no,1831444,1837686
20,EC_only,normal,EC_only,normal,3,sprong,negative,30_40,paired_cs,2141.bmp,9432.bmp,9630.bmp,2375.1.bmp,2141.bmp,6838.bmp,9430.bmp,no,no,no,no,no,no,yes,1838711,1842273
20,EC_only,normal,EC_only,normal,4,kumutoa,positive,30_40,paired_cs,2791.bmp,2791.bmp,8080.bmp,1710.bmp,2900.2.bmp,8470.bmp,5831.bmp,no,no,no,no,no,no,yes,1843297,1845207
20,EC_only,normal,EC_only,normal,5,trupfan,negative,70_80,paired_cs,9180.bmp,2710.bmp,9404.bmp,9180.bmp,9102.bmp,8485.bmp,6242.bmp,no,no,no,no,no,no,yes,1846231,1849758
20,EC_only,normal,EC_only,normal,6,faloilo,positive,70_80,paired_cs,7230.bmp,8170.bmp,8501.bmp,7230.bmp,5910.bmp,2209.bmp,1710.bmp,no,no,no,no,no,no,yes,1850782,1852929
20,EC_only,normal,EC_only,normal,7,nalber,negative,70_80,paired_cs,9182.bmp,9182.bmp,9180.bmp,7380.bmp,9280.bmp,9342.bmp,9400.bmp,yes,no,no,no,no,no,no,1853953,1858374
20,EC_only,normal,EC_only,normal,8,permife,positive,90_10,distractor,none_correct,1463.bmp,8330.bmp,5594.bmp,2050.bmp,2057.bmp,5830.bmp,no,no,no,no,no,no,yes,1859398,1863188
20,EC_only,normal,EC_only,normal,9,doscho,positive,50_60,distractor,none_correct,2150.bmp,8370.bmp,5460.bmp,7350.bmp,2070.bmp,8501.bmp,no,no,no,no,no,no,yes,1864212,1865242
20,EC_only,normal,EC_only,normal,10,frask,positive,90_10,paired_cs,7502.bmp,8501.bmp,7502.bmp,8540.bmp,2791.bmp,8420.bmp,2209.bmp,no,yes,no,no,no,no,no,1866266,1868414
20,EC_only,normal,EC_only,normal,11,muoror,positive,NA,neither,none_correct,2050.bmp,8496.bmp,2900.2.bmp,1440.bmp,8470.bmp,7350.bmp,no,no,no,no,no,no,yes,1869438,1875279
20,EC_only,normal,EC_only,normal,12,jaciyn,positive,30_40,paired_cs,2209.bmp,8420.bmp,2900.2.bmp,8080.bmp,2209.bmp,2058.bmp,5629.bmp,no,no,no,no,no,no,yes,1876303,1877163
20,EC_only,normal,EC_only,normal,13,oesgubi,negative,70_80,distractor,none_correct,6838.bmp,9920.bmp,9560.bmp,9520.bmp,9430.bmp,9342.bmp,no,no,no,no,no,no,yes,1878188,1879395
20,EC_only,normal,EC_only,normal,14,fuhrrud,negative,90_10,paired_cs,9830.bmp,6570.1.bmp,6020.bmp,9830.bmp,6530.bmp,3160.bmp,9920.bmp,no,no,yes,no,no,no,no,1880419,1888516
20,EC_only,normal,EC_only,normal,15,fonstir,negative,90_10,paired_cs,6838.bmp,6838.bmp,9050.bmp,2053.bmp,9400.bmp,3300.bmp,6831.bmp,no,no,yes,no,no,no,no,1889540,1895908
20,EC_only,normal,EC_only,normal,16,furasti,negative,30_40,distractor,none_correct,9182.bmp,6242.bmp,3160.bmp,2276.bmp,8485.bmp,6831.bmp,no,no,no,yes,no,no,no,1896932,1907015
20,EC_only,normal,EC_only,normal,17,ubajec,positive,50_60,paired_cs,8200.bmp,5994.bmp,7580.bmp,8370.bmp,2311.bmp,8200.bmp,2150.bmp,no,no,no,no,no,no,yes,1908039,1910276
20,EC_only,normal,EC_only,normal,18,banzon,positive,90_10,paired_cs,4622.bmp,4622.bmp,8190.bmp,4220.bmp,1650.bmp,5910.bmp,2071.bmp,yes,no,no,no,no,no,no,1911300,1915079
20,EC_only,normal,EC_only,normal,19,yosud,negative,NA,neither,none_correct,9331.bmp,9520.bmp,9220.bmp,9830.bmp,6020.bmp,9920.bmp,no,no,no,no,no,no,yes,1916103,1920057
20,EC_only,normal,EC_only,normal,20,ampfong,negative,50_60,paired_cs,9280.bmp,2710.bmp,2053.bmp,6311.bmp,9280.bmp,9000.bmp,9050.bmp,no,no,no,no,no,no,yes,1921081,1922119
20,EC_only,normal,EC_only,normal,21,emkruas,positive,90_10,paired_cs,5629.bmp,7230.bmp,2070.bmp,5994.bmp,2080.bmp,5629.bmp,7502.bmp,no,no,no,no,yes,no,no,1923143,1925730
20,EC_only,normal,EC_only,normal,22,godacht,negative,NA,neither,none_correct,9041.bmp,9007.bmp,3220.bmp,9630.bmp,6555.bmp,3300.bmp,no,no,no,no,no,no,yes,1926754,1928478
20,EC_only,normal,EC_only,normal,23,polust,negative,90_10,distractor,none_correct,9435.bmp,9421.bmp,6570.1.bmp,9102.bmp,9265.bmp,3220.bmp,no,no,no,no,no,no,yes,1929502,1931799
20,EC_only,normal,EC_only,normal,24,umeuken,positive,NA,neither,none_correct,7470.bmp,8170.bmp,5594.bmp,2550.bmp,1650.bmp,8190.bmp,no,no,no,no,no,no,yes,1932823,1934263
20,EC_only,normal,EC_only,normal,25,uwimor,negative,30_40,paired_cs,9000.bmp,9220.bmp,9830.bmp,3220.bmp,2375.1.bmp,9000.bmp,1525.bmp,no,no,no,no,no,no,yes,1935287,1936389
20,EC_only,normal,EC_only,normal,26,noste,positive,70_80,paired_cs,2080.bmp,2080.bmp,8170.bmp,2150.bmp,8496.bmp,7580.bmp,2050.bmp,no,no,no,no,no,no,yes,1937413,1940629
20,EC_only,normal,EC_only,normal,27,hiwawa,negative,90_10,paired_cs,6311.bmp,9500.bmp,6311.bmp,9330.bmp,1525.bmp,9560.bmp,2900.bmp,no,yes,no,no,no,no,no,1941654,1943694
20,EC_only,normal,EC_only,normal,28,zofoll,negative,50_60,distractor,none_correct,9007.bmp,3160.bmp,9342.bmp,9265.bmp,2141.bmp,9340.bmp,no,no,no,no,no,no,yes,1944718,1946158
20,EC_only,normal,EC_only,normal,29,medan,negative,30_40,paired_cs,9400.bmp,3550.bmp,6555.bmp,2141.bmp,9400.bmp,7380.bmp,2276.bmp,no,no,no,no,no,no,yes,1947182,1948115
20,EC_only,normal,EC_only,normal,30,botuyn,positive,50_60,paired_cs,5594.bmp,7470.bmp,4622.bmp,2040.bmp,7330.bmp,5594.bmp,2660.bmp,no,no,no,no,no,no,yes,1949139,1951936
20,EC_only,normal,EC_only,normal,31,plonim,positive,30_40,distractor,none_correct,2040.bmp,2080.bmp,7230.bmp,2071.bmp,4220.bmp,5830.bmp,no,no,no,no,no,no,yes,1952960,1953737
20,EC_only,normal,EC_only,normal,32,obacu,positive,50_60,paired_cs,5831.bmp,5831.bmp,2340.bmp,4220.bmp,8370.bmp,5629.bmp,2091.bmp,no,no,no,no,no,no,yes,1954761,1955610
20,EC_only,normal,EC_only,normal,33,stodeen,positive,70_80,paired_cs,8190.bmp,5460.bmp,8190.bmp,8200.bmp,2340.bmp,1999.bmp,4606.bmp,no,no,yes,no,no,no,no,1956635,1964190
20,EC_only,normal,EC_only,normal,34,novuui,negative,70_80,paired_cs,2276.bmp,9000.bmp,9041.bmp,2276.bmp,9280.bmp,9421.bmp,9500.bmp,no,no,no,no,no,no,yes,1965214,1967333
20,EC_only,normal,EC_only,normal,35,laumens,positive,30_40,paired_cs,1650.bmp,1463.bmp,7330.bmp,4606.bmp,8200.bmp,8330.bmp,1650.bmp,no,no,no,no,no,no,yes,1968357,1972326
20,EC_only,normal,EC_only,normal,36,uhnong,negative,50_60,paired_cs,9421.bmp,9180.bmp,9006.bmp,9330.bmp,9421.bmp,9182.bmp,6311.bmp,no,no,no,no,no,no,yes,1973350,1974367
20,EC_only,normal,EC_only,normal,37,tewok,negative,NA,neither,none_correct,6530.bmp,9220.bmp,9404.bmp,3550.bmp,9006.bmp,9007.bmp,no,no,no,no,no,no,yes,1975392,1976324
20,EC_only,normal,EC_only,normal,38,sebjukt,positive,70_80,distractor,none_correct,2091.bmp,4606.bmp,7502.bmp,2057.bmp,5831.bmp,2660.bmp,no,no,no,no,no,no,yes,1977348,1978366
20,EC_only,normal,EC_only,normal,39,schese,negative,NA,neither,none_correct,9265.bmp,9331.bmp,9340.bmp,3300.bmp,9432.bmp,2900.bmp,no,no,no,no,no,no,yes,1979390,1980405
