subject_nr,learning_condition,memory_condition,condition_learning,condition_memory,trial_nr,cs_filename,us_valence,cs_dur_level,type,eval_rating,time_rating_form,time_rating_blank
73,EC_only,normal,EC_only,normal,0,botsy,NA,NA,neither,10,1597234,1602641
73,EC_only,normal,EC_only,normal,1,ikzunt,negative,90_10,paired_cs,10,1603661,1604911
73,EC_only,normal,EC_only,normal,2,gowann,negative,30_40,paired_cs,10,1605930,1613662
73,EC_only,normal,EC_only,normal,3,misukor,NA,NA,neither,7,1614682,1617638
73,EC_only,normal,EC_only,normal,4,kibono,NA,NA,neither,9,1618658,1623198
73,EC_only,normal,EC_only,normal,5,laumens,negative,50_60,paired_cs,11,1624218,1626712
73,EC_only,normal,EC_only,normal,6,ampfong,NA,NA,neither,9,1627731,1630678
73,EC_only,normal,EC_only,normal,7,godacht,positive,50_60,paired_cs,9,1631696,1634310
73,EC_only,normal,EC_only,normal,8,sebjukt,negative,30_40,paired_cs,6,1635329,1637595
73,EC_only,normal,EC_only,normal,9,permife,NA,NA,neither,7,1638624,1643061
73,EC_only,normal,EC_only,normal,10,jaciyn,positive,90_10,paired_cs,8,1644079,1649319
73,EC_only,normal,EC_only,normal,11,botuyn,negative,70_80,paired_cs,10,1650337,1652828
73,EC_only,normal,EC_only,normal,12,fonstir,NA,NA,neither,9,1653846,1655435
73,EC_only,normal,EC_only,normal,13,stodeen,positive,30_40,paired_cs,9,1656454,1657804
73,EC_only,normal,EC_only,normal,14,muoror,NA,NA,neither,8,1658824,1664965
73,EC_only,normal,EC_only,normal,15,hilejin,NA,NA,neither,9,1665983,1668814
73,EC_only,normal,EC_only,normal,16,nalber,NA,NA,neither,10,1669834,1673811
73,EC_only,normal,EC_only,normal,17,banzon,NA,NA,neither,10,1674830,1676300
73,EC_only,normal,EC_only,normal,18,sprong,negative,50_60,paired_cs,10,1677318,1678337
73,EC_only,normal,EC_only,normal,19,plonim,negative,50_60,paired_cs,10,1679357,1680373
73,EC_only,normal,EC_only,normal,20,imstind,negative,70_80,paired_cs,8,1681391,1683087
73,EC_only,normal,EC_only,normal,21,obacu,negative,30_40,paired_cs,8,1684105,1685008
73,EC_only,normal,EC_only,normal,22,uhnong,negative,90_10,paired_cs,7,1686026,1687723
73,EC_only,normal,EC_only,normal,23,trupfan,NA,NA,neither,6,1688742,1690993
73,EC_only,normal,EC_only,normal,24,yosud,negative,90_10,paired_cs,7,1692012,1693929
73,EC_only,normal,EC_only,normal,25,furasti,positive,50_60,paired_cs,7,1694948,1699151
73,EC_only,normal,EC_only,normal,26,schese,positive,90_10,paired_cs,7,1700170,1702208
73,EC_only,normal,EC_only,normal,27,offukt,positive,70_80,paired_cs,6,1703228,1706611
73,EC_only,normal,EC_only,normal,28,zofoll,NA,NA,neither,6,1707629,1709334
73,EC_only,normal,EC_only,normal,29,kiwehon,NA,NA,neither,7,1710353,1713409
73,EC_only,normal,EC_only,normal,30,doscho,NA,NA,neither,9,1714427,1717378
73,EC_only,normal,EC_only,normal,31,tewok,NA,NA,neither,9,1718397,1719752
73,EC_only,normal,EC_only,normal,32,faloilo,positive,90_10,paired_cs,8,1720772,1723261
73,EC_only,normal,EC_only,normal,33,fuhrrud,positive,30_40,paired_cs,7,1724280,1725748
73,EC_only,normal,EC_only,normal,34,novuui,positive,70_80,paired_cs,7,1726767,1727556
73,EC_only,normal,EC_only,normal,35,noste,positive,50_60,paired_cs,9,1728575,1731633
73,EC_only,normal,EC_only,normal,36,umeuken,positive,30_40,paired_cs,8,1732652,1734470
73,EC_only,normal,EC_only,normal,37,molkate,negative,70_80,paired_cs,10,1735488,1738552
73,EC_only,normal,EC_only,normal,38,virlog,positive,70_80,paired_cs,10,1739570,1740706
73,EC_only,normal,EC_only,normal,39,kantekt,NA,NA,neither,8,1741724,1743312
