subject_nr,learning_condition,memory_condition,condition_learning,condition_memory,trial_nr,cs_filename,us_valence,cs_dur_level,type,eval_rating,time_rating_form,time_rating_blank
6,EC_subj_obj,exclusion,EC_subj_obj,exclusion,0,ursitz,negative,30_40,distractor,4,3410809,3423456
6,EC_subj_obj,exclusion,EC_subj_obj,exclusion,1,kiwehon,negative,90_10,distractor,8,3424476,3433337
6,EC_subj_obj,exclusion,EC_subj_obj,exclusion,2,schese,negative,30_40,paired_cs,3,3434357,3437528
6,EC_subj_obj,exclusion,EC_subj_obj,exclusion,3,gowann,positive,90_10,paired_cs,12,3438547,3442966
6,EC_subj_obj,exclusion,EC_subj_obj,exclusion,4,molkate,negative,50_60,distractor,10,3443985,3448851
6,EC_subj_obj,exclusion,EC_subj_obj,exclusion,5,obacu,NA,NA,neither,12,3449870,3454511
6,EC_subj_obj,exclusion,EC_subj_obj,exclusion,6,nalber,positive,90_10,distractor,10,3455529,3458466
6,EC_subj_obj,exclusion,EC_subj_obj,exclusion,7,plonim,positive,30_40,paired_cs,16,3459486,3463010
6,EC_subj_obj,exclusion,EC_subj_obj,exclusion,8,fuhrrud,positive,50_60,paired_cs,4,3464030,3468676
6,EC_subj_obj,exclusion,EC_subj_obj,exclusion,9,laumens,positive,90_10,paired_cs,13,3469695,3472864
6,EC_subj_obj,exclusion,EC_subj_obj,exclusion,10,uhnong,positive,30_40,paired_cs,10,3473883,3477620
6,EC_subj_obj,exclusion,EC_subj_obj,exclusion,11,medan,positive,70_80,paired_cs,14,3478639,3482605
6,EC_subj_obj,exclusion,EC_subj_obj,exclusion,12,polust,negative,90_10,paired_cs,9,3483624,3488613
6,EC_subj_obj,exclusion,EC_subj_obj,exclusion,13,kibono,positive,70_80,distractor,11,3489633,3494256
6,EC_subj_obj,exclusion,EC_subj_obj,exclusion,14,uwimor,NA,NA,neither,4,3495275,3498885
6,EC_subj_obj,exclusion,EC_subj_obj,exclusion,15,muoror,NA,NA,neither,4,3499903,3504646
6,EC_subj_obj,exclusion,EC_subj_obj,exclusion,16,noste,positive,70_80,paired_cs,16,3505664,3509159
6,EC_subj_obj,exclusion,EC_subj_obj,exclusion,17,sebjukt,positive,30_40,paired_cs,5,3510178,3514020
6,EC_subj_obj,exclusion,EC_subj_obj,exclusion,18,doscho,negative,70_80,paired_cs,8,3515038,3524344
6,EC_subj_obj,exclusion,EC_subj_obj,exclusion,19,permife,negative,30_40,paired_cs,9,3525362,3529214
6,EC_subj_obj,exclusion,EC_subj_obj,exclusion,20,hilejin,positive,70_80,paired_cs,12,3530233,3537477
6,EC_subj_obj,exclusion,EC_subj_obj,exclusion,21,yosud,NA,NA,neither,3,3538495,3541652
6,EC_subj_obj,exclusion,EC_subj_obj,exclusion,22,emkruas,negative,50_60,paired_cs,5,3542672,3545617
6,EC_subj_obj,exclusion,EC_subj_obj,exclusion,23,ikzunt,negative,90_10,paired_cs,6,3546635,3551255
6,EC_subj_obj,exclusion,EC_subj_obj,exclusion,24,stodeen,positive,50_60,distractor,10,3552273,3556675
6,EC_subj_obj,exclusion,EC_subj_obj,exclusion,25,trupfan,positive,90_10,paired_cs,3,3557693,3566503
6,EC_subj_obj,exclusion,EC_subj_obj,exclusion,26,frask,negative,70_80,distractor,4,3567521,3570694
6,EC_subj_obj,exclusion,EC_subj_obj,exclusion,27,botuyn,NA,NA,neither,4,3571712,3575324
6,EC_subj_obj,exclusion,EC_subj_obj,exclusion,28,fonstir,NA,NA,neither,7,3576343,3579969
6,EC_subj_obj,exclusion,EC_subj_obj,exclusion,29,oesgubi,positive,30_40,distractor,4,3580987,3584383
6,EC_subj_obj,exclusion,EC_subj_obj,exclusion,30,umeuken,positive,50_60,paired_cs,5,3585401,3588906
6,EC_subj_obj,exclusion,EC_subj_obj,exclusion,31,imstind,negative,50_60,paired_cs,6,3589925,3593207
6,EC_subj_obj,exclusion,EC_subj_obj,exclusion,32,tewok,negative,70_80,paired_cs,8,3594225,3596036
6,EC_subj_obj,exclusion,EC_subj_obj,exclusion,33,kumutoa,negative,30_40,paired_cs,9,3597056,3599193
6,EC_subj_obj,exclusion,EC_subj_obj,exclusion,34,faloilo,NA,NA,neither,9,3600211,3608131
6,EC_subj_obj,exclusion,EC_subj_obj,exclusion,35,jaciyn,negative,70_80,paired_cs,5,3609149,3612428
6,EC_subj_obj,exclusion,EC_subj_obj,exclusion,36,novuui,negative,90_10,paired_cs,15,3613446,3617526
6,EC_subj_obj,exclusion,EC_subj_obj,exclusion,37,furasti,negative,50_60,paired_cs,3,3618545,3622275
6,EC_subj_obj,exclusion,EC_subj_obj,exclusion,38,sleshen,NA,NA,neither,1,3623293,3627716
6,EC_subj_obj,exclusion,EC_subj_obj,exclusion,39,virlog,positive,50_60,paired_cs,15,3628735,3632012
