subject_nr,learning_condition,memory_condition,trial_nr,trial_type,cs_nr,block,blockhalf,cs_dur_level,filler,masking,us_valence,us_filename,cs_filename,mask,cs_duration,postmask_duration,us_duration,id_opt_1,id_opt_2,id_opt_3,id_opt_4,paired_opt_1,paired_opt_2,paired_opt_3,paired_opt_4,vf_neg,vf_pos,subj_1,subj_2,subj_3,subj_4,subj_5,subj_6,opt_1,opt_2,opt_3,opt_4,time_blank_show,time_fixation_dot_show,time_cs_us_show,time_postmask_show,time_us_show,time_valence_focus,time_subjective_rating,time_identification,time_logger
31,EC_subj_obj,exclusion,0,objective,cs11,1,first,50_60,no,yes,positive,8501.bmp,frask,maske_4.bmp,50,50,2400,furasti,novuui,frask,botuyn,unpaired,other_cs,current_cs,other_cs,yes,no,NA,NA,NA,NA,NA,NA,no,no,no,yes,170436,171341,171445,171500,171555,173956,NA,177035,182952
31,EC_subj_obj,exclusion,1,subjective,cs26,1,first,90_10,no,no,negative,9432.bmp,botsy,NA,100,50,2350,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,no,no,no,no,no,yes,NA,NA,NA,NA,183127,184032,184136,184240,184295,186646,187932,NA,191538
31,EC_subj_obj,exclusion,2,subjective,cs20,1,first,70_80,no,yes,negative,9500.bmp,yosud,maske_2.bmp,70,50,2380,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,no,no,no,no,yes,no,NA,NA,NA,NA,191720,192624,192728,192803,192858,195238,196898,NA,199880
31,EC_subj_obj,exclusion,3,objective,cs14,1,first,50_60,no,yes,negative,2053.bmp,hilejin,maske_10.bmp,50,50,2400,schese,hilejin,kibono,pimuide,other_cs,current_cs,other_cs,unpaired,yes,no,NA,NA,NA,NA,NA,NA,yes,no,no,no,200057,200962,201067,201121,201175,203576,NA,204498,207682
31,EC_subj_obj,exclusion,4,subjective,cs21,1,first,90_10,no,no,positive,2208.bmp,trupfan,NA,90,50,2360,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,no,no,no,no,no,yes,NA,NA,NA,NA,207859,208764,208869,208964,209019,211380,215060,NA,216916
31,EC_subj_obj,exclusion,5,objective,cs12,1,first,50_60,no,yes,negative,9180.bmp,schese,maske_11.bmp,50,50,2400,schese,kibono,pimuide,hilejin,current_cs,other_cs,unpaired,other_cs,yes,no,NA,NA,NA,NA,NA,NA,no,no,yes,no,217097,218002,218107,218162,218217,220617,NA,222579,225112
31,EC_subj_obj,exclusion,6,objective,cs8,1,first,30_40,no,yes,negative,9630.bmp,noste,maske_1.bmp,40,50,2410,sleshen,noste,emkruas,ampfong,unpaired,current_cs,other_cs,other_cs,yes,no,NA,NA,NA,NA,NA,NA,yes,no,no,no,225293,226197,226302,226346,226401,228812,NA,229946,233881
31,EC_subj_obj,exclusion,7,objective,cs4,1,first,30_40,no,yes,negative,9520.bmp,emkruas,maske_6.bmp,30,50,2420,ampfong,emkruas,sleshen,noste,other_cs,current_cs,unpaired,other_cs,yes,no,NA,NA,NA,NA,NA,NA,no,no,yes,no,234060,234964,235069,235103,235158,237578,NA,239271,242044
31,EC_subj_obj,exclusion,8,objective,cs9,1,first,50_60,no,yes,positive,5629.bmp,novuui,maske_12.bmp,60,50,2390,frask,botuyn,furasti,novuui,other_cs,other_cs,unpaired,current_cs,no,yes,NA,NA,NA,NA,NA,NA,no,no,yes,no,242225,243129,243234,243299,243354,245745,NA,247875,251137
31,EC_subj_obj,exclusion,9,subjective,cs7,1,first,30_40,no,yes,positive,8170.bmp,kantekt,maske_5.bmp,30,50,2420,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,no,no,no,no,no,NA,NA,NA,NA,251316,252220,252325,252360,252414,254835,255591,NA,259367
31,EC_subj_obj,exclusion,10,subjective,cs18,1,first,70_80,no,yes,negative,6838.bmp,godacht,maske_11.bmp,70,50,2380,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,no,no,no,no,yes,no,NA,NA,NA,NA,259544,260449,260554,260629,260683,263064,263929,NA,267407
31,EC_subj_obj,exclusion,11,objective,cs5,1,first,30_40,no,yes,positive,5830.bmp,ubajec,maske_4.bmp,30,50,2420,larnist,ubajec,kantekt,fonstir,unpaired,current_cs,other_cs,other_cs,no,yes,NA,NA,NA,NA,NA,NA,yes,no,no,no,267583,268487,268592,268626,268680,271101,NA,272894,275404
31,EC_subj_obj,exclusion,12,objective,cs3,1,first,30_40,no,yes,positive,8080.bmp,fonstir,maske_8.bmp,30,50,2420,fonstir,kantekt,ubajec,larnist,current_cs,other_cs,other_cs,unpaired,no,yes,NA,NA,NA,NA,NA,NA,yes,no,no,no,275581,276486,276590,276625,276679,279099,NA,280133,281632
31,EC_subj_obj,exclusion,13,objective,cs13,1,first,50_60,no,yes,positive,2340.bmp,botuyn,maske_10.bmp,60,50,2390,novuui,frask,furasti,botuyn,other_cs,other_cs,unpaired,current_cs,no,yes,NA,NA,NA,NA,NA,NA,yes,no,no,no,281810,282715,282819,282884,282938,285328,NA,286127,288326
31,EC_subj_obj,exclusion,14,objective,cs16,1,first,70_80,no,yes,negative,3160.bmp,sebjukt,maske_10.bmp,70,50,2380,sebjukt,godacht,yosud,molkate,current_cs,other_cs,other_cs,unpaired,yes,no,NA,NA,NA,NA,NA,NA,yes,no,no,no,288505,289409,289513,289589,289643,292024,NA,292719,294205
31,EC_subj_obj,exclusion,15,subjective,cs1,1,first,30_40,yes,yes,positive,2150.bmp,NA,maske_2.bmp,30,50,2420,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,no,no,no,no,no,NA,NA,NA,NA,294383,295287,295392,295427,295481,297902,298671,NA,301016
31,EC_subj_obj,exclusion,16,subjective,cs2,1,first,30_40,yes,yes,negative,9340.bmp,NA,maske_8.bmp,30,50,2420,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,no,no,no,no,no,NA,NA,NA,NA,301193,302098,302203,302238,302292,304713,305748,NA,307604
31,EC_subj_obj,exclusion,17,objective,cs6,1,first,30_40,no,yes,negative,9435.bmp,ampfong,maske_9.bmp,40,50,2410,emkruas,ampfong,sleshen,noste,other_cs,current_cs,unpaired,other_cs,yes,no,NA,NA,NA,NA,NA,NA,yes,no,no,no,307784,308688,308792,308837,308892,311303,NA,312019,315216
31,EC_subj_obj,exclusion,18,subjective,cs19,1,first,70_80,no,yes,positive,1650.bmp,kiwehon,maske_8.bmp,70,50,2380,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,no,no,no,yes,no,no,NA,NA,NA,NA,315399,316303,316408,316483,316538,318918,319848,NA,322143
31,EC_subj_obj,exclusion,19,subjective,cs23,1,first,90_10,no,no,positive,2091.bmp,offukt,NA,100,50,2350,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,no,no,no,no,no,yes,NA,NA,NA,NA,322321,323225,323330,323435,323490,325841,326381,NA,327388
31,EC_subj_obj,exclusion,20,subjective,cs24,1,first,90_10,no,no,negative,9007.bmp,virlog,NA,90,50,2360,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,no,no,no,no,no,yes,NA,NA,NA,NA,327566,328470,328575,328670,328724,331085,332082,NA,333005
31,EC_subj_obj,exclusion,21,subjective,cs22,1,first,90_10,no,no,negative,9050.bmp,banzon,NA,100,50,2350,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,no,no,no,no,no,yes,NA,NA,NA,NA,333183,334087,334192,334297,334352,336702,337396,NA,338536
31,EC_subj_obj,exclusion,22,objective,cs17,1,first,70_80,no,yes,positive,2209.bmp,fuhrrud,maske_9.bmp,80,50,2370,zofoll,kiwehon,fuhrrud,obacu,other_cs,other_cs,current_cs,unpaired,no,yes,NA,NA,NA,NA,NA,NA,no,no,yes,no,338715,339619,339724,339808,339862,342233,NA,343097,344485
31,EC_subj_obj,exclusion,23,subjective,cs10,1,first,50_60,no,yes,negative,2375.1.bmp,kibono,maske_8.bmp,50,50,2400,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,no,no,yes,no,no,no,NA,NA,NA,NA,344663,345567,345672,345727,345781,348182,348914,NA,351383
31,EC_subj_obj,exclusion,24,subjective,cs15,1,first,70_80,no,yes,positive,1710.bmp,zofoll,maske_9.bmp,80,50,2370,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,no,no,no,no,yes,no,NA,NA,NA,NA,351564,352468,352573,352658,352713,355084,355748,NA,357670
31,EC_subj_obj,exclusion,25,subjective,cs25,1,first,90_10,no,no,positive,1440.bmp,misukor,NA,100,50,2350,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,no,no,no,no,no,yes,NA,NA,NA,NA,357850,358754,358858,358963,359018,361369,361859,NA,362814
31,EC_subj_obj,exclusion,26,subjective,cs8,1,second,30_40,no,yes,negative,9220.bmp,noste,maske_11.bmp,40,50,2410,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,no,no,yes,no,no,no,NA,NA,NA,NA,362994,363898,364003,364047,364102,366513,367350,NA,371571
31,EC_subj_obj,exclusion,27,subjective,cs5,1,second,30_40,no,yes,positive,5910.bmp,ubajec,maske_9.bmp,30,50,2420,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,no,yes,no,no,no,no,NA,NA,NA,NA,371751,372656,372760,372794,372848,375269,375755,NA,378807
31,EC_subj_obj,exclusion,28,objective,cs26,1,second,90_10,no,no,negative,9102.bmp,botsy,NA,100,50,2350,banzon,plonim,virlog,botsy,other_cs,unpaired,other_cs,current_cs,yes,no,NA,NA,NA,NA,NA,NA,no,no,no,yes,378986,379891,379995,380099,380154,382505,NA,382992,384630
31,EC_subj_obj,exclusion,29,objective,cs22,1,second,90_10,no,no,negative,2750.bmp,banzon,NA,100,50,2350,plonim,botsy,banzon,virlog,unpaired,other_cs,current_cs,other_cs,yes,no,NA,NA,NA,NA,NA,NA,no,no,yes,no,384808,385712,385817,385921,385976,388326,NA,388970,389654
31,EC_subj_obj,exclusion,30,objective,cs25,1,second,90_10,no,no,positive,4606.bmp,misukor,NA,100,50,2350,trupfan,offukt,muoror,misukor,other_cs,other_cs,unpaired,current_cs,no,yes,NA,NA,NA,NA,NA,NA,no,no,no,yes,389829,390733,390837,390942,390997,393347,NA,394504,395894
