subject_nr,learning_condition,memory_condition,condition_learning,condition_memory,trial_nr,cs_filename,us_valence,cs_dur_level,type,PD_practice_runs,PD_practice_correct,PD_pos,PD_neg,time_PD_form,time_PD_blank
59,EC_subj_obj,exclusion,EC_subj_obj,exclusion,0,schese,negative,30_40,paired_cs,1,1,yes,no,3191603,3220469
59,EC_subj_obj,exclusion,EC_subj_obj,exclusion,1,banzon,NA,NA,neither,1,1,yes,no,3221497,3230705
59,EC_subj_obj,exclusion,EC_subj_obj,exclusion,2,frask,negative,50_60,distractor,1,1,no,yes,3231736,3243830
59,EC_subj_obj,exclusion,EC_subj_obj,exclusion,3,botsy,negative,70_80,distractor,1,1,yes,no,3244858,3250379
59,EC_subj_obj,exclusion,EC_subj_obj,exclusion,4,furasti,negative,90_10,paired_cs,1,1,no,yes,3251407,3265864
59,EC_subj_obj,exclusion,EC_subj_obj,exclusion,5,umeuken,negative,50_60,paired_cs,1,1,no,yes,3266895,3268993
59,EC_subj_obj,exclusion,EC_subj_obj,exclusion,6,plistuk,positive,50_60,distractor,1,1,no,yes,3270021,3273108
59,EC_subj_obj,exclusion,EC_subj_obj,exclusion,7,sprong,negative,90_10,distractor,1,1,no,yes,3274137,3281039
59,EC_subj_obj,exclusion,EC_subj_obj,exclusion,8,godacht,positive,90_10,paired_cs,1,1,no,yes,3282067,3285274
59,EC_subj_obj,exclusion,EC_subj_obj,exclusion,9,pimuide,positive,70_80,distractor,1,1,no,yes,3286306,3289634
59,EC_subj_obj,exclusion,EC_subj_obj,exclusion,10,muoror,NA,NA,neither,1,1,yes,no,3290662,3292887
59,EC_subj_obj,exclusion,EC_subj_obj,exclusion,11,plonim,NA,NA,neither,1,1,no,yes,3293915,3300457
59,EC_subj_obj,exclusion,EC_subj_obj,exclusion,12,noste,negative,50_60,paired_cs,1,1,no,yes,3301485,3303465
59,EC_subj_obj,exclusion,EC_subj_obj,exclusion,13,ursitz,negative,70_80,paired_cs,1,1,no,yes,3304493,3305478
59,EC_subj_obj,exclusion,EC_subj_obj,exclusion,14,molkate,positive,30_40,paired_cs,1,1,yes,no,3306506,3308117
59,EC_subj_obj,exclusion,EC_subj_obj,exclusion,15,sebjukt,negative,30_40,paired_cs,1,1,no,yes,3309145,3311612
59,EC_subj_obj,exclusion,EC_subj_obj,exclusion,16,ampfong,negative,90_10,paired_cs,1,1,no,yes,3312660,3314023
59,EC_subj_obj,exclusion,EC_subj_obj,exclusion,17,uhnong,positive,50_60,paired_cs,1,1,no,yes,3315051,3316904
59,EC_subj_obj,exclusion,EC_subj_obj,exclusion,18,trupfan,positive,30_40,paired_cs,1,1,yes,no,3317933,3322373
59,EC_subj_obj,exclusion,EC_subj_obj,exclusion,19,virlog,NA,NA,neither,1,1,no,yes,3323401,3325863
59,EC_subj_obj,exclusion,EC_subj_obj,exclusion,20,laumens,positive,70_80,paired_cs,1,1,no,yes,3326965,3334315
59,EC_subj_obj,exclusion,EC_subj_obj,exclusion,21,faloilo,negative,30_40,paired_cs,1,1,no,yes,3335344,3337671
59,EC_subj_obj,exclusion,EC_subj_obj,exclusion,22,fonstir,positive,30_40,paired_cs,1,1,no,yes,3338699,3340541
59,EC_subj_obj,exclusion,EC_subj_obj,exclusion,23,kumutoa,negative,90_10,paired_cs,1,1,no,yes,3341570,3342918
59,EC_subj_obj,exclusion,EC_subj_obj,exclusion,24,misukor,negative,70_80,paired_cs,1,1,no,yes,3343946,3346159
59,EC_subj_obj,exclusion,EC_subj_obj,exclusion,25,ikzunt,positive,90_10,paired_cs,1,1,no,yes,3347187,3348917
59,EC_subj_obj,exclusion,EC_subj_obj,exclusion,26,uwimor,positive,70_80,paired_cs,1,1,no,yes,3349945,3351300
59,EC_subj_obj,exclusion,EC_subj_obj,exclusion,27,hilejin,NA,NA,neither,1,1,yes,no,3352328,3354536
59,EC_subj_obj,exclusion,EC_subj_obj,exclusion,28,doscho,NA,NA,neither,1,1,yes,no,3355564,3357283
59,EC_subj_obj,exclusion,EC_subj_obj,exclusion,29,kiwehon,positive,70_80,paired_cs,1,1,no,yes,3358311,3359911
59,EC_subj_obj,exclusion,EC_subj_obj,exclusion,30,hiwawa,positive,50_60,paired_cs,1,1,no,yes,3360941,3364869
59,EC_subj_obj,exclusion,EC_subj_obj,exclusion,31,tewok,negative,30_40,distractor,1,1,yes,no,3365897,3373885
59,EC_subj_obj,exclusion,EC_subj_obj,exclusion,32,obacu,NA,NA,neither,1,1,yes,no,3374913,3377121
59,EC_subj_obj,exclusion,EC_subj_obj,exclusion,33,nalber,positive,50_60,paired_cs,1,1,yes,no,3378154,3380499
59,EC_subj_obj,exclusion,EC_subj_obj,exclusion,34,larnist,positive,90_10,distractor,1,1,no,yes,3381527,3385951
59,EC_subj_obj,exclusion,EC_subj_obj,exclusion,35,zofoll,positive,90_10,paired_cs,1,1,yes,no,3386979,3391405
59,EC_subj_obj,exclusion,EC_subj_obj,exclusion,36,jaciyn,negative,50_60,paired_cs,1,1,no,yes,3392433,3393793
59,EC_subj_obj,exclusion,EC_subj_obj,exclusion,37,novuui,NA,NA,neither,1,1,no,yes,3394821,3397522
59,EC_subj_obj,exclusion,EC_subj_obj,exclusion,38,sleshen,positive,30_40,distractor,1,1,yes,no,3398551,3402233
59,EC_subj_obj,exclusion,EC_subj_obj,exclusion,39,ubajec,negative,70_80,paired_cs,1,1,no,yes,3403261,3404863
