subject_nr,learning_condition,memory_condition,trial_nr,trial_type,cs_nr,block,blockhalf,cs_dur_level,filler,masking,us_valence,us_filename,cs_filename,mask,cs_duration,postmask_duration,us_duration,id_opt_1,id_opt_2,id_opt_3,id_opt_4,paired_opt_1,paired_opt_2,paired_opt_3,paired_opt_4,vf_neg,vf_pos,subj_1,subj_2,subj_3,subj_4,subj_5,subj_6,opt_1,opt_2,opt_3,opt_4,time_blank_show,time_fixation_dot_show,time_cs_us_show,time_postmask_show,time_us_show,time_valence_focus,time_subjective_rating,time_identification,time_logger
11,EC_subj_obj,inclusion,0,objective,cs25,1,first,90_10,no,no,positive,5629.bmp,plistuk,NA,100,50,2350,imstind,pimuide,plistuk,banzon,other_cs,other_cs,current_cs,unpaired,no,yes,NA,NA,NA,NA,NA,NA,no,yes,no,no,149625,150528,150631,150735,150788,153138,NA,163233,173964
11,EC_subj_obj,inclusion,1,subjective,cs14,1,first,50_60,no,yes,negative,2750.bmp,nalber,maske_4.bmp,50,50,2400,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,yes,no,no,no,no,no,NA,NA,NA,NA,174106,175010,175113,175166,175219,177619,181580,NA,186039
11,EC_subj_obj,inclusion,2,subjective,cs6,1,first,30_40,no,yes,negative,2053.bmp,frask,maske_4.bmp,40,50,2410,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,yes,no,no,no,no,no,NA,NA,NA,NA,186171,187074,187177,187220,187273,189683,196400,NA,200186
11,EC_subj_obj,inclusion,3,subjective,cs7,1,first,30_40,no,yes,positive,8540.bmp,larnist,maske_9.bmp,30,50,2420,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,no,no,no,no,no,NA,NA,NA,NA,200314,201218,201321,201354,201407,203827,208263,NA,209604
11,EC_subj_obj,inclusion,4,objective,cs22,1,first,90_10,no,no,negative,7380.bmp,noste,NA,90,50,2360,zofoll,doscho,noste,molkate,unpaired,other_cs,current_cs,other_cs,yes,no,NA,NA,NA,NA,NA,NA,no,no,no,yes,209771,210674,210777,210870,210923,213283,NA,214886,219890
11,EC_subj_obj,inclusion,5,subjective,cs13,1,first,50_60,no,yes,positive,2070.bmp,ampfong,maske_11.bmp,50,50,2400,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,no,no,no,no,no,NA,NA,NA,NA,220022,220926,221029,221082,221135,223535,231924,NA,234376
11,EC_subj_obj,inclusion,6,objective,cs8,1,first,30_40,no,yes,negative,9182.bmp,trupfan,maske_1.bmp,40,50,2410,frask,kibono,trupfan,ursitz,other_cs,unpaired,current_cs,other_cs,yes,no,NA,NA,NA,NA,NA,NA,yes,no,no,no,234507,235411,235514,235557,235610,238020,NA,240720,243046
11,EC_subj_obj,inclusion,7,objective,cs17,1,first,70_80,no,yes,positive,2050.bmp,misukor,maske_3.bmp,70,50,2380,misukor,botuyn,kumutoa,stodeen,current_cs,other_cs,unpaired,other_cs,no,yes,NA,NA,NA,NA,NA,NA,yes,no,no,no,243189,244092,244196,244269,244322,246702,NA,248854,252443
11,EC_subj_obj,inclusion,8,subjective,cs12,1,first,50_60,no,yes,negative,9830.bmp,botsy,maske_12.bmp,60,50,2390,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,yes,no,no,no,no,no,NA,NA,NA,NA,252574,253477,253580,253644,253697,256087,257698,NA,259725
11,EC_subj_obj,inclusion,9,subjective,cs1,1,first,30_40,yes,yes,positive,2080.bmp,NA,maske_12.bmp,40,50,2410,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,no,no,no,no,no,NA,NA,NA,NA,259845,260748,260851,260894,260947,263357,265353,NA,267145
