subject_nr,learning_condition,memory_condition,trial_nr,trial_type,cs_nr,block,blockhalf,cs_dur_level,filler,masking,us_valence,us_filename,cs_filename,mask,cs_duration,postmask_duration,us_duration,id_opt_1,id_opt_2,id_opt_3,id_opt_4,paired_opt_1,paired_opt_2,paired_opt_3,paired_opt_4,vf_neg,vf_pos,subj_1,subj_2,subj_3,subj_4,subj_5,subj_6,opt_1,opt_2,opt_3,opt_4,time_blank_show,time_fixation_dot_show,time_cs_us_show,time_postmask_show,time_us_show,time_valence_focus,time_subjective_rating,time_identification,time_logger
42,EC_only,normal,0,valence_only,cs14,1,first,50_60,no,yes,negative,9331.bmp,virlog,maske_4.bmp,60,50,2390,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132412,133315,133418,133481,133534,135924,NA,NA,141830
42,EC_only,normal,1,valence_only,cs25,1,first,90_10,no,no,positive,8420.bmp,muoror,NA,90,50,2360,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141990,142894,142997,143090,143143,145503,NA,NA,147791
42,EC_only,normal,2,valence_only,cs11,1,first,50_60,no,yes,positive,2058.bmp,jaciyn,maske_10.bmp,60,50,2390,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147933,148837,148940,149003,149056,151446,NA,NA,152814
42,EC_only,normal,3,valence_only,cs2,1,first,30_40,yes,yes,negative,2710.bmp,NA,maske_5.bmp,30,50,2420,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152937,153840,153943,153976,154029,156449,NA,NA,157593
42,EC_only,normal,4,valence_only,cs13,1,first,50_60,no,yes,positive,2040.bmp,polust,maske_6.bmp,60,50,2390,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157736,158639,158742,158805,158858,161248,NA,NA,162699
42,EC_only,normal,5,valence_only,cs15,1,first,70_80,no,yes,positive,1710.bmp,medan,maske_11.bmp,80,50,2370,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162852,163755,163858,163941,163994,166364,NA,NA,167511
42,EC_only,normal,6,valence_only,cs19,1,first,70_80,no,yes,positive,5460.bmp,obacu,maske_6.bmp,80,50,2370,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167677,168580,168683,168766,168819,171189,NA,NA,176577
42,EC_only,normal,7,valence_only,cs4,1,first,30_40,no,yes,negative,6020.bmp,novuui,maske_1.bmp,30,50,2420,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176698,177601,177704,177737,177790,180210,NA,NA,181729
42,EC_only,normal,8,valence_only,cs1,1,first,30_40,yes,yes,positive,5831.bmp,NA,maske_10.bmp,40,50,2410,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181839,182743,182846,182889,182942,185352,NA,NA,187944
42,EC_only,normal,9,valence_only,cs21,1,first,90_10,no,no,positive,2340.bmp,stodeen,NA,90,50,2360,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,188103,189007,189110,189203,189256,191616,NA,NA,194051
