subject_nr,learning_condition,memory_condition,condition_learning,condition_memory,trial_nr,cs_filename,us_valence,cs_dur_level,type,correct_us,us_opt_1,us_opt_2,us_opt_3,us_opt_4,us_opt_5,us_opt_6,im_opt_1,im_opt_2,im_opt_3,im_opt_4,im_opt_5,im_opt_6,im_opt_dk,time_im_form,time_im_blank
31,EC_subj_obj,exclusion,EC_subj_obj,exclusion,0,kibono,negative,50_60,paired_cs,9041.bmp,9430.bmp,6831.bmp,9331.bmp,9041.bmp,9830.bmp,9342.bmp,no,no,no,yes,no,no,no,2707960,2717144
31,EC_subj_obj,exclusion,EC_subj_obj,exclusion,1,hilejin,negative,50_60,paired_cs,9280.bmp,9500.bmp,9920.bmp,9220.bmp,9280.bmp,3160.bmp,9404.bmp,no,no,no,yes,no,no,no,2718206,2722636
31,EC_subj_obj,exclusion,EC_subj_obj,exclusion,2,godacht,negative,70_80,paired_cs,9265.bmp,9561.bmp,6020.bmp,6242.bmp,9006.bmp,2900.bmp,9265.bmp,no,no,no,no,no,yes,no,2723698,2730499
31,EC_subj_obj,exclusion,EC_subj_obj,exclusion,3,emkruas,negative,30_40,paired_cs,2710.bmp,9435.bmp,3220.bmp,3300.bmp,2141.bmp,6838.bmp,2710.bmp,no,no,no,no,no,no,yes,2731560,2736489
31,EC_subj_obj,exclusion,EC_subj_obj,exclusion,4,schese,negative,50_60,paired_cs,9421.bmp,9400.bmp,6838.bmp,9102.bmp,9421.bmp,3300.bmp,2750.bmp,no,no,yes,no,no,no,no,2737551,2744209
31,EC_subj_obj,exclusion,EC_subj_obj,exclusion,5,kantekt,positive,30_40,paired_cs,8170.bmp,8470.bmp,7580.bmp,2040.bmp,8170.bmp,1999.bmp,8080.bmp,no,no,no,no,yes,no,no,2745273,2747991
31,EC_subj_obj,exclusion,EC_subj_obj,exclusion,6,permife,negative,NA,neither,none_correct,9330.bmp,9280.bmp,9265.bmp,9102.bmp,2053.bmp,9920.bmp,no,no,no,no,no,no,yes,2749053,2751467
31,EC_subj_obj,exclusion,EC_subj_obj,exclusion,7,virlog,negative,90_10,paired_cs,6020.bmp,9000.bmp,9561.bmp,6570.1.bmp,9180.bmp,6020.bmp,6530.bmp,yes,no,no,no,no,no,no,2752528,2755916
31,EC_subj_obj,exclusion,EC_subj_obj,exclusion,8,botuyn,positive,50_60,paired_cs,2340.bmp,7470.bmp,4622.bmp,2340.bmp,8496.bmp,1440.bmp,5831.bmp,no,yes,no,no,no,no,no,2756977,2761188
31,EC_subj_obj,exclusion,EC_subj_obj,exclusion,9,pimuide,negative,50_60,distractor,6570.1.bmp,6570.1.bmp,8485.bmp,6311.bmp,9000.bmp,9404.bmp,6555.bmp,no,no,no,no,no,no,yes,2762250,2766406
