subject_nr,learning_condition,memory_condition,condition_learning,condition_memory,trial_nr,cs_filename,us_valence,cs_dur_level,type,vm_pos,vm_neg,vm_dk,time_vm_form,time_vm_blank
80,EC_only,normal,EC_only,normal,0,plonim,NA,NA,neither,no,no,yes,2406560,2410678
80,EC_only,normal,EC_only,normal,1,furasti,NA,NA,neither,yes,no,no,2411731,2416953
80,EC_only,normal,EC_only,normal,2,zofoll,NA,NA,neither,no,no,yes,2418007,2420648
80,EC_only,normal,EC_only,normal,3,tewok,NA,NA,neither,yes,no,no,2421702,2423594
80,EC_only,normal,EC_only,normal,4,oesgubi,NA,NA,neither,no,no,yes,2424648,2427027
80,EC_only,normal,EC_only,normal,5,nalber,NA,NA,neither,no,yes,no,2428081,2429605
80,EC_only,normal,EC_only,normal,6,medan,NA,NA,neither,no,no,yes,2430658,2432463
80,EC_only,normal,EC_only,normal,7,jaciyn,negative,50_60,paired_cs,no,no,yes,2433518,2434465
80,EC_only,normal,EC_only,normal,8,ubajec,positive,90_10,paired_cs,yes,no,no,2435519,2436776
80,EC_only,normal,EC_only,normal,9,novuui,negative,30_40,paired_cs,yes,no,no,2437829,2440294
80,EC_only,normal,EC_only,normal,10,fuhrrud,positive,50_60,paired_cs,no,no,yes,2441347,2442472
80,EC_only,normal,EC_only,normal,11,molkate,positive,30_40,paired_cs,no,no,yes,2443526,2444555
80,EC_only,normal,EC_only,normal,12,ampfong,NA,NA,neither,no,no,yes,2445608,2446711
80,EC_only,normal,EC_only,normal,13,sleshen,negative,70_80,paired_cs,yes,no,no,2447764,2451901
80,EC_only,normal,EC_only,normal,14,offukt,NA,NA,neither,no,no,yes,2452954,2454078
80,EC_only,normal,EC_only,normal,15,kantekt,negative,90_10,paired_cs,no,yes,no,2455132,2456037
80,EC_only,normal,EC_only,normal,16,gowann,positive,30_40,paired_cs,no,no,yes,2457090,2458105
80,EC_only,normal,EC_only,normal,17,sprong,positive,70_80,paired_cs,yes,no,no,2459160,2460898
80,EC_only,normal,EC_only,normal,18,godacht,positive,90_10,paired_cs,yes,no,no,2461952,2462983
80,EC_only,normal,EC_only,normal,19,doscho,negative,50_60,paired_cs,no,yes,no,2464037,2465317
80,EC_only,normal,EC_only,normal,20,uhnong,NA,NA,neither,no,yes,no,2466371,2467361
80,EC_only,normal,EC_only,normal,21,virlog,negative,70_80,paired_cs,no,yes,no,2468415,2469166
80,EC_only,normal,EC_only,normal,22,permife,negative,30_40,paired_cs,no,no,yes,2470219,2471587
80,EC_only,normal,EC_only,normal,23,uwimor,positive,50_60,paired_cs,no,no,yes,2472641,2473677
80,EC_only,normal,EC_only,normal,24,hilejin,NA,NA,neither,no,no,yes,2474731,2476230
80,EC_only,normal,EC_only,normal,25,emkruas,NA,NA,neither,no,no,yes,2477283,2478979
80,EC_only,normal,EC_only,normal,26,hiwawa,positive,30_40,paired_cs,no,no,yes,2480033,2481001
80,EC_only,normal,EC_only,normal,27,ikzunt,positive,70_80,paired_cs,no,yes,no,2482055,2484124
80,EC_only,normal,EC_only,normal,28,frask,negative,90_10,paired_cs,no,yes,no,2485178,2486546
80,EC_only,normal,EC_only,normal,29,polust,negative,70_80,paired_cs,yes,no,no,2487599,2489095
80,EC_only,normal,EC_only,normal,30,laumens,negative,30_40,paired_cs,no,no,yes,2490148,2491039
80,EC_only,normal,EC_only,normal,31,kibono,NA,NA,neither,no,no,yes,2492093,2492929
80,EC_only,normal,EC_only,normal,32,noste,positive,90_10,paired_cs,yes,no,no,2493983,2495286
80,EC_only,normal,EC_only,normal,33,kiwehon,positive,50_60,paired_cs,no,no,yes,2496340,2497339
80,EC_only,normal,EC_only,normal,34,obacu,negative,50_60,paired_cs,no,no,yes,2498392,2499339
80,EC_only,normal,EC_only,normal,35,larnist,positive,70_80,paired_cs,no,no,yes,2500393,2501143
80,EC_only,normal,EC_only,normal,36,misukor,NA,NA,neither,no,no,yes,2502197,2502904
80,EC_only,normal,EC_only,normal,37,muoror,NA,NA,neither,no,no,yes,2503957,2504639
80,EC_only,normal,EC_only,normal,38,faloilo,NA,NA,neither,no,no,yes,2505693,2506331
80,EC_only,normal,EC_only,normal,39,plistuk,negative,90_10,paired_cs,no,yes,no,2507385,2508631
