subject_nr,learning_condition,memory_condition,condition_learning,condition_memory,trial_nr,cs_filename,us_valence,cs_dur_level,type,PD_practice_runs,PD_practice_correct,PD_pos,PD_neg,time_PD_form,time_PD_blank
85,EC_subj_only,exclusion,EC_subj_only,exclusion,0,hiwawa,negative,30_40,paired_cs,2,1,yes,no,3124562,3143836
85,EC_subj_only,exclusion,EC_subj_only,exclusion,1,kibono,negative,50_60,paired_cs,2,1,no,yes,3144912,3150009
85,EC_subj_only,exclusion,EC_subj_only,exclusion,2,gowann,NA,NA,neither,2,1,no,yes,3151083,3154156
85,EC_subj_only,exclusion,EC_subj_only,exclusion,3,sleshen,positive,70_80,paired_cs,2,1,no,yes,3155230,3156612
85,EC_subj_only,exclusion,EC_subj_only,exclusion,4,imstind,positive,90_10,paired_cs,2,1,no,yes,3157685,3159860
85,EC_subj_only,exclusion,EC_subj_only,exclusion,5,kantekt,negative,30_40,paired_cs,2,1,yes,no,3160933,3166369
85,EC_subj_only,exclusion,EC_subj_only,exclusion,6,ikzunt,negative,90_10,paired_cs,2,1,no,yes,3167445,3169724
85,EC_subj_only,exclusion,EC_subj_only,exclusion,7,kumutoa,positive,30_40,paired_cs,2,1,yes,no,3170798,3172461
85,EC_subj_only,exclusion,EC_subj_only,exclusion,8,emkruas,NA,NA,neither,2,1,no,yes,3173535,3185129
85,EC_subj_only,exclusion,EC_subj_only,exclusion,9,trupfan,NA,NA,neither,2,1,no,yes,3186202,3189591
85,EC_subj_only,exclusion,EC_subj_only,exclusion,10,molkate,negative,50_60,paired_cs,2,1,no,yes,3190664,3192868
85,EC_subj_only,exclusion,EC_subj_only,exclusion,11,plonim,NA,NA,neither,2,1,no,yes,3193942,3196414
85,EC_subj_only,exclusion,EC_subj_only,exclusion,12,faloilo,NA,NA,neither,2,1,no,yes,3197491,3198805
85,EC_subj_only,exclusion,EC_subj_only,exclusion,13,misukor,NA,NA,neither,2,1,no,yes,3199879,3211666
85,EC_subj_only,exclusion,EC_subj_only,exclusion,14,noste,positive,70_80,paired_cs,2,1,no,yes,3212740,3215857
85,EC_subj_only,exclusion,EC_subj_only,exclusion,15,ubajec,NA,NA,neither,2,1,no,yes,3216930,3219146
85,EC_subj_only,exclusion,EC_subj_only,exclusion,16,fuhrrud,positive,90_10,paired_cs,2,1,no,yes,3220219,3223211
85,EC_subj_only,exclusion,EC_subj_only,exclusion,17,stodeen,negative,70_80,paired_cs,2,1,yes,no,3224286,3228747
85,EC_subj_only,exclusion,EC_subj_only,exclusion,18,fonstir,negative,70_80,paired_cs,2,1,yes,no,3229820,3232571
85,EC_subj_only,exclusion,EC_subj_only,exclusion,19,botuyn,NA,NA,neither,2,1,yes,no,3233644,3234482
85,EC_subj_only,exclusion,EC_subj_only,exclusion,20,schese,NA,NA,neither,2,1,yes,no,3235555,3236230
85,EC_subj_only,exclusion,EC_subj_only,exclusion,21,nalber,positive,90_10,paired_cs,2,1,yes,no,3237303,3239413
85,EC_subj_only,exclusion,EC_subj_only,exclusion,22,hilejin,positive,70_80,paired_cs,2,1,no,yes,3240486,3242485
85,EC_subj_only,exclusion,EC_subj_only,exclusion,23,doscho,positive,50_60,paired_cs,2,1,yes,no,3243561,3244390
85,EC_subj_only,exclusion,EC_subj_only,exclusion,24,plistuk,positive,50_60,paired_cs,2,1,no,yes,3245463,3247596
85,EC_subj_only,exclusion,EC_subj_only,exclusion,25,uwimor,NA,NA,neither,2,1,no,yes,3248669,3250076
85,EC_subj_only,exclusion,EC_subj_only,exclusion,26,polust,NA,NA,neither,2,1,no,yes,3251149,3252945
85,EC_subj_only,exclusion,EC_subj_only,exclusion,27,yosud,negative,90_10,paired_cs,2,1,yes,no,3254018,3255336
85,EC_subj_only,exclusion,EC_subj_only,exclusion,28,umeuken,negative,70_80,paired_cs,2,1,yes,no,3256412,3257801
85,EC_subj_only,exclusion,EC_subj_only,exclusion,29,kiwehon,NA,NA,neither,2,1,yes,no,3258875,3260162
85,EC_subj_only,exclusion,EC_subj_only,exclusion,30,obacu,positive,30_40,paired_cs,2,1,yes,no,3261235,3262133
85,EC_subj_only,exclusion,EC_subj_only,exclusion,31,offukt,NA,NA,neither,2,1,yes,no,3263206,3263951
85,EC_subj_only,exclusion,EC_subj_only,exclusion,32,ursitz,negative,30_40,paired_cs,2,1,yes,no,3265026,3266050
85,EC_subj_only,exclusion,EC_subj_only,exclusion,33,permife,NA,NA,neither,2,1,yes,no,3267125,3267811
85,EC_subj_only,exclusion,EC_subj_only,exclusion,34,muoror,positive,50_60,paired_cs,2,1,yes,no,3268884,3269679
85,EC_subj_only,exclusion,EC_subj_only,exclusion,35,sprong,NA,NA,neither,2,1,yes,no,3270752,3271683
85,EC_subj_only,exclusion,EC_subj_only,exclusion,36,zofoll,negative,50_60,paired_cs,2,1,no,yes,3272757,3276647
85,EC_subj_only,exclusion,EC_subj_only,exclusion,37,banzon,positive,30_40,paired_cs,2,1,no,yes,3277721,3278999
85,EC_subj_only,exclusion,EC_subj_only,exclusion,38,medan,NA,NA,neither,2,1,yes,no,3280073,3280964
85,EC_subj_only,exclusion,EC_subj_only,exclusion,39,tewok,negative,90_10,paired_cs,2,1,no,yes,3282038,3283271
