subject_nr,learning_condition,memory_condition,condition_learning,condition_memory,trial_nr,cs_filename,us_valence,cs_dur_level,type,eval_rating,time_rating_form,time_rating_blank
75,EC_only,inclusion,EC_only,inclusion,0,botuyn,negative,90_10,paired_cs,8,1354271,1359171
75,EC_only,inclusion,EC_only,inclusion,1,sprong,negative,90_10,paired_cs,16,1360190,1363715
75,EC_only,inclusion,EC_only,inclusion,2,tewok,NA,NA,neither,16,1364735,1367359
75,EC_only,inclusion,EC_only,inclusion,3,novuui,NA,NA,neither,19,1368378,1370195
75,EC_only,inclusion,EC_only,inclusion,4,fuhrrud,NA,NA,neither,13,1371214,1374047
75,EC_only,inclusion,EC_only,inclusion,5,offukt,positive,70_80,paired_cs,7,1375066,1377449
75,EC_only,inclusion,EC_only,inclusion,6,ikzunt,positive,30_40,paired_cs,7,1378467,1381304
75,EC_only,inclusion,EC_only,inclusion,7,kumutoa,NA,NA,neither,8,1382323,1384468
75,EC_only,inclusion,EC_only,inclusion,8,ubajec,NA,NA,neither,9,1385486,1388999
75,EC_only,inclusion,EC_only,inclusion,9,zofoll,positive,90_10,paired_cs,12,1390017,1391834
75,EC_only,inclusion,EC_only,inclusion,10,uhnong,NA,NA,neither,14,1392853,1395791
75,EC_only,inclusion,EC_only,inclusion,11,furasti,positive,30_40,paired_cs,12,1396809,1399414
75,EC_only,inclusion,EC_only,inclusion,12,imstind,negative,70_80,paired_cs,6,1400433,1402815
75,EC_only,inclusion,EC_only,inclusion,13,fonstir,positive,90_10,paired_cs,8,1403835,1406996
75,EC_only,inclusion,EC_only,inclusion,14,botsy,NA,NA,neither,10,1408030,1411199
75,EC_only,inclusion,EC_only,inclusion,15,frask,positive,90_10,paired_cs,11,1412217,1415274
75,EC_only,inclusion,EC_only,inclusion,16,umeuken,NA,NA,neither,6,1416292,1419695
75,EC_only,inclusion,EC_only,inclusion,17,ampfong,negative,50_60,paired_cs,4,1420714,1422760
75,EC_only,inclusion,EC_only,inclusion,18,doscho,positive,70_80,paired_cs,8,1423783,1426384
75,EC_only,inclusion,EC_only,inclusion,19,hiwawa,NA,NA,neither,11,1427403,1429661
75,EC_only,inclusion,EC_only,inclusion,20,larnist,NA,NA,neither,9,1430681,1432609
75,EC_only,inclusion,EC_only,inclusion,21,gowann,NA,NA,neither,6,1433628,1435427
75,EC_only,inclusion,EC_only,inclusion,22,schese,NA,NA,neither,0,1436445,1439391
75,EC_only,inclusion,EC_only,inclusion,23,plonim,negative,50_60,paired_cs,2,1440410,1442912
75,EC_only,inclusion,EC_only,inclusion,24,hilejin,negative,30_40,paired_cs,2,1443930,1446635
75,EC_only,inclusion,EC_only,inclusion,25,molkate,negative,70_80,paired_cs,3,1447654,1449581
75,EC_only,inclusion,EC_only,inclusion,26,uwimor,positive,50_60,paired_cs,2,1450600,1452643
75,EC_only,inclusion,EC_only,inclusion,27,stodeen,negative,50_60,paired_cs,3,1453661,1456033
75,EC_only,inclusion,EC_only,inclusion,28,virlog,NA,NA,neither,6,1457051,1460005
75,EC_only,inclusion,EC_only,inclusion,29,permife,NA,NA,neither,3,1461024,1463073
75,EC_only,inclusion,EC_only,inclusion,30,misukor,negative,70_80,paired_cs,8,1464092,1466471
75,EC_only,inclusion,EC_only,inclusion,31,pimuide,NA,NA,neither,7,1467490,1469989
75,EC_only,inclusion,EC_only,inclusion,32,nalber,positive,30_40,paired_cs,7,1471007,1472700
75,EC_only,inclusion,EC_only,inclusion,33,polust,positive,50_60,paired_cs,2,1473720,1475640
75,EC_only,inclusion,EC_only,inclusion,34,plistuk,positive,70_80,paired_cs,2,1476659,1479486
75,EC_only,inclusion,EC_only,inclusion,35,obacu,positive,50_60,paired_cs,3,1480504,1484023
75,EC_only,inclusion,EC_only,inclusion,36,emkruas,negative,90_10,paired_cs,4,1485041,1487661
75,EC_only,inclusion,EC_only,inclusion,37,muoror,NA,NA,neither,3,1488679,1490263
75,EC_only,inclusion,EC_only,inclusion,38,kiwehon,negative,30_40,paired_cs,3,1491281,1493546
75,EC_only,inclusion,EC_only,inclusion,39,yosud,negative,30_40,paired_cs,3,1494564,1495689
