subject_nr,learning_condition,memory_condition,condition_learning,condition_memory,trial_nr,cs_filename,us_valence,cs_dur_level,type,PD_practice_runs,PD_practice_correct,PD_pos,PD_neg,time_PD_form,time_PD_blank
11,EC_subj_obj,inclusion,EC_subj_obj,inclusion,0,umeuken,negative,50_60,distractor,1,1,no,yes,25180162531180
11,EC_subj_obj,inclusion,EC_subj_obj,inclusion,1,doscho,negative,90_10,paired_cs,1,1,no,yes,25322082533316
11,EC_subj_obj,inclusion,EC_subj_obj,inclusion,2,pimuide,positive,90_10,paired_cs,1,1,no,yes,25343442537062
11,EC_subj_obj,inclusion,EC_subj_obj,inclusion,3,godacht,positive,50_60,paired_cs,1,1,yes,no,25380902542286
11,EC_subj_obj,inclusion,EC_subj_obj,inclusion,4,uwimor,NA,NA,neither,1,1,no,yes,25433152546903
11,EC_subj_obj,inclusion,EC_subj_obj,inclusion,5,zofoll,negative,90_10,distractor,1,1,no,yes,25479312549655
11,EC_subj_obj,inclusion,EC_subj_obj,inclusion,6,virlog,NA,NA,neither,1,1,no,yes,25506842555001
11,EC_subj_obj,inclusion,EC_subj_obj,inclusion,7,nalber,negative,50_60,paired_cs,1,1,no,yes,25560332559618
11,EC_subj_obj,inclusion,EC_subj_obj,inclusion,8,frask,negative,30_40,paired_cs,1,1,yes,no,25606462563484
11,EC_subj_obj,inclusion,EC_subj_obj,inclusion,9,novuui,NA,NA,neither,1,1,yes,no,25645122566864
11,EC_subj_obj,inclusion,EC_subj_obj,inclusion,10,tewok,negative,50_60,paired_cs,1,1,yes,no,25678922570980
11,EC_subj_obj,inclusion,EC_subj_obj,inclusion,11,botuyn,positive,70_80,paired_cs,1,1,yes,no,25720082574858
11,EC_subj_obj,inclusion,EC_subj_obj,inclusion,12,fuhrrud,positive,50_60,distractor,1,1,yes,no,25758862578975
11,EC_subj_obj,inclusion,EC_subj_obj,inclusion,13,larnist,positive,30_40,paired_cs,1,1,yes,no,25800032581982
11,EC_subj_obj,inclusion,EC_subj_obj,inclusion,14,molkate,negative,90_10,paired_cs,1,1,yes,no,25830142584747
11,EC_subj_obj,inclusion,EC_subj_obj,inclusion,15,misukor,positive,70_80,paired_cs,1,1,no,yes,25857752588744
11,EC_subj_obj,inclusion,EC_subj_obj,inclusion,16,obacu,positive,30_40,paired_cs,1,1,yes,no,25897722596084
11,EC_subj_obj,inclusion,EC_subj_obj,inclusion,17,oesgubi,negative,70_80,distractor,1,1,yes,no,25971122599341
11,EC_subj_obj,inclusion,EC_subj_obj,inclusion,18,noste,negative,90_10,paired_cs,1,1,yes,no,26003742601984
11,EC_subj_obj,inclusion,EC_subj_obj,inclusion,19,kantekt,NA,NA,neither,1,1,no,yes,26030122605485
11,EC_subj_obj,inclusion,EC_subj_obj,inclusion,20,muoror,negative,70_80,paired_cs,1,1,no,yes,26065132608122
11,EC_subj_obj,inclusion,EC_subj_obj,inclusion,21,botsy,negative,50_60,paired_cs,1,1,yes,no,26091502611502
11,EC_subj_obj,inclusion,EC_subj_obj,inclusion,22,plonim,NA,NA,neither,1,1,yes,no,26125302614883
11,EC_subj_obj,inclusion,EC_subj_obj,inclusion,23,polust,NA,NA,neither,1,1,yes,no,26159112617270
11,EC_subj_obj,inclusion,EC_subj_obj,inclusion,24,ursitz,negative,30_40,paired_cs,1,1,yes,no,26182982620277
11,EC_subj_obj,inclusion,EC_subj_obj,inclusion,25,ampfong,positive,50_60,paired_cs,1,1,no,yes,26213092625526
11,EC_subj_obj,inclusion,EC_subj_obj,inclusion,26,banzon,positive,90_10,distractor,1,1,no,yes,26265542628408
11,EC_subj_obj,inclusion,EC_subj_obj,inclusion,27,plistuk,positive,90_10,paired_cs,1,1,yes,no,26294362633269
11,EC_subj_obj,inclusion,EC_subj_obj,inclusion,28,imstind,positive,90_10,paired_cs,1,1,yes,no,26342982637137
11,EC_subj_obj,inclusion,EC_subj_obj,inclusion,29,emkruas,negative,70_80,paired_cs,1,1,no,yes,26381882639672
11,EC_subj_obj,inclusion,EC_subj_obj,inclusion,30,sebjukt,positive,50_60,paired_cs,1,1,no,yes,26407002643418
11,EC_subj_obj,inclusion,EC_subj_obj,inclusion,31,fonstir,negative,70_80,paired_cs,1,1,yes,no,26444462645929
11,EC_subj_obj,inclusion,EC_subj_obj,inclusion,32,sleshen,positive,30_40,paired_cs,1,1,yes,no,26469582660182
11,EC_subj_obj,inclusion,EC_subj_obj,inclusion,33,ikzunt,positive,30_40,distractor,1,1,no,yes,26612102662441
11,EC_subj_obj,inclusion,EC_subj_obj,inclusion,34,yosud,NA,NA,neither,1,1,yes,no,26634692665190
11,EC_subj_obj,inclusion,EC_subj_obj,inclusion,35,kibono,negative,30_40,distractor,1,1,yes,no,26662192668812
11,EC_subj_obj,inclusion,EC_subj_obj,inclusion,36,trupfan,negative,30_40,paired_cs,1,1,no,yes,26698412671566
11,EC_subj_obj,inclusion,EC_subj_obj,inclusion,37,medan,NA,NA,neither,1,1,yes,no,26725952676428
11,EC_subj_obj,inclusion,EC_subj_obj,inclusion,38,kumutoa,positive,70_80,distractor,1,1,no,yes,26774562679675
11,EC_subj_obj,inclusion,EC_subj_obj,inclusion,39,stodeen,positive,70_80,paired_cs,1,1,yes,no,26807042684286
